{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9941681480256345, 'speedup_best_over_ref': 0.9941681480256345, 'xsmm_custom_avg': 2.3983233333333334, 'xsmm_custom_best': 2.3983233333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3843366666666665, 'xsmm_reference_best': 2.3843366666666665, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9920403721655529, 'speedup_best_over_ref': 0.9920403721655529, 'xsmm_custom_avg': 1.0858966666666667, 'xsmm_custom_best': 1.0858966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0772533333333334, 'xsmm_reference_best': 1.0772533333333334, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9767614807957834, 'speedup_best_over_ref': 0.9767614807957834, 'xsmm_custom_avg': 2.5638466666666666, 'xsmm_custom_best': 2.5638466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5042666666666666, 'xsmm_reference_best': 2.5042666666666666, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9889279070766851, 'speedup_best_over_ref': 0.9889279070766851, 'xsmm_custom_avg': 1.0859133333333333, 'xsmm_custom_best': 1.0859133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.07389, 'xsmm_reference_best': 1.07389, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9939913532038105, 'speedup_best_over_ref': 0.9939913532038105, 'xsmm_custom_avg': 2.3577133333333338, 'xsmm_custom_best': 2.3577133333333338, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.343546666666667, 'xsmm_reference_best': 2.343546666666667, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9953030041601962, 'speedup_best_over_ref': 0.9953030041601962, 'xsmm_custom_avg': 5.38997, 'xsmm_custom_best': 5.38997, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.364653333333333, 'xsmm_reference_best': 5.364653333333333, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0812333891821655, 'speedup_best_over_ref': 1.0812333891821655, 'xsmm_custom_avg': 5.93865, 'xsmm_custom_best': 5.93865, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.4210666666666665, 'xsmm_reference_best': 6.4210666666666665, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0138566631861894, 'speedup_best_over_ref': 1.0138566631861894, 'xsmm_custom_avg': 10.949966666666667, 'xsmm_custom_best': 10.949966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.101696666666667, 'xsmm_reference_best': 11.101696666666667, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.024378696124274, 'speedup_best_over_ref': 1.024378696124274, 'xsmm_custom_avg': 8.638553333333332, 'xsmm_custom_best': 8.638553333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.84915, 'xsmm_reference_best': 8.84915, 'xsmm_reference_cpu_freq': 2.999957, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9706865922235521, 'speedup_best_over_ref': 0.9706865922235521, 'xsmm_custom_avg': 8.441643333333333, 'xsmm_custom_best': 8.441643333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.19419, 'xsmm_reference_best': 8.19419, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9543743619859923, 'speedup_best_over_ref': 0.9543743619859923, 'xsmm_custom_avg': 5.920063333333333, 'xsmm_custom_best': 5.920063333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.649956666666667, 'xsmm_reference_best': 5.649956666666667, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
