{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9934975590366604, 'speedup_best_over_ref': 0.9934975590366604, 'xsmm_custom_avg': 0.98117, 'xsmm_custom_best': 0.98117, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.97479, 'xsmm_reference_best': 0.97479, 'xsmm_reference_cpu_freq': 2.999948, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9991793249574744, 'speedup_best_over_ref': 0.9991793249574744, 'xsmm_custom_avg': 0.4467866666666665, 'xsmm_custom_best': 0.4467866666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.44642, 'xsmm_reference_best': 0.44642, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9763425098769472, 'speedup_best_over_ref': 0.9763425098769472, 'xsmm_custom_avg': 1.0597066666666666, 'xsmm_custom_best': 1.0597066666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0346366666666666, 'xsmm_reference_best': 1.0346366666666666, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9855204226874036, 'speedup_best_over_ref': 0.9855204226874036, 'xsmm_custom_avg': 0.4472966666666666, 'xsmm_custom_best': 0.4472966666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.44081999999999993, 'xsmm_reference_best': 0.44081999999999993, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9737274889568468, 'speedup_best_over_ref': 0.9737274889568468, 'xsmm_custom_avg': 0.9809999999999999, 'xsmm_custom_best': 0.9809999999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9552266666666666, 'xsmm_reference_best': 0.9552266666666666, 'xsmm_reference_cpu_freq': 2.999956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9891639611608497, 'speedup_best_over_ref': 0.9891639611608497, 'xsmm_custom_avg': 2.2197533333333332, 'xsmm_custom_best': 2.2197533333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.1957, 'xsmm_reference_best': 2.1957, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9963961727203817, 'speedup_best_over_ref': 0.9963961727203817, 'xsmm_custom_avg': 1.7721900000000002, 'xsmm_custom_best': 1.7721900000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7658033333333334, 'xsmm_reference_best': 1.7658033333333334, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9991195699831589, 'speedup_best_over_ref': 0.9991195699831589, 'xsmm_custom_avg': 3.7784566666666666, 'xsmm_custom_best': 3.7784566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.77513, 'xsmm_reference_best': 3.77513, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.1264170472368298, 'speedup_best_over_ref': 1.1264170472368298, 'xsmm_custom_avg': 2.31232, 'xsmm_custom_best': 2.31232, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.6046366666666665, 'xsmm_reference_best': 2.6046366666666665, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0010613945609297, 'speedup_best_over_ref': 1.0010613945609297, 'xsmm_custom_avg': 3.4671366666666668, 'xsmm_custom_best': 3.4671366666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.4708166666666664, 'xsmm_reference_best': 3.4708166666666664, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9969581913103508, 'speedup_best_over_ref': 0.9969581913103508, 'xsmm_custom_avg': 2.4722133333333334, 'xsmm_custom_best': 2.4722133333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4646933333333334, 'xsmm_reference_best': 2.4646933333333334, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'sparse'}
