{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9903395118268469, 'speedup_best_over_ref': 0.9903395118268469, 'xsmm_custom_avg': 2.40188, 'xsmm_custom_best': 2.40188, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3786766666666668, 'xsmm_reference_best': 2.3786766666666668, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9934312756038988, 'speedup_best_over_ref': 0.9934312756038988, 'xsmm_custom_avg': 1.0854466666666667, 'xsmm_custom_best': 1.0854466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0783166666666666, 'xsmm_reference_best': 1.0783166666666666, 'xsmm_reference_cpu_freq': 2.99998, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9969411353168667, 'speedup_best_over_ref': 0.9969411353168667, 'xsmm_custom_avg': 2.57285, 'xsmm_custom_best': 2.57285, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5649800000000003, 'xsmm_reference_best': 2.5649800000000003, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9859919945531206, 'speedup_best_over_ref': 0.9859919945531206, 'xsmm_custom_avg': 1.0917566666666667, 'xsmm_custom_best': 1.0917566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.076463333333333, 'xsmm_reference_best': 1.076463333333333, 'xsmm_reference_cpu_freq': 2.999939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.985703343681256, 'speedup_best_over_ref': 0.985703343681256, 'xsmm_custom_avg': 2.38051, 'xsmm_custom_best': 2.38051, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3464766666666668, 'xsmm_reference_best': 2.3464766666666668, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0002850738192781, 'speedup_best_over_ref': 1.0002850738192781, 'xsmm_custom_avg': 5.390416666666667, 'xsmm_custom_best': 5.390416666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.391953333333333, 'xsmm_reference_best': 5.391953333333333, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0717258185453635, 'speedup_best_over_ref': 1.0717258185453635, 'xsmm_custom_avg': 6.4016, 'xsmm_custom_best': 6.4016, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.86076, 'xsmm_reference_best': 6.86076, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0374478140715337, 'speedup_best_over_ref': 1.0374478140715337, 'xsmm_custom_avg': 11.053426666666667, 'xsmm_custom_best': 11.053426666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.467353333333334, 'xsmm_reference_best': 11.467353333333334, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9664728616475652, 'speedup_best_over_ref': 0.9664728616475652, 'xsmm_custom_avg': 9.144929999999999, 'xsmm_custom_best': 9.144929999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.838326666666667, 'xsmm_reference_best': 8.838326666666667, 'xsmm_reference_cpu_freq': 2.999974, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.976157809640849, 'speedup_best_over_ref': 0.976157809640849, 'xsmm_custom_avg': 8.386813333333333, 'xsmm_custom_best': 8.386813333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.186853333333334, 'xsmm_reference_best': 8.186853333333334, 'xsmm_reference_cpu_freq': 2.999977, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9533301491269969, 'speedup_best_over_ref': 0.9533301491269969, 'xsmm_custom_avg': 5.96695, 'xsmm_custom_best': 5.96695, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.6884733333333335, 'xsmm_reference_best': 5.6884733333333335, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0958130685747651, 'speedup_best_over_ref': 1.0958130685747651, 'xsmm_custom_avg': 5.942856666666667, 'xsmm_custom_best': 5.942856666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.5122599999999995, 'xsmm_reference_best': 6.5122599999999995, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0713293837831568, 'speedup_best_over_ref': 1.0713293837831568, 'xsmm_custom_avg': 11.03248, 'xsmm_custom_best': 11.03248, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.819420000000001, 'xsmm_reference_best': 11.819420000000001, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.144385678992836, 'speedup_best_over_ref': 1.144385678992836, 'xsmm_custom_avg': 8.690543333333334, 'xsmm_custom_best': 8.690543333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.945333333333332, 'xsmm_reference_best': 9.945333333333332, 'xsmm_reference_cpu_freq': 2.999991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9703490058755481, 'speedup_best_over_ref': 0.9703490058755481, 'xsmm_custom_avg': 8.307310000000001, 'xsmm_custom_best': 8.307310000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.06099, 'xsmm_reference_best': 8.06099, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9966038938977618, 'speedup_best_over_ref': 0.9966038938977618, 'xsmm_custom_avg': 12.430903333333333, 'xsmm_custom_best': 12.430903333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 12.388686666666667, 'xsmm_reference_best': 12.388686666666667, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 96, 'a_nonzero': 384, 'a_rows': 64, 'a_size': 6144, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1449215175267575, 'speedup_best_over_ref': 1.1449215175267575, 'xsmm_custom_avg': 14.744693333333334, 'xsmm_custom_best': 14.744693333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.881516666666666, 'xsmm_reference_best': 16.881516666666666, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'wide-sparse'}
