{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9895266447545662, 'speedup_best_over_ref': 0.9895266447545662, 'xsmm_custom_avg': 0.9898133333333334, 'xsmm_custom_best': 0.9898133333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9794466666666665, 'xsmm_reference_best': 0.9794466666666665, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0010164652421205, 'speedup_best_over_ref': 1.0010164652421205, 'xsmm_custom_avg': 0.44599, 'xsmm_custom_best': 0.44599, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.4464433333333333, 'xsmm_reference_best': 0.4464433333333333, 'xsmm_reference_cpu_freq': 2.999939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9745110819329387, 'speedup_best_over_ref': 0.9745110819329387, 'xsmm_custom_avg': 1.05863, 'xsmm_custom_best': 1.05863, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0316466666666668, 'xsmm_reference_best': 1.0316466666666668, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9823616055898092, 'speedup_best_over_ref': 0.9823616055898092, 'xsmm_custom_avg': 0.4503433333333334, 'xsmm_custom_best': 0.4503433333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.4424, 'xsmm_reference_best': 0.4424, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9832207341354254, 'speedup_best_over_ref': 0.9832207341354254, 'xsmm_custom_avg': 0.9793833333333333, 'xsmm_custom_best': 0.9793833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.96295, 'xsmm_reference_best': 0.96295, 'xsmm_reference_cpu_freq': 2.999944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.989781992826677, 'speedup_best_over_ref': 0.989781992826677, 'xsmm_custom_avg': 2.220263333333333, 'xsmm_custom_best': 2.220263333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.197576666666667, 'xsmm_reference_best': 2.197576666666667, 'xsmm_reference_cpu_freq': 2.999963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.00043785305426, 'speedup_best_over_ref': 1.00043785305426, 'xsmm_custom_avg': 1.7738066666666668, 'xsmm_custom_best': 1.7738066666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7745833333333334, 'xsmm_reference_best': 1.7745833333333334, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9918135278354887, 'speedup_best_over_ref': 0.9918135278354887, 'xsmm_custom_avg': 3.8201233333333335, 'xsmm_custom_best': 3.8201233333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.78885, 'xsmm_reference_best': 3.78885, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0753743626243473, 'speedup_best_over_ref': 1.0753743626243473, 'xsmm_custom_avg': 2.3978533333333334, 'xsmm_custom_best': 2.3978533333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.57859, 'xsmm_reference_best': 2.57859, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9708926354617513, 'speedup_best_over_ref': 0.9708926354617513, 'xsmm_custom_avg': 3.4664766666666664, 'xsmm_custom_best': 3.4664766666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.3655766666666667, 'xsmm_reference_best': 3.3655766666666667, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9468633314975674, 'speedup_best_over_ref': 0.9468633314975674, 'xsmm_custom_avg': 2.4755033333333336, 'xsmm_custom_best': 2.4755033333333336, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3439633333333334, 'xsmm_reference_best': 2.3439633333333334, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
