{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9951649670065987, 'speedup_best_over_ref': 0.9951649670065987, 'xsmm_custom_avg': 0.2778333333333333, 'xsmm_custom_best': 0.2778333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.27649, 'xsmm_reference_best': 0.27649, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9971257789647717, 'speedup_best_over_ref': 0.9971257789647717, 'xsmm_custom_avg': 0.13105, 'xsmm_custom_best': 0.13105, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13067333333333334, 'xsmm_reference_best': 0.13067333333333334, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9768183167174124, 'speedup_best_over_ref': 0.9768183167174124, 'xsmm_custom_avg': 0.30325666666666656, 'xsmm_custom_best': 0.30325666666666656, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.29622666666666664, 'xsmm_reference_best': 0.29622666666666664, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9888176455501411, 'speedup_best_over_ref': 0.9888176455501411, 'xsmm_custom_avg': 0.12996666666666667, 'xsmm_custom_best': 0.12996666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.12851333333333334, 'xsmm_reference_best': 0.12851333333333334, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9840018187909826, 'speedup_best_over_ref': 0.9840018187909826, 'xsmm_custom_avg': 0.27857333333333334, 'xsmm_custom_best': 0.27857333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.2741166666666667, 'xsmm_reference_best': 0.2741166666666667, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9837939547048371, 'speedup_best_over_ref': 0.9837939547048371, 'xsmm_custom_avg': 0.6359766666666666, 'xsmm_custom_best': 0.6359766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.62567, 'xsmm_reference_best': 0.62567, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.01132500579835, 'speedup_best_over_ref': 1.01132500579835, 'xsmm_custom_avg': 0.5030166666666667, 'xsmm_custom_best': 0.5030166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.5087133333333334, 'xsmm_reference_best': 0.5087133333333334, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9953673290846426, 'speedup_best_over_ref': 0.9953673290846426, 'xsmm_custom_avg': 1.0706566666666666, 'xsmm_custom_best': 1.0706566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0656966666666665, 'xsmm_reference_best': 1.0656966666666665, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0012300649260355, 'speedup_best_over_ref': 1.0012300649260355, 'xsmm_custom_avg': 0.6232733333333333, 'xsmm_custom_best': 0.6232733333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6240399999999999, 'xsmm_reference_best': 0.6240399999999999, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9688887994310481, 'speedup_best_over_ref': 0.9688887994310481, 'xsmm_custom_avg': 0.99364, 'xsmm_custom_best': 0.99364, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9627266666666666, 'xsmm_reference_best': 0.9627266666666666, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9479504029524742, 'speedup_best_over_ref': 0.9479504029524742, 'xsmm_custom_avg': 0.7081066666666667, 'xsmm_custom_best': 0.7081066666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.67125, 'xsmm_reference_best': 0.67125, 'xsmm_reference_cpu_freq': 2.999974, 'xsmm_reference_kernel_type': 'wide-sparse'}
