{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9719288204381081, 'speedup_best_over_ref': 0.9719288204381081, 'xsmm_custom_avg': 1.2812666666666668, 'xsmm_custom_best': 1.2812666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2453, 'xsmm_reference_best': 1.2453, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9113736572411093, 'speedup_best_over_ref': 0.9113736572411093, 'xsmm_custom_avg': 1.9580333333333333, 'xsmm_custom_best': 1.9580333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7845, 'xsmm_reference_best': 1.7845, 'xsmm_reference_cpu_freq': 2.499909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.927614357601329, 'speedup_best_over_ref': 0.927614357601329, 'xsmm_custom_avg': 2.788766666666667, 'xsmm_custom_best': 2.788766666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5869, 'xsmm_reference_best': 2.5869, 'xsmm_reference_cpu_freq': 2.499968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9932995468057111, 'speedup_best_over_ref': 0.9932995468057111, 'xsmm_custom_avg': 4.1042000000000005, 'xsmm_custom_best': 4.1042000000000005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.0767, 'xsmm_reference_best': 4.0767, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0051850048685493, 'speedup_best_over_ref': 1.0051850048685493, 'xsmm_custom_avg': 9.585333333333333, 'xsmm_custom_best': 9.585333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.635033333333334, 'xsmm_reference_best': 9.635033333333334, 'xsmm_reference_cpu_freq': 2.499903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.7948887840365688, 'speedup_best_over_ref': 0.7948887840365688, 'xsmm_custom_avg': 29.883300000000002, 'xsmm_custom_best': 29.883300000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.753899999999998, 'xsmm_reference_best': 23.753899999999998, 'xsmm_reference_cpu_freq': 2.499943, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9756674294431731, 'speedup_best_over_ref': 0.9756674294431731, 'xsmm_custom_avg': 1.311, 'xsmm_custom_best': 1.311, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2791, 'xsmm_reference_best': 1.2791, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8935489572287028, 'speedup_best_over_ref': 0.8935489572287028, 'xsmm_custom_avg': 1.886, 'xsmm_custom_best': 1.886, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6852333333333334, 'xsmm_reference_best': 1.6852333333333334, 'xsmm_reference_cpu_freq': 2.49988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8486558286607657, 'speedup_best_over_ref': 0.8486558286607657, 'xsmm_custom_avg': 2.8357, 'xsmm_custom_best': 2.8357, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4065333333333334, 'xsmm_reference_best': 2.4065333333333334, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9904067505017818, 'speedup_best_over_ref': 0.9904067505017818, 'xsmm_custom_avg': 4.068833333333333, 'xsmm_custom_best': 4.068833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.0298, 'xsmm_reference_best': 4.0298, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.978130641417677, 'speedup_best_over_ref': 0.978130641417677, 'xsmm_custom_avg': 9.047666666666665, 'xsmm_custom_best': 9.047666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.8498, 'xsmm_reference_best': 8.8498, 'xsmm_reference_cpu_freq': 2.499966, 'xsmm_reference_kernel_type': 'sparse'}
