{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0089663212799131, 'speedup_best_over_ref': 1.0089663212799131, 'xsmm_custom_avg': 14.238466666666666, 'xsmm_custom_best': 14.238466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.366133333333332, 'xsmm_reference_best': 14.366133333333332, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7674152772840497, 'speedup_best_over_ref': 0.7674152772840497, 'xsmm_custom_avg': 26.536566666666666, 'xsmm_custom_best': 26.536566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.36456666666667, 'xsmm_reference_best': 20.36456666666667, 'xsmm_reference_cpu_freq': 2.499976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9084407040321242, 'speedup_best_over_ref': 0.9084407040321242, 'xsmm_custom_avg': 41.57196666666667, 'xsmm_custom_best': 41.57196666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 37.76566666666667, 'xsmm_reference_best': 37.76566666666667, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9942315698476962, 'speedup_best_over_ref': 0.9942315698476962, 'xsmm_custom_avg': 64.93390000000001, 'xsmm_custom_best': 64.93390000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 64.55933333333333, 'xsmm_reference_best': 64.55933333333333, 'xsmm_reference_cpu_freq': 2.499924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0684093555764453, 'speedup_best_over_ref': 1.0684093555764453, 'xsmm_custom_avg': 118.78833333333334, 'xsmm_custom_best': 118.78833333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 126.91456666666666, 'xsmm_reference_best': 126.91456666666666, 'xsmm_reference_cpu_freq': 2.499947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8275035689174506, 'speedup_best_over_ref': 0.8275035689174506, 'xsmm_custom_avg': 307.72636666666665, 'xsmm_custom_best': 307.72636666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 254.64466666666667, 'xsmm_reference_best': 254.64466666666667, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9822707964924435, 'speedup_best_over_ref': 0.9822707964924435, 'xsmm_custom_avg': 14.627466666666665, 'xsmm_custom_best': 14.627466666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.368133333333333, 'xsmm_reference_best': 14.368133333333333, 'xsmm_reference_cpu_freq': 2.49998, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7652769584990391, 'speedup_best_over_ref': 0.7652769584990391, 'xsmm_custom_avg': 26.2765, 'xsmm_custom_best': 26.2765, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.1088, 'xsmm_reference_best': 20.1088, 'xsmm_reference_cpu_freq': 2.499966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8585386343298573, 'speedup_best_over_ref': 0.8585386343298573, 'xsmm_custom_avg': 41.98036666666667, 'xsmm_custom_best': 41.98036666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.04176666666667, 'xsmm_reference_best': 36.04176666666667, 'xsmm_reference_cpu_freq': 2.499921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0298570398332705, 'speedup_best_over_ref': 1.0298570398332705, 'xsmm_custom_avg': 64.6637, 'xsmm_custom_best': 64.6637, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 66.59436666666666, 'xsmm_reference_best': 66.59436666666666, 'xsmm_reference_cpu_freq': 2.499853, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9919181702174691, 'speedup_best_over_ref': 0.9919181702174691, 'xsmm_custom_avg': 119.4284, 'xsmm_custom_best': 119.4284, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 118.46319999999999, 'xsmm_reference_best': 118.46319999999999, 'xsmm_reference_cpu_freq': 2.499893, 'xsmm_reference_kernel_type': 'sparse'}
