{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9951177122514776, 'speedup_best_over_ref': 0.9951177122514776, 'xsmm_custom_avg': 7.940266666666667, 'xsmm_custom_best': 7.940266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.9014999999999995, 'xsmm_reference_best': 7.9014999999999995, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8188128013697173, 'speedup_best_over_ref': 0.8188128013697173, 'xsmm_custom_avg': 14.095366666666667, 'xsmm_custom_best': 14.095366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.541466666666668, 'xsmm_reference_best': 11.541466666666668, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8630227671330126, 'speedup_best_over_ref': 0.8630227671330126, 'xsmm_custom_avg': 22.255766666666666, 'xsmm_custom_best': 22.255766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.20723333333333, 'xsmm_reference_best': 19.20723333333333, 'xsmm_reference_cpu_freq': 2.499865, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0037798802929478, 'speedup_best_over_ref': 1.0037798802929478, 'xsmm_custom_avg': 35.86533333333333, 'xsmm_custom_best': 35.86533333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.0009, 'xsmm_reference_best': 36.0009, 'xsmm_reference_cpu_freq': 2.499974, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8578290040330117, 'speedup_best_over_ref': 0.8578290040330117, 'xsmm_custom_avg': 93.11486666666666, 'xsmm_custom_best': 93.11486666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 79.87663333333333, 'xsmm_reference_best': 79.87663333333333, 'xsmm_reference_cpu_freq': 2.499882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7959582239157931, 'speedup_best_over_ref': 0.7959582239157931, 'xsmm_custom_avg': 250.84846666666667, 'xsmm_custom_best': 250.84846666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 199.66490000000002, 'xsmm_reference_best': 199.66490000000002, 'xsmm_reference_cpu_freq': 2.499974, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9954118660051661, 'speedup_best_over_ref': 0.9954118660051661, 'xsmm_custom_avg': 8.129666666666667, 'xsmm_custom_best': 8.129666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.092366666666665, 'xsmm_reference_best': 8.092366666666665, 'xsmm_reference_cpu_freq': 2.499901, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7873444793266036, 'speedup_best_over_ref': 0.7873444793266036, 'xsmm_custom_avg': 14.089766666666666, 'xsmm_custom_best': 14.089766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.0935, 'xsmm_reference_best': 11.0935, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8437344849714487, 'speedup_best_over_ref': 0.8437344849714487, 'xsmm_custom_avg': 22.491633333333333, 'xsmm_custom_best': 22.491633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.976966666666666, 'xsmm_reference_best': 18.976966666666666, 'xsmm_reference_cpu_freq': 2.499882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0273386383731211, 'speedup_best_over_ref': 1.0273386383731211, 'xsmm_custom_avg': 35.815000000000005, 'xsmm_custom_best': 35.815000000000005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.794133333333335, 'xsmm_reference_best': 36.794133333333335, 'xsmm_reference_cpu_freq': 2.49996, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8177502447398868, 'speedup_best_over_ref': 0.8177502447398868, 'xsmm_custom_avg': 92.88773333333333, 'xsmm_custom_best': 92.88773333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 75.95896666666667, 'xsmm_reference_best': 75.95896666666667, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'sparse'}
