{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9963926760392313, 'speedup_best_over_ref': 0.9963926760392313, 'xsmm_custom_avg': 10.977666666666666, 'xsmm_custom_best': 10.977666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.938066666666668, 'xsmm_reference_best': 10.938066666666668, 'xsmm_reference_cpu_freq': 2.499883, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0210901453946999, 'speedup_best_over_ref': 1.0210901453946999, 'xsmm_custom_avg': 19.585766666666665, 'xsmm_custom_best': 19.585766666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.99883333333333, 'xsmm_reference_best': 19.99883333333333, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9520525803079005, 'speedup_best_over_ref': 0.9520525803079005, 'xsmm_custom_avg': 30.8303, 'xsmm_custom_best': 30.8303, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 29.352066666666666, 'xsmm_reference_best': 29.352066666666666, 'xsmm_reference_cpu_freq': 2.499892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0059476190250776, 'speedup_best_over_ref': 1.0059476190250776, 'xsmm_custom_avg': 49.29143333333333, 'xsmm_custom_best': 49.29143333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 49.5846, 'xsmm_reference_best': 49.5846, 'xsmm_reference_cpu_freq': 2.499973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0779072036567243, 'speedup_best_over_ref': 1.0779072036567243, 'xsmm_custom_avg': 90.01863333333334, 'xsmm_custom_best': 90.01863333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 97.03173333333334, 'xsmm_reference_best': 97.03173333333334, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9766520656928637, 'speedup_best_over_ref': 0.9766520656928637, 'xsmm_custom_avg': 179.42486666666667, 'xsmm_custom_best': 179.42486666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 175.23566666666665, 'xsmm_reference_best': 175.23566666666665, 'xsmm_reference_cpu_freq': 2.499978, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0022628892139593, 'speedup_best_over_ref': 1.0022628892139593, 'xsmm_custom_avg': 11.165666666666668, 'xsmm_custom_best': 11.165666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.190933333333334, 'xsmm_reference_best': 11.190933333333334, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9838666008650176, 'speedup_best_over_ref': 0.9838666008650176, 'xsmm_custom_avg': 19.4524, 'xsmm_custom_best': 19.4524, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.13856666666667, 'xsmm_reference_best': 19.13856666666667, 'xsmm_reference_cpu_freq': 2.499861, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9201538608664237, 'speedup_best_over_ref': 0.9201538608664237, 'xsmm_custom_avg': 31.370333333333335, 'xsmm_custom_best': 31.370333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.865533333333335, 'xsmm_reference_best': 28.865533333333335, 'xsmm_reference_cpu_freq': 2.499978, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0401960173647877, 'speedup_best_over_ref': 1.0401960173647877, 'xsmm_custom_avg': 49.23373333333333, 'xsmm_custom_best': 49.23373333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 51.21273333333333, 'xsmm_reference_best': 51.21273333333333, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.992732170771439, 'speedup_best_over_ref': 0.992732170771439, 'xsmm_custom_avg': 90.17823333333332, 'xsmm_custom_best': 90.17823333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 89.52283333333334, 'xsmm_reference_best': 89.52283333333334, 'xsmm_reference_cpu_freq': 2.499952, 'xsmm_reference_kernel_type': 'sparse'}
