{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.995235688483893, 'speedup_best_over_ref': 0.995235688483893, 'xsmm_custom_avg': 4.484733333333334, 'xsmm_custom_best': 4.484733333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.463366666666665, 'xsmm_reference_best': 4.463366666666665, 'xsmm_reference_cpu_freq': 2.499945, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9793063177683674, 'speedup_best_over_ref': 0.9793063177683674, 'xsmm_custom_avg': 7.021466666666667, 'xsmm_custom_best': 7.021466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.876166666666666, 'xsmm_reference_best': 6.876166666666666, 'xsmm_reference_cpu_freq': 2.499905, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0378400535699759, 'speedup_best_over_ref': 1.0378400535699759, 'xsmm_custom_avg': 10.652733333333334, 'xsmm_custom_best': 10.652733333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.055833333333334, 'xsmm_reference_best': 11.055833333333334, 'xsmm_reference_cpu_freq': 2.499935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0400022495883081, 'speedup_best_over_ref': 1.0400022495883081, 'xsmm_custom_avg': 18.96643333333333, 'xsmm_custom_best': 18.96643333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.725133333333336, 'xsmm_reference_best': 19.725133333333336, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0745099173860089, 'speedup_best_over_ref': 1.0745099173860089, 'xsmm_custom_avg': 36.866233333333334, 'xsmm_custom_best': 36.866233333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 39.61313333333333, 'xsmm_reference_best': 39.61313333333333, 'xsmm_reference_cpu_freq': 2.499882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.959784563000207, 'speedup_best_over_ref': 0.959784563000207, 'xsmm_custom_avg': 75.41879999999999, 'xsmm_custom_best': 75.41879999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 72.3858, 'xsmm_reference_best': 72.3858, 'xsmm_reference_cpu_freq': 2.499904, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9775570379669231, 'speedup_best_over_ref': 0.9775570379669231, 'xsmm_custom_avg': 4.5671333333333335, 'xsmm_custom_best': 4.5671333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.4646333333333335, 'xsmm_reference_best': 4.4646333333333335, 'xsmm_reference_cpu_freq': 2.499869, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0718679184202007, 'speedup_best_over_ref': 1.0718679184202007, 'xsmm_custom_avg': 6.5898666666666665, 'xsmm_custom_best': 6.5898666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.063466666666667, 'xsmm_reference_best': 7.063466666666667, 'xsmm_reference_cpu_freq': 2.499934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.8702526259148836, 'speedup_best_over_ref': 0.8702526259148836, 'xsmm_custom_avg': 12.1418, 'xsmm_custom_best': 12.1418, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.566433333333334, 'xsmm_reference_best': 10.566433333333334, 'xsmm_reference_cpu_freq': 2.499891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0501788560055265, 'speedup_best_over_ref': 1.0501788560055265, 'xsmm_custom_avg': 19.494266666666665, 'xsmm_custom_best': 19.494266666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.472466666666666, 'xsmm_reference_best': 20.472466666666666, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9988919647330293, 'speedup_best_over_ref': 0.9988919647330293, 'xsmm_custom_avg': 36.46093333333333, 'xsmm_custom_best': 36.46093333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.42053333333333, 'xsmm_reference_best': 36.42053333333333, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'sparse'}
