{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9983624879785815, 'speedup_best_over_ref': 0.9983624879785815, 'xsmm_custom_avg': 1.2824333333333333, 'xsmm_custom_best': 1.2824333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2803333333333322, 'xsmm_reference_best': 1.2803333333333322, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9956147060323289, 'speedup_best_over_ref': 0.9956147060323289, 'xsmm_custom_avg': 1.9610999999999998, 'xsmm_custom_best': 1.9610999999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.9525000000000001, 'xsmm_reference_best': 1.9525000000000001, 'xsmm_reference_cpu_freq': 2.499939, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8899150221223401, 'speedup_best_over_ref': 0.8899150221223401, 'xsmm_custom_avg': 2.8478, 'xsmm_custom_best': 2.8478, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5343, 'xsmm_reference_best': 2.5343, 'xsmm_reference_cpu_freq': 2.499914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9780863137581971, 'speedup_best_over_ref': 0.9780863137581971, 'xsmm_custom_avg': 4.0766, 'xsmm_custom_best': 4.0766, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.9872666666666663, 'xsmm_reference_best': 3.9872666666666663, 'xsmm_reference_cpu_freq': 2.4999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0952209754148963, 'speedup_best_over_ref': 1.0952209754148963, 'xsmm_custom_avg': 9.179, 'xsmm_custom_best': 9.179, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.053033333333333, 'xsmm_reference_best': 10.053033333333333, 'xsmm_reference_cpu_freq': 2.499959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.7906086826218649, 'speedup_best_over_ref': 0.7906086826218649, 'xsmm_custom_avg': 30.252766666666666, 'xsmm_custom_best': 30.252766666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 23.9181, 'xsmm_reference_best': 23.9181, 'xsmm_reference_cpu_freq': 2.499935, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9749949279772773, 'speedup_best_over_ref': 0.9749949279772773, 'xsmm_custom_avg': 1.3144, 'xsmm_custom_best': 1.3144, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2815333333333332, 'xsmm_reference_best': 1.2815333333333332, 'xsmm_reference_cpu_freq': 2.499885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9086507880415577, 'speedup_best_over_ref': 0.9086507880415577, 'xsmm_custom_avg': 1.8865333333333334, 'xsmm_custom_best': 1.8865333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7142000000000002, 'xsmm_reference_best': 1.7142000000000002, 'xsmm_reference_cpu_freq': 2.49997, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8464581212185045, 'speedup_best_over_ref': 0.8464581212185045, 'xsmm_custom_avg': 2.8483, 'xsmm_custom_best': 2.8483, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4109666666666665, 'xsmm_reference_best': 2.4109666666666665, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0133015996749233, 'speedup_best_over_ref': 1.0133015996749233, 'xsmm_custom_avg': 4.019566666666667, 'xsmm_custom_best': 4.019566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.073033333333333, 'xsmm_reference_best': 4.073033333333333, 'xsmm_reference_cpu_freq': 2.499907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9596236825856832, 'speedup_best_over_ref': 0.9596236825856832, 'xsmm_custom_avg': 9.339633333333333, 'xsmm_custom_best': 9.339633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.962533333333333, 'xsmm_reference_best': 8.962533333333333, 'xsmm_reference_cpu_freq': 2.499895, 'xsmm_reference_kernel_type': 'sparse'}
