{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.981874913385099, 'speedup_best_over_ref': 0.981874913385099, 'xsmm_custom_avg': 7.937433333333335, 'xsmm_custom_best': 7.937433333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.793566666666666, 'xsmm_reference_best': 7.793566666666666, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8416413455723383, 'speedup_best_over_ref': 0.8416413455723383, 'xsmm_custom_avg': 13.614033333333335, 'xsmm_custom_best': 13.614033333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.458133333333334, 'xsmm_reference_best': 11.458133333333334, 'xsmm_reference_cpu_freq': 2.499862, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8569148136745203, 'speedup_best_over_ref': 0.8569148136745203, 'xsmm_custom_avg': 22.84443333333333, 'xsmm_custom_best': 22.84443333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.575733333333332, 'xsmm_reference_best': 19.575733333333332, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0001862798439676, 'speedup_best_over_ref': 1.0001862798439676, 'xsmm_custom_avg': 36.14633333333334, 'xsmm_custom_best': 36.14633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.15306666666667, 'xsmm_reference_best': 36.15306666666667, 'xsmm_reference_cpu_freq': 2.499987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8382033719052698, 'speedup_best_over_ref': 0.8382033719052698, 'xsmm_custom_avg': 94.23949999999999, 'xsmm_custom_best': 94.23949999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 78.99186666666667, 'xsmm_reference_best': 78.99186666666667, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7809133702879696, 'speedup_best_over_ref': 0.7809133702879696, 'xsmm_custom_avg': 254.58239999999998, 'xsmm_custom_best': 254.58239999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 198.80679999999998, 'xsmm_reference_best': 198.80679999999998, 'xsmm_reference_cpu_freq': 2.499888, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9861799058276769, 'speedup_best_over_ref': 0.9861799058276769, 'xsmm_custom_avg': 8.176499999999999, 'xsmm_custom_best': 8.176499999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.0635, 'xsmm_reference_best': 8.0635, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7893031924040396, 'speedup_best_over_ref': 0.7893031924040396, 'xsmm_custom_avg': 14.344466666666667, 'xsmm_custom_best': 14.344466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.322133333333333, 'xsmm_reference_best': 11.322133333333333, 'xsmm_reference_cpu_freq': 2.499966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8273859603803508, 'speedup_best_over_ref': 0.8273859603803508, 'xsmm_custom_avg': 23.097966666666668, 'xsmm_custom_best': 23.097966666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.11093333333333, 'xsmm_reference_best': 19.11093333333333, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.019526432245167, 'speedup_best_over_ref': 1.019526432245167, 'xsmm_custom_avg': 36.21586666666667, 'xsmm_custom_best': 36.21586666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.923033333333336, 'xsmm_reference_best': 36.923033333333336, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.814865464235606, 'speedup_best_over_ref': 0.814865464235606, 'xsmm_custom_avg': 92.96536666666667, 'xsmm_custom_best': 92.96536666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 75.75426666666667, 'xsmm_reference_best': 75.75426666666667, 'xsmm_reference_cpu_freq': 2.499968, 'xsmm_reference_kernel_type': 'sparse'}
