{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9952110843883771, 'speedup_best_over_ref': 0.9952110843883771, 'xsmm_custom_avg': 11.0185, 'xsmm_custom_best': 11.0185, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.965733333333333, 'xsmm_reference_best': 10.965733333333333, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.982979346950073, 'speedup_best_over_ref': 0.982979346950073, 'xsmm_custom_avg': 20.473166666666664, 'xsmm_custom_best': 20.473166666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 20.1247, 'xsmm_reference_best': 20.1247, 'xsmm_reference_cpu_freq': 2.49997, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9368588866165316, 'speedup_best_over_ref': 0.9368588866165316, 'xsmm_custom_avg': 31.049500000000002, 'xsmm_custom_best': 31.049500000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 29.089, 'xsmm_reference_best': 29.089, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0070834035383318, 'speedup_best_over_ref': 1.0070834035383318, 'xsmm_custom_avg': 49.458333333333336, 'xsmm_custom_best': 49.458333333333336, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 49.80866666666667, 'xsmm_reference_best': 49.80866666666667, 'xsmm_reference_cpu_freq': 2.49992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0791203299132486, 'speedup_best_over_ref': 1.0791203299132486, 'xsmm_custom_avg': 90.1732, 'xsmm_custom_best': 90.1732, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 97.30773333333333, 'xsmm_reference_best': 97.30773333333333, 'xsmm_reference_cpu_freq': 2.499846, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9757730378797733, 'speedup_best_over_ref': 0.9757730378797733, 'xsmm_custom_avg': 179.8726, 'xsmm_custom_best': 179.8726, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 175.5148333333333, 'xsmm_reference_best': 175.5148333333333, 'xsmm_reference_cpu_freq': 2.499903, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.000389944782628, 'speedup_best_over_ref': 1.000389944782628, 'xsmm_custom_avg': 11.198166666666667, 'xsmm_custom_best': 11.198166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.202533333333333, 'xsmm_reference_best': 11.202533333333333, 'xsmm_reference_cpu_freq': 2.499945, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.999366227019218, 'speedup_best_over_ref': 0.999366227019218, 'xsmm_custom_avg': 19.1972, 'xsmm_custom_best': 19.1972, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.18503333333333, 'xsmm_reference_best': 19.18503333333333, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8931045751288379, 'speedup_best_over_ref': 0.8931045751288379, 'xsmm_custom_avg': 31.518966666666664, 'xsmm_custom_best': 31.518966666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.149733333333334, 'xsmm_reference_best': 28.149733333333334, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0445988381061497, 'speedup_best_over_ref': 1.0445988381061497, 'xsmm_custom_avg': 49.0521, 'xsmm_custom_best': 49.0521, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 51.23976666666667, 'xsmm_reference_best': 51.23976666666667, 'xsmm_reference_cpu_freq': 2.499947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9937267057552152, 'speedup_best_over_ref': 0.9937267057552152, 'xsmm_custom_avg': 90.15996666666666, 'xsmm_custom_best': 90.15996666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 89.59436666666667, 'xsmm_reference_best': 89.59436666666667, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'sparse'}
