{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0517790992171316, 'speedup_best_over_ref': 1.0517790992171316, 'xsmm_custom_avg': 7.225566666666668, 'xsmm_custom_best': 7.225566666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.5997, 'xsmm_reference_best': 7.5997, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8064826101488313, 'speedup_best_over_ref': 0.8064826101488313, 'xsmm_custom_avg': 13.563466666666667, 'xsmm_custom_best': 13.563466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.9387, 'xsmm_reference_best': 10.9387, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8574698424460114, 'speedup_best_over_ref': 0.8574698424460114, 'xsmm_custom_avg': 21.232933333333335, 'xsmm_custom_best': 21.232933333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.206599999999998, 'xsmm_reference_best': 18.206599999999998, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8831541412238846, 'speedup_best_over_ref': 0.8831541412238846, 'xsmm_custom_avg': 38.26123333333333, 'xsmm_custom_best': 38.26123333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 33.79056666666666, 'xsmm_reference_best': 33.79056666666666, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8931627521667987, 'speedup_best_over_ref': 0.8931627521667987, 'xsmm_custom_avg': 82.92956666666666, 'xsmm_custom_best': 82.92956666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 74.06960000000001, 'xsmm_reference_best': 74.06960000000001, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0780920164307088, 'speedup_best_over_ref': 1.0780920164307088, 'xsmm_custom_avg': 173.3502, 'xsmm_custom_best': 173.3502, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 186.88746666666665, 'xsmm_reference_best': 186.88746666666665, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0728979189777628, 'speedup_best_over_ref': 1.0728979189777628, 'xsmm_custom_avg': 7.2416333333333345, 'xsmm_custom_best': 7.2416333333333345, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.769533333333333, 'xsmm_reference_best': 7.769533333333333, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7921902228167802, 'speedup_best_over_ref': 0.7921902228167802, 'xsmm_custom_avg': 13.256033333333333, 'xsmm_custom_best': 13.256033333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.501299999999999, 'xsmm_reference_best': 10.501299999999999, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8322790074359904, 'speedup_best_over_ref': 0.8322790074359904, 'xsmm_custom_avg': 21.440766666666665, 'xsmm_custom_best': 21.440766666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 17.8447, 'xsmm_reference_best': 17.8447, 'xsmm_reference_cpu_freq': 2.999865, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8796193609497773, 'speedup_best_over_ref': 0.8796193609497773, 'xsmm_custom_avg': 39.55453333333333, 'xsmm_custom_best': 39.55453333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.79293333333333, 'xsmm_reference_best': 34.79293333333333, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8521656153970565, 'speedup_best_over_ref': 0.8521656153970565, 'xsmm_custom_avg': 82.44, 'xsmm_custom_best': 82.44, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 70.25253333333333, 'xsmm_reference_best': 70.25253333333333, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'sparse'}
