{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0552863633575686, 'speedup_best_over_ref': 1.0552863633575686, 'xsmm_custom_avg': 7.065033333333333, 'xsmm_custom_best': 7.065033333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.455633333333334, 'xsmm_reference_best': 7.455633333333334, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8101472599594999, 'speedup_best_over_ref': 0.8101472599594999, 'xsmm_custom_avg': 13.7942, 'xsmm_custom_best': 13.7942, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.175333333333333, 'xsmm_reference_best': 11.175333333333333, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8466635037038496, 'speedup_best_over_ref': 0.8466635037038496, 'xsmm_custom_avg': 21.990633333333335, 'xsmm_custom_best': 21.990633333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.618666666666666, 'xsmm_reference_best': 18.618666666666666, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.904255000308525, 'speedup_best_over_ref': 0.904255000308525, 'xsmm_custom_avg': 37.81433333333334, 'xsmm_custom_best': 37.81433333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.1938, 'xsmm_reference_best': 34.1938, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8976874306171011, 'speedup_best_over_ref': 0.8976874306171011, 'xsmm_custom_avg': 83.08363333333334, 'xsmm_custom_best': 83.08363333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 74.58313333333334, 'xsmm_reference_best': 74.58313333333334, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0813067433340706, 'speedup_best_over_ref': 1.0813067433340706, 'xsmm_custom_avg': 173.33166666666665, 'xsmm_custom_best': 173.33166666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 187.4247, 'xsmm_reference_best': 187.4247, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0625804908562386, 'speedup_best_over_ref': 1.0625804908562386, 'xsmm_custom_avg': 7.2472, 'xsmm_custom_best': 7.2472, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.700733333333333, 'xsmm_reference_best': 7.700733333333333, 'xsmm_reference_cpu_freq': 2.999867, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.7450046323986443, 'speedup_best_over_ref': 0.7450046323986443, 'xsmm_custom_avg': 14.211500000000001, 'xsmm_custom_best': 14.211500000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.587633333333335, 'xsmm_reference_best': 10.587633333333335, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8454018614997367, 'speedup_best_over_ref': 0.8454018614997367, 'xsmm_custom_avg': 21.638466666666666, 'xsmm_custom_best': 21.638466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.293200000000002, 'xsmm_reference_best': 18.293200000000002, 'xsmm_reference_cpu_freq': 2.999939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8757850274182752, 'speedup_best_over_ref': 0.8757850274182752, 'xsmm_custom_avg': 40.08883333333333, 'xsmm_custom_best': 40.08883333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.1092, 'xsmm_reference_best': 35.1092, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.8407945853889749, 'speedup_best_over_ref': 0.8407945853889749, 'xsmm_custom_avg': 82.77356666666667, 'xsmm_custom_best': 82.77356666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 69.59556666666667, 'xsmm_reference_best': 69.59556666666667, 'xsmm_reference_cpu_freq': 2.999818, 'xsmm_reference_kernel_type': 'sparse'}
