{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0220732167155762, 'speedup_best_over_ref': 1.0220732167155762, 'xsmm_custom_avg': 10.166166666666667, 'xsmm_custom_best': 10.166166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.390566666666667, 'xsmm_reference_best': 10.390566666666667, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9836673917460866, 'speedup_best_over_ref': 0.9836673917460866, 'xsmm_custom_avg': 20.013133333333332, 'xsmm_custom_best': 20.013133333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.686266666666665, 'xsmm_reference_best': 19.686266666666665, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9482059861203502, 'speedup_best_over_ref': 0.9482059861203502, 'xsmm_custom_avg': 30.3658, 'xsmm_custom_best': 30.3658, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.79303333333333, 'xsmm_reference_best': 28.79303333333333, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8630670933525716, 'speedup_best_over_ref': 0.8630670933525716, 'xsmm_custom_avg': 54.705866666666665, 'xsmm_custom_best': 54.705866666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 47.21483333333333, 'xsmm_reference_best': 47.21483333333333, 'xsmm_reference_cpu_freq': 2.999854, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9126591141912229, 'speedup_best_over_ref': 0.9126591141912229, 'xsmm_custom_avg': 99.73183333333333, 'xsmm_custom_best': 99.73183333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 91.02116666666667, 'xsmm_reference_best': 91.02116666666667, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8093240285333, 'speedup_best_over_ref': 0.8093240285333, 'xsmm_custom_avg': 198.20116666666667, 'xsmm_custom_best': 198.20116666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 160.4089666666667, 'xsmm_reference_best': 160.4089666666667, 'xsmm_reference_cpu_freq': 2.999865, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0454409566517189, 'speedup_best_over_ref': 1.0454409566517189, 'xsmm_custom_avg': 10.258000000000001, 'xsmm_custom_best': 10.258000000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.724133333333333, 'xsmm_reference_best': 10.724133333333333, 'xsmm_reference_cpu_freq': 2.999862, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9458115228470242, 'speedup_best_over_ref': 0.9458115228470242, 'xsmm_custom_avg': 19.295, 'xsmm_custom_best': 19.295, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.249433333333332, 'xsmm_reference_best': 18.249433333333332, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9069782942687938, 'speedup_best_over_ref': 0.9069782942687938, 'xsmm_custom_avg': 30.0059, 'xsmm_custom_best': 30.0059, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 27.2147, 'xsmm_reference_best': 27.2147, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8669282159054531, 'speedup_best_over_ref': 0.8669282159054531, 'xsmm_custom_avg': 55.49836666666667, 'xsmm_custom_best': 55.49836666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 48.1131, 'xsmm_reference_best': 48.1131, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8225155250001582, 'speedup_best_over_ref': 0.8225155250001582, 'xsmm_custom_avg': 100.00536666666667, 'xsmm_custom_best': 100.00536666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 82.25596666666667, 'xsmm_reference_best': 82.25596666666667, 'xsmm_reference_cpu_freq': 2.999854, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_1024_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 5.804930913480169, 'speedup_best_over_ref': 5.804930913480169, 'xsmm_custom_avg': 201.3731, 'xsmm_custom_best': 201.3731, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1168.9569333333334, 'xsmm_reference_best': 1168.9569333333334, 'xsmm_reference_cpu_freq': 2.999943, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_64_p_0.05_uniq_256.txt', 'size_n': 81600, 'speedup_avg_over_ref': 2.4937715381194527, 'speedup_best_over_ref': 2.4937715381194527, 'xsmm_custom_avg': 20.012966666666667, 'xsmm_custom_best': 20.012966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 49.90776666666667, 'xsmm_reference_best': 49.90776666666667, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_128_p_0.05_uniq_256.txt', 'size_n': 81600, 'speedup_avg_over_ref': 2.8186209082018543, 'speedup_best_over_ref': 2.8186209082018543, 'xsmm_custom_avg': 31.7668, 'xsmm_custom_best': 31.7668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 89.53856666666667, 'xsmm_reference_best': 89.53856666666667, 'xsmm_reference_cpu_freq': 2.999857, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_256_p_0.05_uniq_256.txt', 'size_n': 81600, 'speedup_avg_over_ref': 3.49256660516725, 'speedup_best_over_ref': 3.49256660516725, 'xsmm_custom_avg': 56.423300000000005, 'xsmm_custom_best': 56.423300000000005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 197.06213333333332, 'xsmm_reference_best': 197.06213333333332, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_512_p_0.05_uniq_256.txt', 'size_n': 81600, 'speedup_avg_over_ref': 5.204887446506621, 'speedup_best_over_ref': 5.204887446506621, 'xsmm_custom_avg': 99.2802, 'xsmm_custom_best': 99.2802, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 516.7422666666666, 'xsmm_reference_best': 516.7422666666666, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 256, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_256/r_128_c_1024_p_0.05_uniq_256.txt', 'size_n': 81600, 'speedup_avg_over_ref': 5.931789577500798, 'speedup_best_over_ref': 5.931789577500798, 'xsmm_custom_avg': 197.91989999999998, 'xsmm_custom_best': 197.91989999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1174.0192, 'xsmm_reference_best': 1174.0192, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'dense'}
{'a_cols': 128, 'a_nonzero': 163, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.00994873046875, 'mat_file': 'data/synth_mats_wider/vary_density/q_16/r_128_c_128_p_0.01_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9842595758769859, 'speedup_best_over_ref': 0.9842595758769859, 'xsmm_custom_avg': 18.4239, 'xsmm_custom_best': 18.4239, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.1339, 'xsmm_reference_best': 18.1339, 'xsmm_reference_cpu_freq': 2.999859, 'xsmm_reference_kernel_type': 'sparse'}
