{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0322674917902088, 'speedup_best_over_ref': 1.0322674917902088, 'xsmm_custom_avg': 13.002766666666668, 'xsmm_custom_best': 13.002766666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 13.422333333333334, 'xsmm_reference_best': 13.422333333333334, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7730998383616483, 'speedup_best_over_ref': 0.7730998383616483, 'xsmm_custom_avg': 25.612733333333335, 'xsmm_custom_best': 25.612733333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.8012, 'xsmm_reference_best': 19.8012, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.890930803312688, 'speedup_best_over_ref': 0.890930803312688, 'xsmm_custom_avg': 39.97156666666667, 'xsmm_custom_best': 39.97156666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.6119, 'xsmm_reference_best': 35.6119, 'xsmm_reference_cpu_freq': 2.999833, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8589246565545962, 'speedup_best_over_ref': 0.8589246565545962, 'xsmm_custom_avg': 71.08116666666666, 'xsmm_custom_best': 71.08116666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 61.05336666666667, 'xsmm_reference_best': 61.05336666666667, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9128007843954083, 'speedup_best_over_ref': 0.9128007843954083, 'xsmm_custom_avg': 131.22633333333334, 'xsmm_custom_best': 131.22633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 119.7835, 'xsmm_reference_best': 119.7835, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8017061584216286, 'speedup_best_over_ref': 0.8017061584216286, 'xsmm_custom_avg': 290.84833333333336, 'xsmm_custom_best': 290.84833333333336, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 233.1749, 'xsmm_reference_best': 233.1749, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0446061084326952, 'speedup_best_over_ref': 1.0446061084326952, 'xsmm_custom_avg': 13.516833333333333, 'xsmm_custom_best': 13.516833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.119766666666667, 'xsmm_reference_best': 14.119766666666667, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7371546138019883, 'speedup_best_over_ref': 0.7371546138019883, 'xsmm_custom_avg': 26.0035, 'xsmm_custom_best': 26.0035, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.1686, 'xsmm_reference_best': 19.1686, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8607114627173391, 'speedup_best_over_ref': 0.8607114627173391, 'xsmm_custom_avg': 39.5139, 'xsmm_custom_best': 39.5139, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.01006666666667, 'xsmm_reference_best': 34.01006666666667, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8748603212541834, 'speedup_best_over_ref': 0.8748603212541834, 'xsmm_custom_avg': 72.1298, 'xsmm_custom_best': 72.1298, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 63.103500000000004, 'xsmm_reference_best': 63.103500000000004, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8342325295055512, 'speedup_best_over_ref': 0.8342325295055512, 'xsmm_custom_avg': 130.81436666666667, 'xsmm_custom_best': 130.81436666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 109.1296, 'xsmm_reference_best': 109.1296, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'sparse'}
