{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0717213710498008, 'speedup_best_over_ref': 1.0717213710498008, 'xsmm_custom_avg': 1.1465666666666665, 'xsmm_custom_best': 1.1465666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2288, 'xsmm_reference_best': 1.2288, 'xsmm_reference_cpu_freq': 2.999856, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.010595789515536, 'speedup_best_over_ref': 1.010595789515536, 'xsmm_custom_avg': 1.6767666666666665, 'xsmm_custom_best': 1.6767666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6945333333333332, 'xsmm_reference_best': 1.6945333333333332, 'xsmm_reference_cpu_freq': 2.999858, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0877687107971499, 'speedup_best_over_ref': 1.0877687107971499, 'xsmm_custom_avg': 2.1894666666666667, 'xsmm_custom_best': 2.1894666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3816333333333333, 'xsmm_reference_best': 2.3816333333333333, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.7035250805338241, 'speedup_best_over_ref': 0.7035250805338241, 'xsmm_custom_avg': 5.4325, 'xsmm_custom_best': 5.4325, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8219, 'xsmm_reference_best': 3.8219, 'xsmm_reference_cpu_freq': 2.999835, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9163592447650285, 'speedup_best_over_ref': 0.9163592447650285, 'xsmm_custom_avg': 10.101933333333333, 'xsmm_custom_best': 10.101933333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.257, 'xsmm_reference_best': 9.257, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8201407152262958, 'speedup_best_over_ref': 0.8201407152262958, 'xsmm_custom_avg': 27.009633333333333, 'xsmm_custom_best': 27.009633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 22.1517, 'xsmm_reference_best': 22.1517, 'xsmm_reference_cpu_freq': 2.999843, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0414711584389311, 'speedup_best_over_ref': 1.0414711584389311, 'xsmm_custom_avg': 1.1863666666666668, 'xsmm_custom_best': 1.1863666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2355666666666667, 'xsmm_reference_best': 1.2355666666666667, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9929067865903516, 'speedup_best_over_ref': 0.9929067865903516, 'xsmm_custom_avg': 1.6306666666666667, 'xsmm_custom_best': 1.6306666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6191, 'xsmm_reference_best': 1.6191, 'xsmm_reference_cpu_freq': 2.999858, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.018046245386759, 'speedup_best_over_ref': 1.018046245386759, 'xsmm_custom_avg': 2.2128333333333337, 'xsmm_custom_best': 2.2128333333333337, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.2527666666666666, 'xsmm_reference_best': 2.2527666666666666, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8292524625213166, 'speedup_best_over_ref': 0.8292524625213166, 'xsmm_custom_avg': 5.238533333333332, 'xsmm_custom_best': 5.238533333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.3440666666666665, 'xsmm_reference_best': 4.3440666666666665, 'xsmm_reference_cpu_freq': 2.999842, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8073640691080809, 'speedup_best_over_ref': 0.8073640691080809, 'xsmm_custom_avg': 10.545800000000002, 'xsmm_custom_best': 10.545800000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.5143, 'xsmm_reference_best': 8.5143, 'xsmm_reference_cpu_freq': 2.999883, 'xsmm_reference_kernel_type': 'sparse'}
