{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0391458043579063, 'speedup_best_over_ref': 1.0391458043579063, 'xsmm_custom_avg': 1.150399999999998, 'xsmm_custom_best': 1.150399999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1954333333333333, 'xsmm_reference_best': 1.1954333333333333, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0890819885322458, 'speedup_best_over_ref': 1.0890819885322458, 'xsmm_custom_avg': 1.6917, 'xsmm_custom_best': 1.6917, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8424, 'xsmm_reference_best': 1.8424, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8924268295615785, 'speedup_best_over_ref': 0.8924268295615785, 'xsmm_custom_avg': 2.772066666666667, 'xsmm_custom_best': 2.772066666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4738666666666664, 'xsmm_reference_best': 2.4738666666666664, 'xsmm_reference_cpu_freq': 2.999858, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8972198991016267, 'speedup_best_over_ref': 0.8972198991016267, 'xsmm_custom_avg': 4.942266666666667, 'xsmm_custom_best': 4.942266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.4342999999999995, 'xsmm_reference_best': 4.4342999999999995, 'xsmm_reference_cpu_freq': 2.999955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9622196165155897, 'speedup_best_over_ref': 0.9622196165155897, 'xsmm_custom_avg': 10.973066666666666, 'xsmm_custom_best': 10.973066666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.5585, 'xsmm_reference_best': 10.5585, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8100764938082997, 'speedup_best_over_ref': 0.8100764938082997, 'xsmm_custom_avg': 27.841033333333332, 'xsmm_custom_best': 27.841033333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 22.553366666666665, 'xsmm_reference_best': 22.553366666666665, 'xsmm_reference_cpu_freq': 2.999842, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.068480405976882, 'speedup_best_over_ref': 1.068480405976882, 'xsmm_custom_avg': 1.1823333333333332, 'xsmm_custom_best': 1.1823333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2633, 'xsmm_reference_best': 1.2633, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9586671703214775, 'speedup_best_over_ref': 0.9586671703214775, 'xsmm_custom_avg': 1.6766333333333334, 'xsmm_custom_best': 1.6766333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6073333333333333, 'xsmm_reference_best': 1.6073333333333333, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8592547929298004, 'speedup_best_over_ref': 0.8592547929298004, 'xsmm_custom_avg': 2.9853, 'xsmm_custom_best': 2.9853, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.5651333333333333, 'xsmm_reference_best': 2.5651333333333333, 'xsmm_reference_cpu_freq': 2.999863, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8801167582417583, 'speedup_best_over_ref': 0.8801167582417583, 'xsmm_custom_avg': 4.8533333333333335, 'xsmm_custom_best': 4.8533333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.2715000000000005, 'xsmm_reference_best': 4.2715000000000005, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9119470673201255, 'speedup_best_over_ref': 0.9119470673201255, 'xsmm_custom_avg': 10.5694, 'xsmm_custom_best': 10.5694, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.638733333333334, 'xsmm_reference_best': 9.638733333333334, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'sparse'}
