{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0302619876502426, 'speedup_best_over_ref': 1.0302619876502426, 'xsmm_custom_avg': 13.117666666666667, 'xsmm_custom_best': 13.117666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 13.514633333333332, 'xsmm_reference_best': 13.514633333333332, 'xsmm_reference_cpu_freq': 2.99984, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.763943658366451, 'speedup_best_over_ref': 0.763943658366451, 'xsmm_custom_avg': 26.0435, 'xsmm_custom_best': 26.0435, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.895766666666667, 'xsmm_reference_best': 19.895766666666667, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8650200123367658, 'speedup_best_over_ref': 0.8650200123367658, 'xsmm_custom_avg': 40.5833, 'xsmm_custom_best': 40.5833, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 35.10536666666667, 'xsmm_reference_best': 35.10536666666667, 'xsmm_reference_cpu_freq': 2.999945, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8577317394004692, 'speedup_best_over_ref': 0.8577317394004692, 'xsmm_custom_avg': 71.43476666666668, 'xsmm_custom_best': 71.43476666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 61.27186666666667, 'xsmm_reference_best': 61.27186666666667, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9149332552803384, 'speedup_best_over_ref': 0.9149332552803384, 'xsmm_custom_avg': 131.07903333333334, 'xsmm_custom_best': 131.07903333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 119.92856666666667, 'xsmm_reference_best': 119.92856666666667, 'xsmm_reference_cpu_freq': 2.999806, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.809511707738435, 'speedup_best_over_ref': 0.809511707738435, 'xsmm_custom_avg': 290.0005, 'xsmm_custom_best': 290.0005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 234.7588, 'xsmm_reference_best': 234.7588, 'xsmm_reference_cpu_freq': 2.999838, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0435136848570097, 'speedup_best_over_ref': 1.0435136848570097, 'xsmm_custom_avg': 13.460133333333333, 'xsmm_custom_best': 13.460133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.045833333333333, 'xsmm_reference_best': 14.045833333333333, 'xsmm_reference_cpu_freq': 2.999814, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.7409046470025378, 'speedup_best_over_ref': 0.7409046470025378, 'xsmm_custom_avg': 25.639466666666667, 'xsmm_custom_best': 25.639466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.9964, 'xsmm_reference_best': 18.9964, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8665025318309207, 'speedup_best_over_ref': 0.8665025318309207, 'xsmm_custom_avg': 39.1548, 'xsmm_custom_best': 39.1548, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 33.927733333333336, 'xsmm_reference_best': 33.927733333333336, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8784950610164363, 'speedup_best_over_ref': 0.8784950610164363, 'xsmm_custom_avg': 71.78939999999999, 'xsmm_custom_best': 71.78939999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 63.066633333333336, 'xsmm_reference_best': 63.066633333333336, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.8354699664661859, 'speedup_best_over_ref': 0.8354699664661859, 'xsmm_custom_avg': 130.47526666666667, 'xsmm_custom_best': 130.47526666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 109.00816666666667, 'xsmm_reference_best': 109.00816666666667, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'sparse'}
