{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0743852279688457, 'speedup_best_over_ref': 1.0743852279688457, 'xsmm_custom_avg': 1.1427, 'xsmm_custom_best': 1.1427, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2277, 'xsmm_reference_best': 1.2277, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0007496843434345, 'speedup_best_over_ref': 1.0007496843434345, 'xsmm_custom_avg': 1.6896, 'xsmm_custom_best': 1.6896, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6908666666666667, 'xsmm_reference_best': 1.6908666666666667, 'xsmm_reference_cpu_freq': 2.999858, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.06975539642871, 'speedup_best_over_ref': 1.06975539642871, 'xsmm_custom_avg': 2.5742333333333334, 'xsmm_custom_best': 2.5742333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.7538, 'xsmm_reference_best': 2.7538, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8851843374011075, 'speedup_best_over_ref': 0.8851843374011075, 'xsmm_custom_avg': 4.659933333333333, 'xsmm_custom_best': 4.659933333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.1249, 'xsmm_reference_best': 4.1249, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0245949311769094, 'speedup_best_over_ref': 1.0245949311769094, 'xsmm_custom_avg': 10.144366666666667, 'xsmm_custom_best': 10.144366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.393866666666666, 'xsmm_reference_best': 10.393866666666666, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8176619557225717, 'speedup_best_over_ref': 0.8176619557225717, 'xsmm_custom_avg': 27.33823333333333, 'xsmm_custom_best': 27.33823333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 22.35343333333333, 'xsmm_reference_best': 22.35343333333333, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0453979042764088, 'speedup_best_over_ref': 1.0453979042764088, 'xsmm_custom_avg': 1.177, 'xsmm_custom_best': 1.177, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2304333333333333, 'xsmm_reference_best': 1.2304333333333333, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9427302523127048, 'speedup_best_over_ref': 0.9427302523127048, 'xsmm_custom_avg': 1.7187666666666668, 'xsmm_custom_best': 1.7187666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6203333333333334, 'xsmm_reference_best': 1.6203333333333334, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0140330844238772, 'speedup_best_over_ref': 1.0140330844238772, 'xsmm_custom_avg': 2.218566666666667, 'xsmm_custom_best': 2.218566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.2497, 'xsmm_reference_best': 2.2497, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8682209325595356, 'speedup_best_over_ref': 0.8682209325595356, 'xsmm_custom_avg': 4.330733333333334, 'xsmm_custom_best': 4.330733333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.7600333333333333, 'xsmm_reference_best': 3.7600333333333333, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8577552114753001, 'speedup_best_over_ref': 0.8577552114753001, 'xsmm_custom_avg': 9.946, 'xsmm_custom_best': 9.946, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.531233333333335, 'xsmm_reference_best': 8.531233333333335, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'sparse'}
