{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0301865648243484, 'speedup_best_over_ref': 1.0301865648243484, 'xsmm_custom_avg': 1.6478633333333332, 'xsmm_custom_best': 1.6478633333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6976066666666667, 'xsmm_reference_best': 1.6976066666666667, 'xsmm_reference_cpu_freq': 2.499871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.1343880599689136, 'speedup_best_over_ref': 1.1343880599689136, 'xsmm_custom_avg': 0.7441633333333334, 'xsmm_custom_best': 0.7441633333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.84417, 'xsmm_reference_best': 0.84417, 'xsmm_reference_cpu_freq': 2.499901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0665539263850048, 'speedup_best_over_ref': 1.0665539263850048, 'xsmm_custom_avg': 1.7641333333333333, 'xsmm_custom_best': 1.7641333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8815433333333331, 'xsmm_reference_best': 1.8815433333333331, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.1180307999429628, 'speedup_best_over_ref': 1.1180307999429628, 'xsmm_custom_avg': 0.7480533333333335, 'xsmm_custom_best': 0.7480533333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.8363466666666667, 'xsmm_reference_best': 0.8363466666666667, 'xsmm_reference_cpu_freq': 2.499985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0282426693136328, 'speedup_best_over_ref': 1.0282426693136328, 'xsmm_custom_avg': 1.6387733333333334, 'xsmm_custom_best': 1.6387733333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6850566666666666, 'xsmm_reference_best': 1.6850566666666666, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0339851443839863, 'speedup_best_over_ref': 1.0339851443839863, 'xsmm_custom_avg': 3.735063333333333, 'xsmm_custom_best': 3.735063333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8619999999999997, 'xsmm_reference_best': 3.8619999999999997, 'xsmm_reference_cpu_freq': 2.499976, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9938019494059429, 'speedup_best_over_ref': 0.9938019494059429, 'xsmm_custom_avg': 3.9485533333333334, 'xsmm_custom_best': 3.9485533333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.9240800000000005, 'xsmm_reference_best': 3.9240800000000005, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9413385765551272, 'speedup_best_over_ref': 0.9413385765551272, 'xsmm_custom_avg': 7.717053333333333, 'xsmm_custom_best': 7.717053333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.26436, 'xsmm_reference_best': 7.26436, 'xsmm_reference_cpu_freq': 2.499956, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0053045225977335, 'speedup_best_over_ref': 1.0053045225977335, 'xsmm_custom_avg': 6.992146666666668, 'xsmm_custom_best': 6.992146666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.029236666666668, 'xsmm_reference_best': 7.029236666666668, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.091091170041341, 'speedup_best_over_ref': 1.091091170041341, 'xsmm_custom_avg': 5.790023333333334, 'xsmm_custom_best': 5.790023333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.317443333333333, 'xsmm_reference_best': 6.317443333333333, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.1391857228258258, 'speedup_best_over_ref': 1.1391857228258258, 'xsmm_custom_avg': 4.02582, 'xsmm_custom_best': 4.02582, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.586156666666667, 'xsmm_reference_best': 4.586156666666667, 'xsmm_reference_cpu_freq': 2.499909, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.941496084832537, 'speedup_best_over_ref': 0.941496084832537, 'xsmm_custom_avg': 4.122003333333334, 'xsmm_custom_best': 4.122003333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8808500000000006, 'xsmm_reference_best': 3.8808500000000006, 'xsmm_reference_cpu_freq': 2.49998, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9736303718599976, 'speedup_best_over_ref': 0.9736303718599976, 'xsmm_custom_avg': 8.029186666666666, 'xsmm_custom_best': 8.029186666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.8174600000000005, 'xsmm_reference_best': 7.8174600000000005, 'xsmm_reference_cpu_freq': 2.499963, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9822225593295875, 'speedup_best_over_ref': 0.9822225593295875, 'xsmm_custom_avg': 7.075446666666667, 'xsmm_custom_best': 7.075446666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.949663333333333, 'xsmm_reference_best': 6.949663333333333, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.091331742194012, 'speedup_best_over_ref': 1.091331742194012, 'xsmm_custom_avg': 5.7945899999999995, 'xsmm_custom_best': 5.7945899999999995, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.3238199999999996, 'xsmm_reference_best': 6.3238199999999996, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0046289133360078, 'speedup_best_over_ref': 1.0046289133360078, 'xsmm_custom_avg': 8.682383333333334, 'xsmm_custom_best': 8.682383333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.722573333333333, 'xsmm_reference_best': 8.722573333333333, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
