{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0423442438172696, 'speedup_best_over_ref': 1.0423442438172696, 'xsmm_custom_avg': 3.0164666666666666, 'xsmm_custom_best': 3.0164666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.1441966666666668, 'xsmm_reference_best': 3.1441966666666668, 'xsmm_reference_cpu_freq': 2.4999, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.1155398959450025, 'speedup_best_over_ref': 1.1155398959450025, 'xsmm_custom_avg': 1.3556933333333332, 'xsmm_custom_best': 1.3556933333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.51233, 'xsmm_reference_best': 1.51233, 'xsmm_reference_cpu_freq': 2.499907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.032043253022125, 'speedup_best_over_ref': 1.032043253022125, 'xsmm_custom_avg': 3.228136666666667, 'xsmm_custom_best': 3.228136666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.3315766666666664, 'xsmm_reference_best': 3.3315766666666664, 'xsmm_reference_cpu_freq': 2.499958, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0993900568216683, 'speedup_best_over_ref': 1.0993900568216683, 'xsmm_custom_avg': 1.35805, 'xsmm_custom_best': 1.35805, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.4930266666666667, 'xsmm_reference_best': 1.4930266666666667, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0287438328737948, 'speedup_best_over_ref': 1.0287438328737948, 'xsmm_custom_avg': 3.001803333333333, 'xsmm_custom_best': 3.001803333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.088086666666667, 'xsmm_reference_best': 3.088086666666667, 'xsmm_reference_cpu_freq': 2.499889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.029799976557663, 'speedup_best_over_ref': 1.029799976557663, 'xsmm_custom_avg': 6.853696666666666, 'xsmm_custom_best': 6.853696666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.0579366666666665, 'xsmm_reference_best': 7.0579366666666665, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9352490693351145, 'speedup_best_over_ref': 0.9352490693351145, 'xsmm_custom_avg': 10.051953333333332, 'xsmm_custom_best': 10.051953333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.40108, 'xsmm_reference_best': 9.40108, 'xsmm_reference_cpu_freq': 2.499899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9797375022009046, 'speedup_best_over_ref': 0.9797375022009046, 'xsmm_custom_avg': 16.22439, 'xsmm_custom_best': 16.22439, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 15.895643333333334, 'xsmm_reference_best': 15.895643333333334, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9374097440672176, 'speedup_best_over_ref': 0.9374097440672176, 'xsmm_custom_avg': 13.61868, 'xsmm_custom_best': 13.61868, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 12.766283333333334, 'xsmm_reference_best': 12.766283333333334, 'xsmm_reference_cpu_freq': 2.499918, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0601120416588075, 'speedup_best_over_ref': 1.0601120416588075, 'xsmm_custom_avg': 10.28546, 'xsmm_custom_best': 10.28546, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.903739999999999, 'xsmm_reference_best': 10.903739999999999, 'xsmm_reference_cpu_freq': 2.499914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0897381239926978, 'speedup_best_over_ref': 1.0897381239926978, 'xsmm_custom_avg': 7.01337, 'xsmm_custom_best': 7.01337, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.642736666666666, 'xsmm_reference_best': 7.642736666666666, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'wide-sparse'}
