{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0437693920849636, 'speedup_best_over_ref': 1.0437693920849636, 'xsmm_custom_avg': 0.27180333333333334, 'xsmm_custom_best': 0.27180333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.28370000000000006, 'xsmm_reference_best': 0.28370000000000006, 'xsmm_reference_cpu_freq': 2.499984, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.11778696721533, 'speedup_best_over_ref': 1.11778696721533, 'xsmm_custom_avg': 0.12333000000000001, 'xsmm_custom_best': 0.12333000000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13785666666666666, 'xsmm_reference_best': 0.13785666666666666, 'xsmm_reference_cpu_freq': 2.499956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0361210469539546, 'speedup_best_over_ref': 1.0361210469539546, 'xsmm_custom_avg': 0.29355, 'xsmm_custom_best': 0.29355, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.30415333333333333, 'xsmm_reference_best': 0.30415333333333333, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.172423215651984, 'speedup_best_over_ref': 1.172423215651984, 'xsmm_custom_avg': 0.12198666666666666, 'xsmm_custom_best': 0.12198666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.14302, 'xsmm_reference_best': 0.14302, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0285164536977653, 'speedup_best_over_ref': 1.0285164536977653, 'xsmm_custom_avg': 0.2702533333333333, 'xsmm_custom_best': 0.2702533333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.27796000000000004, 'xsmm_reference_best': 0.27796000000000004, 'xsmm_reference_cpu_freq': 2.499955, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0286650682029082, 'speedup_best_over_ref': 1.0286650682029082, 'xsmm_custom_avg': 0.62143, 'xsmm_custom_best': 0.62143, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6392433333333333, 'xsmm_reference_best': 0.6392433333333333, 'xsmm_reference_cpu_freq': 2.499987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.073287376425336, 'speedup_best_over_ref': 1.073287376425336, 'xsmm_custom_avg': 0.48789666666666665, 'xsmm_custom_best': 0.48789666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.5236533333333333, 'xsmm_reference_best': 0.5236533333333333, 'xsmm_reference_cpu_freq': 2.499947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0334254861504646, 'speedup_best_over_ref': 1.0334254861504646, 'xsmm_custom_avg': 1.0646566666666668, 'xsmm_custom_best': 1.0646566666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1002433333333332, 'xsmm_reference_best': 1.1002433333333332, 'xsmm_reference_cpu_freq': 2.499988, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0900847888303422, 'speedup_best_over_ref': 1.0900847888303422, 'xsmm_custom_avg': 0.6231166666666667, 'xsmm_custom_best': 0.6231166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.67925, 'xsmm_reference_best': 0.67925, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0630432046602778, 'speedup_best_over_ref': 1.0630432046602778, 'xsmm_custom_avg': 0.9269833333333334, 'xsmm_custom_best': 0.9269833333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9854233333333332, 'xsmm_reference_best': 0.9854233333333332, 'xsmm_reference_cpu_freq': 2.499977, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0831080903770964, 'speedup_best_over_ref': 1.0831080903770964, 'xsmm_custom_avg': 0.6351166666666666, 'xsmm_custom_best': 0.6351166666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6879000000000001, 'xsmm_reference_best': 0.6879000000000001, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
