{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.045537139349294, 'speedup_best_over_ref': 1.045537139349294, 'xsmm_custom_avg': 0.2715, 'xsmm_custom_best': 0.2715, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.28386333333333336, 'xsmm_reference_best': 0.28386333333333336, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1100771430112748, 'speedup_best_over_ref': 1.1100771430112748, 'xsmm_custom_avg': 0.12358, 'xsmm_custom_best': 0.12358, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13718333333333332, 'xsmm_reference_best': 0.13718333333333332, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.038002405646461, 'speedup_best_over_ref': 1.038002405646461, 'xsmm_custom_avg': 0.29375333333333326, 'xsmm_custom_best': 0.29375333333333326, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.30491666666666667, 'xsmm_reference_best': 0.30491666666666667, 'xsmm_reference_cpu_freq': 2.499959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1145523508063415, 'speedup_best_over_ref': 1.1145523508063415, 'xsmm_custom_avg': 0.12215666666666666, 'xsmm_custom_best': 0.12215666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13615, 'xsmm_reference_best': 0.13615, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0287547030160982, 'speedup_best_over_ref': 1.0287547030160982, 'xsmm_custom_avg': 0.27021666666666666, 'xsmm_custom_best': 0.27021666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.27798666666666666, 'xsmm_reference_best': 0.27798666666666666, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0279869504759866, 'speedup_best_over_ref': 1.0279869504759866, 'xsmm_custom_avg': 0.6232666666666667, 'xsmm_custom_best': 0.6232666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.64071, 'xsmm_reference_best': 0.64071, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0678028420271402, 'speedup_best_over_ref': 1.0678028420271402, 'xsmm_custom_avg': 0.48955666666666664, 'xsmm_custom_best': 0.48955666666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.5227499999999999, 'xsmm_reference_best': 0.5227499999999999, 'xsmm_reference_cpu_freq': 2.499974, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0196600872740447, 'speedup_best_over_ref': 1.0196600872740447, 'xsmm_custom_avg': 1.0671366666666666, 'xsmm_custom_best': 1.0671366666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0881166666666664, 'xsmm_reference_best': 1.0881166666666664, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1054888416009925, 'speedup_best_over_ref': 1.1054888416009925, 'xsmm_custom_avg': 0.6234466666666666, 'xsmm_custom_best': 0.6234466666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6892133333333333, 'xsmm_reference_best': 0.6892133333333333, 'xsmm_reference_cpu_freq': 2.499914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0606800392620743, 'speedup_best_over_ref': 1.0606800392620743, 'xsmm_custom_avg': 0.9271033333333333, 'xsmm_custom_best': 0.9271033333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9833599999999999, 'xsmm_reference_best': 0.9833599999999999, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1570637148233414, 'speedup_best_over_ref': 1.1570637148233414, 'xsmm_custom_avg': 0.63418, 'xsmm_custom_best': 0.63418, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.7337866666666666, 'xsmm_reference_best': 0.7337866666666666, 'xsmm_reference_cpu_freq': 2.499952, 'xsmm_reference_kernel_type': 'sparse'}
