{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0353031124343655, 'speedup_best_over_ref': 1.0353031124343655, 'xsmm_custom_avg': 1.6480133333333333, 'xsmm_custom_best': 1.6480133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.7061933333333335, 'xsmm_reference_best': 1.7061933333333335, 'xsmm_reference_cpu_freq': 2.499927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.1336466887683525, 'speedup_best_over_ref': 1.1336466887683525, 'xsmm_custom_avg': 0.7460466666666665, 'xsmm_custom_best': 0.7460466666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.8457533333333334, 'xsmm_reference_best': 0.8457533333333334, 'xsmm_reference_cpu_freq': 2.499924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0661638728083749, 'speedup_best_over_ref': 1.0661638728083749, 'xsmm_custom_avg': 1.7665733333333333, 'xsmm_custom_best': 1.7665733333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8834566666666668, 'xsmm_reference_best': 1.8834566666666668, 'xsmm_reference_cpu_freq': 2.499986, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.124574943474158, 'speedup_best_over_ref': 1.124574943474158, 'xsmm_custom_avg': 0.7489200000000001, 'xsmm_custom_best': 0.7489200000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.8422166666666666, 'xsmm_reference_best': 0.8422166666666666, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0450750200202439, 'speedup_best_over_ref': 1.0450750200202439, 'xsmm_custom_avg': 1.6400066666666666, 'xsmm_custom_best': 1.6400066666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.71393, 'xsmm_reference_best': 1.71393, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0298447359016891, 'speedup_best_over_ref': 1.0298447359016891, 'xsmm_custom_avg': 3.74974, 'xsmm_custom_best': 3.74974, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.8616499999999996, 'xsmm_reference_best': 3.8616499999999996, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9490470993578182, 'speedup_best_over_ref': 0.9490470993578182, 'xsmm_custom_avg': 4.43488, 'xsmm_custom_best': 4.43488, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.20891, 'xsmm_reference_best': 4.20891, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 57600, 'speedup_avg_over_ref': 0.9640337809736843, 'speedup_best_over_ref': 0.9640337809736843, 'xsmm_custom_avg': 7.878596666666668, 'xsmm_custom_best': 7.878596666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.595233333333334, 'xsmm_reference_best': 7.595233333333334, 'xsmm_reference_cpu_freq': 2.49996, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.0068193092429503, 'speedup_best_over_ref': 1.0068193092429503, 'xsmm_custom_avg': 7.243646666666667, 'xsmm_custom_best': 7.243646666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.293043333333333, 'xsmm_reference_best': 7.293043333333333, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.090901098345414, 'speedup_best_over_ref': 1.090901098345414, 'xsmm_custom_avg': 5.800846666666667, 'xsmm_custom_best': 5.800846666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.32815, 'xsmm_reference_best': 6.32815, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 57600, 'speedup_avg_over_ref': 1.137645148959197, 'speedup_best_over_ref': 1.137645148959197, 'xsmm_custom_avg': 4.02862, 'xsmm_custom_best': 4.02862, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.58314, 'xsmm_reference_best': 4.58314, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'sparse'}
