{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0305474985754497, 'speedup_best_over_ref': 1.0305474985754497, 'xsmm_custom_avg': 2.33407, 'xsmm_custom_best': 2.33407, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.40537, 'xsmm_reference_best': 2.40537, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1078640976765752, 'speedup_best_over_ref': 1.1078640976765752, 'xsmm_custom_avg': 1.0352533333333334, 'xsmm_custom_best': 1.0352533333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1469200000000002, 'xsmm_reference_best': 1.1469200000000002, 'xsmm_reference_cpu_freq': 2.499966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.034498660019114, 'speedup_best_over_ref': 1.034498660019114, 'xsmm_custom_avg': 2.4938166666666666, 'xsmm_custom_best': 2.4938166666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.57985, 'xsmm_reference_best': 2.57985, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1065677021763145, 'speedup_best_over_ref': 1.1065677021763145, 'xsmm_custom_avg': 1.03202, 'xsmm_custom_best': 1.03202, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1420000000000001, 'xsmm_reference_best': 1.1420000000000001, 'xsmm_reference_cpu_freq': 2.499929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0290949003472367, 'speedup_best_over_ref': 1.0290949003472367, 'xsmm_custom_avg': 2.3202233333333333, 'xsmm_custom_best': 2.3202233333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.38773, 'xsmm_reference_best': 2.38773, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.030703717768484, 'speedup_best_over_ref': 1.030703717768484, 'xsmm_custom_avg': 5.301746666666666, 'xsmm_custom_best': 5.301746666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.46453, 'xsmm_reference_best': 5.46453, 'xsmm_reference_cpu_freq': 2.49991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.8636764731513688, 'speedup_best_over_ref': 0.8636764731513688, 'xsmm_custom_avg': 8.223696666666667, 'xsmm_custom_best': 8.223696666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.102613333333334, 'xsmm_reference_best': 7.102613333333334, 'xsmm_reference_cpu_freq': 2.499973, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0093905566349146, 'speedup_best_over_ref': 1.0093905566349146, 'xsmm_custom_avg': 12.40963, 'xsmm_custom_best': 12.40963, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 12.526163333333335, 'xsmm_reference_best': 12.526163333333335, 'xsmm_reference_cpu_freq': 2.499985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0066328144688657, 'speedup_best_over_ref': 1.0066328144688657, 'xsmm_custom_avg': 10.568163333333333, 'xsmm_custom_best': 10.568163333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.63826, 'xsmm_reference_best': 10.63826, 'xsmm_reference_cpu_freq': 2.499886, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0403948629654698, 'speedup_best_over_ref': 1.0403948629654698, 'xsmm_custom_avg': 8.071323333333334, 'xsmm_custom_best': 8.071323333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.397363333333333, 'xsmm_reference_best': 8.397363333333333, 'xsmm_reference_cpu_freq': 2.499901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1438533078454896, 'speedup_best_over_ref': 1.1438533078454896, 'xsmm_custom_avg': 5.431783333333334, 'xsmm_custom_best': 5.431783333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.213163333333333, 'xsmm_reference_best': 6.213163333333333, 'xsmm_reference_cpu_freq': 2.499913, 'xsmm_reference_kernel_type': 'sparse'}
