{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0403202079144804, 'speedup_best_over_ref': 1.0403202079144804, 'xsmm_custom_avg': 0.2719066666666667, 'xsmm_custom_best': 0.2719066666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.28287, 'xsmm_reference_best': 0.28287, 'xsmm_reference_cpu_freq': 2.499978, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1065978880276552, 'speedup_best_over_ref': 1.1065978880276552, 'xsmm_custom_avg': 0.12342333333333334, 'xsmm_custom_best': 0.12342333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13657999999999998, 'xsmm_reference_best': 0.13657999999999998, 'xsmm_reference_cpu_freq': 2.499909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0619060055184002, 'speedup_best_over_ref': 1.0619060055184002, 'xsmm_custom_avg': 0.29356333333333334, 'xsmm_custom_best': 0.29356333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.31173666666666666, 'xsmm_reference_best': 0.31173666666666666, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1037252872937202, 'speedup_best_over_ref': 1.1037252872937202, 'xsmm_custom_avg': 0.12240666666666668, 'xsmm_custom_best': 0.12240666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13510333333333333, 'xsmm_reference_best': 0.13510333333333333, 'xsmm_reference_cpu_freq': 2.499905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0276179091233992, 'speedup_best_over_ref': 1.0276179091233992, 'xsmm_custom_avg': 0.27047666666666675, 'xsmm_custom_best': 0.27047666666666675, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.2779466666666667, 'xsmm_reference_best': 0.2779466666666667, 'xsmm_reference_cpu_freq': 2.49992, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.026639497694916, 'speedup_best_over_ref': 1.026639497694916, 'xsmm_custom_avg': 0.62326, 'xsmm_custom_best': 0.62326, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6398633333333333, 'xsmm_reference_best': 0.6398633333333333, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.082511669108378, 'speedup_best_over_ref': 1.082511669108378, 'xsmm_custom_avg': 0.4891833333333333, 'xsmm_custom_best': 0.4891833333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.5295466666666667, 'xsmm_reference_best': 0.5295466666666667, 'xsmm_reference_cpu_freq': 2.499988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.022473174054608, 'speedup_best_over_ref': 1.022473174054608, 'xsmm_custom_avg': 1.0667533333333334, 'xsmm_custom_best': 1.0667533333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0907266666666666, 'xsmm_reference_best': 1.0907266666666666, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0862945789439944, 'speedup_best_over_ref': 1.0862945789439944, 'xsmm_custom_avg': 0.6239866666666667, 'xsmm_custom_best': 0.6239866666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6778333333333333, 'xsmm_reference_best': 0.6778333333333333, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.059264988112629, 'speedup_best_over_ref': 1.059264988112629, 'xsmm_custom_avg': 0.93096, 'xsmm_custom_best': 0.93096, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.9861333333333332, 'xsmm_reference_best': 0.9861333333333332, 'xsmm_reference_cpu_freq': 2.499954, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0946277840595335, 'speedup_best_over_ref': 1.0946277840595335, 'xsmm_custom_avg': 0.6338166666666667, 'xsmm_custom_best': 0.6338166666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6937933333333334, 'xsmm_reference_best': 0.6937933333333334, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
