{'M_BLOCKING=12_avg': 250.472, 'M_BLOCKING=12_best': 250.472, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 251.084, 'M_BLOCKING=16_best': 251.084, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 247.842, 'M_BLOCKING=1_best': 247.842, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 248.56100000000004, 'M_BLOCKING=2_best': 248.56100000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 248.172, 'M_BLOCKING=3_best': 248.172, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 248.908, 'M_BLOCKING=6_best': 248.908, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 1800000, 'xsmm_reference_avg': 244.351, 'xsmm_reference_best': 244.351, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 305.372, 'M_BLOCKING=12_best': 305.372, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 304.32, 'M_BLOCKING=16_best': 304.32, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 298.994, 'M_BLOCKING=1_best': 298.994, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 306.272, 'M_BLOCKING=2_best': 306.272, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 306.927, 'M_BLOCKING=3_best': 306.927, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 306.866, 'M_BLOCKING=6_best': 306.866, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 204, 'a_rows': 32, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats/vary_row/q_64/r_32_c_128_p_0.05_uniq_64.txt', 'size_n': 1800000, 'xsmm_reference_avg': 314.734, 'xsmm_reference_best': 314.734, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 358.572, 'M_BLOCKING=12_best': 358.572, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 361.798, 'M_BLOCKING=16_best': 361.798, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 354.726, 'M_BLOCKING=1_best': 354.726, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 363.682, 'M_BLOCKING=2_best': 363.682, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 361.301, 'M_BLOCKING=3_best': 361.301, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 363.995, 'M_BLOCKING=6_best': 363.995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 409, 'a_rows': 64, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats/vary_row/q_64/r_64_c_128_p_0.05_uniq_64.txt', 'size_n': 1500000, 'xsmm_reference_avg': 391.852, 'xsmm_reference_best': 391.852, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 390.45000000000005, 'M_BLOCKING=12_best': 390.45000000000005, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 380.26, 'M_BLOCKING=16_best': 380.26, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 371.634, 'M_BLOCKING=1_best': 371.634, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.923, 'M_BLOCKING=2_best': 373.923, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 382.648, 'M_BLOCKING=3_best': 382.648, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 383.81399999999996, 'M_BLOCKING=6_best': 383.81399999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 397.951, 'xsmm_reference_best': 397.951, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 427.51300000000003, 'M_BLOCKING=12_best': 427.51300000000003, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 409.471, 'M_BLOCKING=16_best': 409.471, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 387.01199999999994, 'M_BLOCKING=1_best': 387.01199999999994, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 386.8, 'M_BLOCKING=2_best': 386.8, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 391.79, 'M_BLOCKING=3_best': 391.79, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 401.72299999999996, 'M_BLOCKING=6_best': 401.72299999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 1638, 'a_rows': 256, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_64/r_256_c_128_p_0.05_uniq_64.txt', 'size_n': 750000, 'xsmm_reference_avg': 368.887, 'xsmm_reference_best': 368.887, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 451.736, 'M_BLOCKING=12_best': 451.736, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 432.61, 'M_BLOCKING=16_best': 432.61, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 396.548, 'M_BLOCKING=1_best': 396.548, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 398.43899999999996, 'M_BLOCKING=2_best': 398.43899999999996, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 404.506, 'M_BLOCKING=3_best': 404.506, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 416.523, 'M_BLOCKING=6_best': 416.523, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 3276, 'a_rows': 512, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_row/q_64/r_512_c_128_p_0.05_uniq_64.txt', 'size_n': 450000, 'xsmm_reference_avg': 409.446, 'xsmm_reference_best': 409.446, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 556.685, 'M_BLOCKING=12_best': 556.685, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 530.63, 'M_BLOCKING=16_best': 530.63, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 487.32899999999995, 'M_BLOCKING=1_best': 487.32899999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 490.611, 'M_BLOCKING=2_best': 490.611, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 491.608, 'M_BLOCKING=3_best': 491.608, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 497.889, 'M_BLOCKING=6_best': 497.889, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 6553, 'a_rows': 1024, 'a_size': 131072, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats/vary_row/q_64/r_1024_c_128_p_0.05_uniq_64.txt', 'size_n': 249984, 'xsmm_reference_avg': 1669.243, 'xsmm_reference_best': 1669.243, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'dense'}
{'M_BLOCKING=12_avg': 396.267, 'M_BLOCKING=12_best': 396.267, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 383.705, 'M_BLOCKING=16_best': 383.705, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 373.19100000000003, 'M_BLOCKING=1_best': 373.19100000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 374.031, 'M_BLOCKING=2_best': 374.031, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 377.944, 'M_BLOCKING=3_best': 377.944, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 387.44100000000003, 'M_BLOCKING=6_best': 387.44100000000003, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 8, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_8.txt', 'size_n': 1124976, 'xsmm_reference_avg': 398.436, 'xsmm_reference_best': 398.436, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 397.347, 'M_BLOCKING=12_best': 397.347, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 385.061, 'M_BLOCKING=16_best': 385.061, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 371.519, 'M_BLOCKING=1_best': 371.519, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 379.257, 'M_BLOCKING=2_best': 379.257, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 381.166, 'M_BLOCKING=3_best': 381.166, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 384.201, 'M_BLOCKING=6_best': 384.201, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 1124976, 'xsmm_reference_avg': 389.971, 'xsmm_reference_best': 389.971, 'xsmm_reference_cpu_freq': 2.999933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 387.542, 'M_BLOCKING=12_best': 387.542, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 380.876, 'M_BLOCKING=16_best': 380.876, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 370.72400000000005, 'M_BLOCKING=1_best': 370.72400000000005, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.761, 'M_BLOCKING=2_best': 371.761, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 377.543, 'M_BLOCKING=3_best': 377.543, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 382.212, 'M_BLOCKING=6_best': 382.212, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 24, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_24.txt', 'size_n': 1124976, 'xsmm_reference_avg': 394.88, 'xsmm_reference_best': 394.88, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 391.898, 'M_BLOCKING=12_best': 391.898, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 389.03200000000004, 'M_BLOCKING=16_best': 389.03200000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 374.293, 'M_BLOCKING=1_best': 374.293, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.68, 'M_BLOCKING=2_best': 373.68, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 378.149, 'M_BLOCKING=3_best': 378.149, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 386.201, 'M_BLOCKING=6_best': 386.201, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 31, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_31.txt', 'size_n': 1124976, 'xsmm_reference_avg': 381.95799999999997, 'xsmm_reference_best': 381.95799999999997, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 390.118, 'M_BLOCKING=12_best': 390.118, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 381.13199999999995, 'M_BLOCKING=16_best': 381.13199999999995, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 370.986, 'M_BLOCKING=1_best': 370.986, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.19, 'M_BLOCKING=2_best': 371.19, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 382.905, 'M_BLOCKING=3_best': 382.905, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.557, 'M_BLOCKING=6_best': 381.557, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 40, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_40.txt', 'size_n': 1124976, 'xsmm_reference_avg': 400.64599999999996, 'xsmm_reference_best': 400.64599999999996, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 392.483, 'M_BLOCKING=12_best': 392.483, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 383.221, 'M_BLOCKING=16_best': 383.221, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 373.163, 'M_BLOCKING=1_best': 373.163, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 376.855, 'M_BLOCKING=2_best': 376.855, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 378.32399999999996, 'M_BLOCKING=3_best': 378.32399999999996, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 383.858, 'M_BLOCKING=6_best': 383.858, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 48, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_48.txt', 'size_n': 1124976, 'xsmm_reference_avg': 399.394, 'xsmm_reference_best': 399.394, 'xsmm_reference_cpu_freq': 2.999966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 388.472, 'M_BLOCKING=12_best': 388.472, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 382.327, 'M_BLOCKING=16_best': 382.327, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 370.879, 'M_BLOCKING=1_best': 370.879, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.655, 'M_BLOCKING=2_best': 373.655, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 377.352, 'M_BLOCKING=3_best': 377.352, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.387, 'M_BLOCKING=6_best': 381.387, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 56, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_56.txt', 'size_n': 1124976, 'xsmm_reference_avg': 401.073, 'xsmm_reference_best': 401.073, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 396.80100000000004, 'M_BLOCKING=12_best': 396.80100000000004, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 386.159, 'M_BLOCKING=16_best': 386.159, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.953, 'M_BLOCKING=1_best': 372.953, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.905, 'M_BLOCKING=2_best': 371.905, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 377.08799999999997, 'M_BLOCKING=3_best': 377.08799999999997, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 382.242, 'M_BLOCKING=6_best': 382.242, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 1124976, 'xsmm_reference_avg': 388.30100000000004, 'xsmm_reference_best': 388.30100000000004, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 389.823, 'M_BLOCKING=12_best': 389.823, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 384.2, 'M_BLOCKING=16_best': 384.2, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 376.649, 'M_BLOCKING=1_best': 376.649, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 374.90200000000004, 'M_BLOCKING=2_best': 374.90200000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 381.068, 'M_BLOCKING=3_best': 381.068, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.943, 'M_BLOCKING=6_best': 381.943, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 78, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_78.txt', 'size_n': 1124976, 'xsmm_reference_avg': 396.293, 'xsmm_reference_best': 396.293, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 392.79100000000005, 'M_BLOCKING=12_best': 392.79100000000005, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 384.917, 'M_BLOCKING=16_best': 384.917, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 374.252, 'M_BLOCKING=1_best': 374.252, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 374.568, 'M_BLOCKING=2_best': 374.568, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 381.246, 'M_BLOCKING=3_best': 381.246, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 384.484, 'M_BLOCKING=6_best': 384.484, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 96, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_96.txt', 'size_n': 1124976, 'xsmm_reference_avg': 400.626, 'xsmm_reference_best': 400.626, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 389.00699999999995, 'M_BLOCKING=12_best': 389.00699999999995, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 379.418, 'M_BLOCKING=16_best': 379.418, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.317, 'M_BLOCKING=1_best': 372.317, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.726, 'M_BLOCKING=2_best': 371.726, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 380.225, 'M_BLOCKING=3_best': 380.225, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.726, 'M_BLOCKING=6_best': 381.726, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 112, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_112.txt', 'size_n': 1124976, 'xsmm_reference_avg': 403.616, 'xsmm_reference_best': 403.616, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 388.807, 'M_BLOCKING=12_best': 388.807, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 383.111, 'M_BLOCKING=16_best': 383.111, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.716, 'M_BLOCKING=1_best': 372.716, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 374.43100000000004, 'M_BLOCKING=2_best': 374.43100000000004, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 382.463, 'M_BLOCKING=3_best': 382.463, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 383.702, 'M_BLOCKING=6_best': 383.702, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 128, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_128.txt', 'size_n': 1124976, 'xsmm_reference_avg': 398.718, 'xsmm_reference_best': 398.718, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 388.725, 'M_BLOCKING=12_best': 388.725, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 376.837, 'M_BLOCKING=16_best': 376.837, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 369.556, 'M_BLOCKING=1_best': 369.556, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.66700000000003, 'M_BLOCKING=2_best': 371.66700000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 378.652, 'M_BLOCKING=3_best': 378.652, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 379.759, 'M_BLOCKING=6_best': 379.759, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 144, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_144.txt', 'size_n': 1124976, 'xsmm_reference_avg': 402.923, 'xsmm_reference_best': 402.923, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 390.559, 'M_BLOCKING=12_best': 390.559, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 382.117, 'M_BLOCKING=16_best': 382.117, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 370.352, 'M_BLOCKING=1_best': 370.352, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 371.519, 'M_BLOCKING=2_best': 371.519, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 379.044, 'M_BLOCKING=3_best': 379.044, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 381.755, 'M_BLOCKING=6_best': 381.755, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 160, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_160.txt', 'size_n': 1124976, 'xsmm_reference_avg': 391.587, 'xsmm_reference_best': 391.587, 'xsmm_reference_cpu_freq': 2.999964, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 390.662, 'M_BLOCKING=12_best': 390.662, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 379.845, 'M_BLOCKING=16_best': 379.845, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 372.885, 'M_BLOCKING=1_best': 372.885, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 373.209, 'M_BLOCKING=2_best': 373.209, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 379.118, 'M_BLOCKING=3_best': 379.118, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 383.12199999999996, 'M_BLOCKING=6_best': 383.12199999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 176, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats/vary_unique/r_128_c_128_p_0.05_uniq_176.txt', 'size_n': 1124976, 'xsmm_reference_avg': 408.388, 'xsmm_reference_best': 408.388, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
