,1,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
quad,0.966022901,0.965285492,0.953904957,0.956132948,0.958213579,0.948787121,0.943092118,0.948071938,0.958190793,0.955243933,0.94997875,0.95280773,0.944735673,0.946864922,0.94858534,0.946204073
hex,0.922825152,0.929833989,0.926053196,0.928346117,0.92633232,0.923528478,0.909146968,0.917048636,0.926410137,0.93712899,0.937198186,0.933292768,0.928940147,0.933601914,0.938485992,0.941204433
tet,0.689660582,0.985733382,1.446318282,1.586123934,1.576608756,1.513075644,1.321756573,1.278993107,1.263270286,1.202926894,1.182498209,1.171996766,1.064286723,1.044103713,1.03042463,1.045122743
tri,1.051558989,1.241859595,1.34694979,1.32223067,1.295411822,1.269100904,1.208746456,1.167547129,1.154019739,1.106707002,1.11105178,1.105820324,1.055581707,1.041184989,1.040487601,1.037684221
