M,1,2,3,6,12,16
quad,0.983963817,0.976642565,0.967417181,0.960279058,0.940191814,0.972688844
hex,0.990283146,0.984046021,0.969218548,0.964138855,0.952628073,0.967673213
tet,0.591635037,0.738113369,0.71431958,0.757569673,0.743691329,0.801819243
tri,0.845114401,0.971515458,1.022904479,0.997045376,0.851087839,0.859271844
