{'M_BLOCKING=12_avg': 10.366033333333332, 'M_BLOCKING=12_best': 10.366033333333332, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.5876, 'M_BLOCKING=16_best': 10.5876, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.360133333333332, 'M_BLOCKING=1_best': 10.360133333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.328633333333334, 'M_BLOCKING=2_best': 10.328633333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.337333333333333, 'M_BLOCKING=3_best': 10.337333333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.3645, 'M_BLOCKING=6_best': 10.3645, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.434966666666666, 'xsmm_reference_best': 10.434966666666666, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 18.5468, 'M_BLOCKING=12_best': 18.5468, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 17.53663333333333, 'M_BLOCKING=16_best': 17.53663333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.587400000000002, 'M_BLOCKING=1_best': 17.587400000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.709600000000002, 'M_BLOCKING=2_best': 17.709600000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 17.945100000000004, 'M_BLOCKING=3_best': 17.945100000000004, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.409666666666666, 'M_BLOCKING=6_best': 18.409666666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 17.74073333333333, 'xsmm_reference_best': 17.74073333333333, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 28.80506666666667, 'M_BLOCKING=12_best': 28.80506666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 28.7498, 'M_BLOCKING=16_best': 28.7498, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 27.401966666666667, 'M_BLOCKING=1_best': 27.401966666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 28.029100000000003, 'M_BLOCKING=2_best': 28.029100000000003, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 28.235966666666666, 'M_BLOCKING=3_best': 28.235966666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 29.2943, 'M_BLOCKING=6_best': 29.2943, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 27.667266666666666, 'xsmm_reference_best': 27.667266666666666, 'xsmm_reference_cpu_freq': 2.999961, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 47.98813333333333, 'M_BLOCKING=12_best': 47.98813333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 46.695366666666665, 'M_BLOCKING=16_best': 46.695366666666665, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 45.17866666666667, 'M_BLOCKING=1_best': 45.17866666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 45.04089999999999, 'M_BLOCKING=2_best': 45.04089999999999, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 46.359833333333334, 'M_BLOCKING=3_best': 46.359833333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 46.5952, 'M_BLOCKING=6_best': 46.5952, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 46.472766666666665, 'xsmm_reference_best': 46.472766666666665, 'xsmm_reference_cpu_freq': 2.999978, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 84.63676666666667, 'M_BLOCKING=12_best': 84.63676666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 83.56256666666667, 'M_BLOCKING=16_best': 83.56256666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 81.93773333333334, 'M_BLOCKING=1_best': 81.93773333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 81.4165, 'M_BLOCKING=2_best': 81.4165, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 85.12466666666666, 'M_BLOCKING=3_best': 85.12466666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 85.19696666666667, 'M_BLOCKING=6_best': 85.19696666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 90.27996666666667, 'xsmm_reference_best': 90.27996666666667, 'xsmm_reference_cpu_freq': 2.999929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 165.35976666666664, 'M_BLOCKING=12_best': 165.35976666666664, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 162.61603333333332, 'M_BLOCKING=16_best': 162.61603333333332, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 162.58440000000002, 'M_BLOCKING=1_best': 162.58440000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 161.88556666666668, 'M_BLOCKING=2_best': 161.88556666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 166.75733333333335, 'M_BLOCKING=3_best': 166.75733333333335, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 168.33353333333335, 'M_BLOCKING=6_best': 168.33353333333335, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 159.72456666666668, 'xsmm_reference_best': 159.72456666666668, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 10.648333333333335, 'M_BLOCKING=12_best': 10.648333333333335, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.769933333333334, 'M_BLOCKING=16_best': 10.769933333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.563533333333334, 'M_BLOCKING=1_best': 10.563533333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.585866666666668, 'M_BLOCKING=2_best': 10.585866666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.587433333333333, 'M_BLOCKING=3_best': 10.587433333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.608033333333333, 'M_BLOCKING=6_best': 10.608033333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.560966666666666, 'xsmm_reference_best': 10.560966666666666, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 17.408333333333335, 'M_BLOCKING=12_best': 17.408333333333335, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 16.8822, 'M_BLOCKING=16_best': 16.8822, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.4293, 'M_BLOCKING=1_best': 17.4293, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.1985, 'M_BLOCKING=2_best': 17.1985, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 16.94953333333333, 'M_BLOCKING=3_best': 16.94953333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 17.4691, 'M_BLOCKING=6_best': 17.4691, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 17.35, 'xsmm_reference_best': 17.35, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 29.154400000000003, 'M_BLOCKING=12_best': 29.154400000000003, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 28.602533333333334, 'M_BLOCKING=16_best': 28.602533333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 28.3325, 'M_BLOCKING=1_best': 28.3325, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 27.8279, 'M_BLOCKING=2_best': 27.8279, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 28.05046666666667, 'M_BLOCKING=3_best': 28.05046666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 28.0316, 'M_BLOCKING=6_best': 28.0316, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 27.441633333333336, 'xsmm_reference_best': 27.441633333333336, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 48.6282, 'M_BLOCKING=12_best': 48.6282, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 46.908500000000004, 'M_BLOCKING=16_best': 46.908500000000004, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 44.2878, 'M_BLOCKING=1_best': 44.2878, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 44.70863333333333, 'M_BLOCKING=2_best': 44.70863333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 46.350699999999996, 'M_BLOCKING=3_best': 46.350699999999996, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 46.8084, 'M_BLOCKING=6_best': 46.8084, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 46.8662, 'xsmm_reference_best': 46.8662, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 84.4555, 'M_BLOCKING=12_best': 84.4555, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 83.0452, 'M_BLOCKING=16_best': 83.0452, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 81.26446666666668, 'M_BLOCKING=1_best': 81.26446666666668, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 81.3386, 'M_BLOCKING=2_best': 81.3386, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 85.64313333333332, 'M_BLOCKING=3_best': 85.64313333333332, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 86.18043333333334, 'M_BLOCKING=6_best': 86.18043333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 80.8716, 'xsmm_reference_best': 80.8716, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'sparse'}
