{'M_BLOCKING=12_avg': 4.258266666666668, 'M_BLOCKING=12_best': 4.258266666666668, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.364166666666667, 'M_BLOCKING=16_best': 4.364166666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.2466333333333335, 'M_BLOCKING=1_best': 4.2466333333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.2536000000000005, 'M_BLOCKING=2_best': 4.2536000000000005, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.2467999999999995, 'M_BLOCKING=3_best': 4.2467999999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.2556666666666665, 'M_BLOCKING=6_best': 4.2556666666666665, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.249266666666666, 'xsmm_reference_best': 4.249266666666666, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 6.700133333333333, 'M_BLOCKING=12_best': 6.700133333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.385366666666667, 'M_BLOCKING=16_best': 6.385366666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.303833333333333, 'M_BLOCKING=1_best': 6.303833333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.336300000000002, 'M_BLOCKING=2_best': 6.336300000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.395266666666667, 'M_BLOCKING=3_best': 6.395266666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.5578666666666665, 'M_BLOCKING=6_best': 6.5578666666666665, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.1457999999999995, 'xsmm_reference_best': 6.1457999999999995, 'xsmm_reference_cpu_freq': 2.999823, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 10.818299999999999, 'M_BLOCKING=12_best': 10.818299999999999, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.640266666666667, 'M_BLOCKING=16_best': 10.640266666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.333133333333334, 'M_BLOCKING=1_best': 10.333133333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.2396, 'M_BLOCKING=2_best': 10.2396, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.248833333333332, 'M_BLOCKING=3_best': 10.248833333333332, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.1336, 'M_BLOCKING=6_best': 10.1336, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.311266666666667, 'xsmm_reference_best': 10.311266666666667, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 18.462733333333336, 'M_BLOCKING=12_best': 18.462733333333336, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 18.1601, 'M_BLOCKING=16_best': 18.1601, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 16.836833333333335, 'M_BLOCKING=1_best': 16.836833333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 16.985, 'M_BLOCKING=2_best': 16.985, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 17.819033333333334, 'M_BLOCKING=3_best': 17.819033333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 17.937333333333335, 'M_BLOCKING=6_best': 17.937333333333335, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 17.631166666666665, 'xsmm_reference_best': 17.631166666666665, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 35.4869, 'M_BLOCKING=12_best': 35.4869, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 33.83336666666666, 'M_BLOCKING=16_best': 33.83336666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 32.748866666666665, 'M_BLOCKING=1_best': 32.748866666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 32.935433333333336, 'M_BLOCKING=2_best': 32.935433333333336, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 34.1322, 'M_BLOCKING=3_best': 34.1322, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 35.605333333333334, 'M_BLOCKING=6_best': 35.605333333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 36.48623333333333, 'xsmm_reference_best': 36.48623333333333, 'xsmm_reference_cpu_freq': 2.99988, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 69.49706666666665, 'M_BLOCKING=12_best': 69.49706666666665, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 68.51036666666667, 'M_BLOCKING=16_best': 68.51036666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 67.33276666666667, 'M_BLOCKING=1_best': 67.33276666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 67.22840000000001, 'M_BLOCKING=2_best': 67.22840000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 69.2933, 'M_BLOCKING=3_best': 69.2933, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 70.49376666666667, 'M_BLOCKING=6_best': 70.49376666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 65.89363333333333, 'xsmm_reference_best': 65.89363333333333, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 4.3597, 'M_BLOCKING=12_best': 4.3597, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.4516333333333336, 'M_BLOCKING=16_best': 4.4516333333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.346233333333331, 'M_BLOCKING=1_best': 4.346233333333331, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.360600000000001, 'M_BLOCKING=2_best': 4.360600000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.3580000000000005, 'M_BLOCKING=3_best': 4.3580000000000005, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.359266666666667, 'M_BLOCKING=6_best': 4.359266666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.259733333333333, 'xsmm_reference_best': 4.259733333333333, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 6.294366666666666, 'M_BLOCKING=12_best': 6.294366666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.198933333333333, 'M_BLOCKING=16_best': 6.198933333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.1384, 'M_BLOCKING=1_best': 6.1384, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.097833333333333, 'M_BLOCKING=2_best': 6.097833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.063, 'M_BLOCKING=3_best': 6.063, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.092033333333332, 'M_BLOCKING=6_best': 6.092033333333332, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.0694, 'xsmm_reference_best': 6.0694, 'xsmm_reference_cpu_freq': 2.999853, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 10.646366666666667, 'M_BLOCKING=12_best': 10.646366666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.7283, 'M_BLOCKING=16_best': 10.7283, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.195866666666666, 'M_BLOCKING=1_best': 10.195866666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.157900000000001, 'M_BLOCKING=2_best': 10.157900000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.401633333333333, 'M_BLOCKING=3_best': 10.401633333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.528766666666666, 'M_BLOCKING=6_best': 10.528766666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 9.442333333333332, 'xsmm_reference_best': 9.442333333333332, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 18.8511, 'M_BLOCKING=12_best': 18.8511, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 19.023500000000002, 'M_BLOCKING=16_best': 19.023500000000002, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.9025, 'M_BLOCKING=1_best': 18.9025, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 18.653033333333333, 'M_BLOCKING=2_best': 18.653033333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 18.1993, 'M_BLOCKING=3_best': 18.1993, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.373966666666668, 'M_BLOCKING=6_best': 18.373966666666668, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 18.404466666666668, 'xsmm_reference_best': 18.404466666666668, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 34.0254, 'M_BLOCKING=12_best': 34.0254, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 33.507533333333335, 'M_BLOCKING=16_best': 33.507533333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 32.75496666666667, 'M_BLOCKING=1_best': 32.75496666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 33.08193333333333, 'M_BLOCKING=2_best': 33.08193333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 34.2826, 'M_BLOCKING=3_best': 34.2826, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 34.5151, 'M_BLOCKING=6_best': 34.5151, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 33.65356666666666, 'xsmm_reference_best': 33.65356666666666, 'xsmm_reference_cpu_freq': 2.999966, 'xsmm_reference_kernel_type': 'sparse'}
