{'M_BLOCKING=12_avg': 10.522066666666666, 'M_BLOCKING=12_best': 10.522066666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.736566666666667, 'M_BLOCKING=16_best': 10.736566666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.436333333333332, 'M_BLOCKING=1_best': 10.436333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.442766666666667, 'M_BLOCKING=2_best': 10.442766666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.473966666666668, 'M_BLOCKING=3_best': 10.473966666666668, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.4911, 'M_BLOCKING=6_best': 10.4911, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.324833333333334, 'xsmm_reference_best': 10.324833333333334, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 19.403466666666667, 'M_BLOCKING=12_best': 19.403466666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 18.83223333333333, 'M_BLOCKING=16_best': 18.83223333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.830733333333335, 'M_BLOCKING=1_best': 18.830733333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 18.5752, 'M_BLOCKING=2_best': 18.5752, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 19.351466666666667, 'M_BLOCKING=3_best': 19.351466666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 19.036, 'M_BLOCKING=6_best': 19.036, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 18.849933333333336, 'xsmm_reference_best': 18.849933333333336, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 30.20583333333333, 'M_BLOCKING=12_best': 30.20583333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 29.732000000000003, 'M_BLOCKING=16_best': 29.732000000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 28.641099999999998, 'M_BLOCKING=1_best': 28.641099999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 29.510566666666666, 'M_BLOCKING=2_best': 29.510566666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 29.74546666666667, 'M_BLOCKING=3_best': 29.74546666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 29.830166666666667, 'M_BLOCKING=6_best': 29.830166666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 29.22713333333333, 'xsmm_reference_best': 29.22713333333333, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 49.6599, 'M_BLOCKING=12_best': 49.6599, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 48.331066666666665, 'M_BLOCKING=16_best': 48.331066666666665, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 46.05043333333333, 'M_BLOCKING=1_best': 46.05043333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 45.99633333333333, 'M_BLOCKING=2_best': 45.99633333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 47.92163333333333, 'M_BLOCKING=3_best': 47.92163333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 48.32489999999999, 'M_BLOCKING=6_best': 48.32489999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 47.052366666666664, 'xsmm_reference_best': 47.052366666666664, 'xsmm_reference_cpu_freq': 2.999844, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 87.20970000000001, 'M_BLOCKING=12_best': 87.20970000000001, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 85.13516666666666, 'M_BLOCKING=16_best': 85.13516666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 82.78246666666668, 'M_BLOCKING=1_best': 82.78246666666668, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 82.6708, 'M_BLOCKING=2_best': 82.6708, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.20296666666667, 'M_BLOCKING=3_best': 87.20296666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 87.6668, 'M_BLOCKING=6_best': 87.6668, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 91.4106, 'xsmm_reference_best': 91.4106, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 167.54793333333333, 'M_BLOCKING=12_best': 167.54793333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 165.10600000000002, 'M_BLOCKING=16_best': 165.10600000000002, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 163.58236666666664, 'M_BLOCKING=1_best': 163.58236666666664, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 163.7833, 'M_BLOCKING=2_best': 163.7833, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 167.90903333333333, 'M_BLOCKING=3_best': 167.90903333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 170.59726666666666, 'M_BLOCKING=6_best': 170.59726666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 160.41353333333333, 'xsmm_reference_best': 160.41353333333333, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 10.809, 'M_BLOCKING=12_best': 10.809, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 11.080133333333333, 'M_BLOCKING=16_best': 11.080133333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.728533333333333, 'M_BLOCKING=1_best': 10.728533333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.719933333333332, 'M_BLOCKING=2_best': 10.719933333333332, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.724566666666668, 'M_BLOCKING=3_best': 10.724566666666668, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.787533333333332, 'M_BLOCKING=6_best': 10.787533333333332, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.662600000000001, 'xsmm_reference_best': 10.662600000000001, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 18.837566666666664, 'M_BLOCKING=12_best': 18.837566666666664, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 18.659399999999998, 'M_BLOCKING=16_best': 18.659399999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.891833333333334, 'M_BLOCKING=1_best': 18.891833333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 18.618299999999998, 'M_BLOCKING=2_best': 18.618299999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 18.690466666666666, 'M_BLOCKING=3_best': 18.690466666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.765499999999996, 'M_BLOCKING=6_best': 18.765499999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 19.411800000000003, 'xsmm_reference_best': 19.411800000000003, 'xsmm_reference_cpu_freq': 2.999972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 30.761866666666666, 'M_BLOCKING=12_best': 30.761866666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 29.935966666666666, 'M_BLOCKING=16_best': 29.935966666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 29.775199999999998, 'M_BLOCKING=1_best': 29.775199999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 29.830333333333332, 'M_BLOCKING=2_best': 29.830333333333332, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 29.703333333333333, 'M_BLOCKING=3_best': 29.703333333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 29.621366666666667, 'M_BLOCKING=6_best': 29.621366666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 27.7164, 'xsmm_reference_best': 27.7164, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 49.771233333333335, 'M_BLOCKING=12_best': 49.771233333333335, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 48.165166666666664, 'M_BLOCKING=16_best': 48.165166666666664, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 46.0114, 'M_BLOCKING=1_best': 46.0114, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 46.002833333333335, 'M_BLOCKING=2_best': 46.002833333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 48.005833333333335, 'M_BLOCKING=3_best': 48.005833333333335, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 47.856899999999996, 'M_BLOCKING=6_best': 47.856899999999996, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 48.4917, 'xsmm_reference_best': 48.4917, 'xsmm_reference_cpu_freq': 2.999966, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 87.24296666666666, 'M_BLOCKING=12_best': 87.24296666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 85.20853333333334, 'M_BLOCKING=16_best': 85.20853333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 83.08953333333334, 'M_BLOCKING=1_best': 83.08953333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 83.3348, 'M_BLOCKING=2_best': 83.3348, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.41720000000001, 'M_BLOCKING=3_best': 87.41720000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 87.97343333333333, 'M_BLOCKING=6_best': 87.97343333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 82.48753333333335, 'xsmm_reference_best': 82.48753333333335, 'xsmm_reference_cpu_freq': 2.999847, 'xsmm_reference_kernel_type': 'sparse'}
