{'M_BLOCKING=12_avg': 10.503266666666667, 'M_BLOCKING=12_best': 10.503266666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.777899999999999, 'M_BLOCKING=16_best': 10.777899999999999, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.4762, 'M_BLOCKING=1_best': 10.4762, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.5008, 'M_BLOCKING=2_best': 10.5008, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.534066666666668, 'M_BLOCKING=3_best': 10.534066666666668, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.512966666666667, 'M_BLOCKING=6_best': 10.512966666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.477966666666667, 'xsmm_reference_best': 10.477966666666667, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 19.884066666666666, 'M_BLOCKING=12_best': 19.884066666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 19.432133333333333, 'M_BLOCKING=16_best': 19.432133333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 19.307233333333333, 'M_BLOCKING=1_best': 19.307233333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 19.334833333333336, 'M_BLOCKING=2_best': 19.334833333333336, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 19.417433333333335, 'M_BLOCKING=3_best': 19.417433333333335, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 19.5046, 'M_BLOCKING=6_best': 19.5046, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 19.2289, 'xsmm_reference_best': 19.2289, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 30.38113333333333, 'M_BLOCKING=12_best': 30.38113333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 29.83556666666667, 'M_BLOCKING=16_best': 29.83556666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 28.955433333333335, 'M_BLOCKING=1_best': 28.955433333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 29.691566666666667, 'M_BLOCKING=2_best': 29.691566666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 29.7805, 'M_BLOCKING=3_best': 29.7805, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 29.73003333333333, 'M_BLOCKING=6_best': 29.73003333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 29.389833333333332, 'xsmm_reference_best': 29.389833333333332, 'xsmm_reference_cpu_freq': 2.999924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 49.591, 'M_BLOCKING=12_best': 49.591, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 48.4335, 'M_BLOCKING=16_best': 48.4335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 45.74706666666667, 'M_BLOCKING=1_best': 45.74706666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 46.00196666666667, 'M_BLOCKING=2_best': 46.00196666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 47.7933, 'M_BLOCKING=3_best': 47.7933, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 48.27863333333333, 'M_BLOCKING=6_best': 48.27863333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 47.08410000000001, 'xsmm_reference_best': 47.08410000000001, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 86.64673333333333, 'M_BLOCKING=12_best': 86.64673333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 84.9012, 'M_BLOCKING=16_best': 84.9012, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 82.58673333333333, 'M_BLOCKING=1_best': 82.58673333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 82.53236666666666, 'M_BLOCKING=2_best': 82.53236666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.1084, 'M_BLOCKING=3_best': 87.1084, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 87.5008, 'M_BLOCKING=6_best': 87.5008, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 91.2829, 'xsmm_reference_best': 91.2829, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 168.19166666666666, 'M_BLOCKING=12_best': 168.19166666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 165.6219, 'M_BLOCKING=16_best': 165.6219, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 163.58496666666667, 'M_BLOCKING=1_best': 163.58496666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 162.1232, 'M_BLOCKING=2_best': 162.1232, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 168.03793333333334, 'M_BLOCKING=3_best': 168.03793333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 170.13366666666667, 'M_BLOCKING=6_best': 170.13366666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'xsmm_reference_avg': 159.84563333333332, 'xsmm_reference_best': 159.84563333333332, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 10.814033333333334, 'M_BLOCKING=12_best': 10.814033333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.983033333333333, 'M_BLOCKING=16_best': 10.983033333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.764833333333334, 'M_BLOCKING=1_best': 10.764833333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.784066666666668, 'M_BLOCKING=2_best': 10.784066666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.7745, 'M_BLOCKING=3_best': 10.7745, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.789566666666667, 'M_BLOCKING=6_best': 10.789566666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 10.655466666666666, 'xsmm_reference_best': 10.655466666666666, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 18.949266666666666, 'M_BLOCKING=12_best': 18.949266666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 18.774333333333335, 'M_BLOCKING=16_best': 18.774333333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.635766666666665, 'M_BLOCKING=1_best': 18.635766666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 18.640933333333333, 'M_BLOCKING=2_best': 18.640933333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 18.70886666666667, 'M_BLOCKING=3_best': 18.70886666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.76833333333333, 'M_BLOCKING=6_best': 18.76833333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 19.679266666666663, 'xsmm_reference_best': 19.679266666666663, 'xsmm_reference_cpu_freq': 2.999968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 30.776366666666664, 'M_BLOCKING=12_best': 30.776366666666664, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 30.061, 'M_BLOCKING=16_best': 30.061, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 29.801066666666667, 'M_BLOCKING=1_best': 29.801066666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 29.786299999999997, 'M_BLOCKING=2_best': 29.786299999999997, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 29.752233333333333, 'M_BLOCKING=3_best': 29.752233333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 29.865533333333335, 'M_BLOCKING=6_best': 29.865533333333335, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 27.819266666666667, 'xsmm_reference_best': 27.819266666666667, 'xsmm_reference_cpu_freq': 2.999926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 49.41543333333333, 'M_BLOCKING=12_best': 49.41543333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 47.6958, 'M_BLOCKING=16_best': 47.6958, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 46.0765, 'M_BLOCKING=1_best': 46.0765, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 46.119733333333336, 'M_BLOCKING=2_best': 46.119733333333336, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 47.796733333333336, 'M_BLOCKING=3_best': 47.796733333333336, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 47.63413333333333, 'M_BLOCKING=6_best': 47.63413333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 48.68730000000001, 'xsmm_reference_best': 48.68730000000001, 'xsmm_reference_cpu_freq': 2.999854, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 86.69503333333334, 'M_BLOCKING=12_best': 86.69503333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 84.98960000000001, 'M_BLOCKING=16_best': 84.98960000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 82.74063333333334, 'M_BLOCKING=1_best': 82.74063333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 82.80976666666668, 'M_BLOCKING=2_best': 82.80976666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.20743333333333, 'M_BLOCKING=3_best': 87.20743333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 87.47659999999999, 'M_BLOCKING=6_best': 87.47659999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'xsmm_reference_avg': 82.37776666666667, 'xsmm_reference_best': 82.37776666666667, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
