{'M_BLOCKING=12_avg': 4.252133333333333, 'M_BLOCKING=12_best': 4.252133333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.355533333333333, 'M_BLOCKING=16_best': 4.355533333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.2364, 'M_BLOCKING=1_best': 4.2364, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.231333333333334, 'M_BLOCKING=2_best': 4.231333333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.237233333333333, 'M_BLOCKING=3_best': 4.237233333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.2472666666666665, 'M_BLOCKING=6_best': 4.2472666666666665, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.2389, 'xsmm_reference_best': 4.2389, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 6.613966666666667, 'M_BLOCKING=12_best': 6.613966666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.457800000000001, 'M_BLOCKING=16_best': 6.457800000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.377866666666667, 'M_BLOCKING=1_best': 6.377866666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.324533333333333, 'M_BLOCKING=2_best': 6.324533333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.306166666666665, 'M_BLOCKING=3_best': 6.306166666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.4859333333333336, 'M_BLOCKING=6_best': 6.4859333333333336, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.3232, 'xsmm_reference_best': 6.3232, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 10.470966666666667, 'M_BLOCKING=12_best': 10.470966666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.565133333333334, 'M_BLOCKING=16_best': 10.565133333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.253466666666666, 'M_BLOCKING=1_best': 10.253466666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 10.392566666666665, 'M_BLOCKING=2_best': 10.392566666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.139266666666666, 'M_BLOCKING=3_best': 10.139266666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.143866666666666, 'M_BLOCKING=6_best': 10.143866666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.172633333333332, 'xsmm_reference_best': 10.172633333333332, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 19.5754, 'M_BLOCKING=12_best': 19.5754, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 18.55906666666667, 'M_BLOCKING=16_best': 18.55906666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 17.7662, 'M_BLOCKING=1_best': 17.7662, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.716, 'M_BLOCKING=2_best': 17.716, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 18.4551, 'M_BLOCKING=3_best': 18.4551, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.780466666666666, 'M_BLOCKING=6_best': 18.780466666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 17.424033333333334, 'xsmm_reference_best': 17.424033333333334, 'xsmm_reference_cpu_freq': 2.999876, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 34.13163333333333, 'M_BLOCKING=12_best': 34.13163333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 33.081833333333336, 'M_BLOCKING=16_best': 33.081833333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 32.6939, 'M_BLOCKING=1_best': 32.6939, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 33.1205, 'M_BLOCKING=2_best': 33.1205, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 34.8953, 'M_BLOCKING=3_best': 34.8953, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 35.3534, 'M_BLOCKING=6_best': 35.3534, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 36.30753333333334, 'xsmm_reference_best': 36.30753333333334, 'xsmm_reference_cpu_freq': 2.999927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 69.94156666666666, 'M_BLOCKING=12_best': 69.94156666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 68.1216, 'M_BLOCKING=16_best': 68.1216, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 67.96056666666667, 'M_BLOCKING=1_best': 67.96056666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 67.1797, 'M_BLOCKING=2_best': 67.1797, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 69.04063333333333, 'M_BLOCKING=3_best': 69.04063333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 69.99723333333333, 'M_BLOCKING=6_best': 69.99723333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 65.87843333333333, 'xsmm_reference_best': 65.87843333333333, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 4.352066666666667, 'M_BLOCKING=12_best': 4.352066666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.4278666666666675, 'M_BLOCKING=16_best': 4.4278666666666675, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.3682, 'M_BLOCKING=1_best': 4.3682, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.376266666666667, 'M_BLOCKING=2_best': 4.376266666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.361000000000001, 'M_BLOCKING=3_best': 4.361000000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.3459666666666665, 'M_BLOCKING=6_best': 4.3459666666666665, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.353033333333333, 'xsmm_reference_best': 4.353033333333333, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 6.287300000000001, 'M_BLOCKING=12_best': 6.287300000000001, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.531066666666666, 'M_BLOCKING=16_best': 6.531066666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.080299999999999, 'M_BLOCKING=1_best': 6.080299999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.211533333333334, 'M_BLOCKING=2_best': 6.211533333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.248900000000001, 'M_BLOCKING=3_best': 6.248900000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.112333333333334, 'M_BLOCKING=6_best': 6.112333333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.074433333333332, 'xsmm_reference_best': 6.074433333333332, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 11.460933333333333, 'M_BLOCKING=12_best': 11.460933333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 10.403099999999998, 'M_BLOCKING=16_best': 10.403099999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.999266666666665, 'M_BLOCKING=1_best': 10.999266666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.185233333333334, 'M_BLOCKING=2_best': 11.185233333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 10.955633333333333, 'M_BLOCKING=3_best': 10.955633333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.335, 'M_BLOCKING=6_best': 10.335, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.387033333333333, 'xsmm_reference_best': 10.387033333333333, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 18.638700000000004, 'M_BLOCKING=12_best': 18.638700000000004, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 17.739233333333335, 'M_BLOCKING=16_best': 17.739233333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 16.9297, 'M_BLOCKING=1_best': 16.9297, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 17.274066666666666, 'M_BLOCKING=2_best': 17.274066666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 17.685233333333333, 'M_BLOCKING=3_best': 17.685233333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 18.0244, 'M_BLOCKING=6_best': 18.0244, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 18.470533333333332, 'xsmm_reference_best': 18.470533333333332, 'xsmm_reference_cpu_freq': 2.999845, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 33.898, 'M_BLOCKING=12_best': 33.898, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 33.41566666666667, 'M_BLOCKING=16_best': 33.41566666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 32.76626666666667, 'M_BLOCKING=1_best': 32.76626666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 32.996966666666665, 'M_BLOCKING=2_best': 32.996966666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 34.06816666666666, 'M_BLOCKING=3_best': 34.06816666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 34.283833333333334, 'M_BLOCKING=6_best': 34.283833333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 32.456066666666665, 'xsmm_reference_best': 32.456066666666665, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
