{'M_BLOCKING=12_avg': 7.640833333333334, 'M_BLOCKING=12_best': 7.640833333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 7.8371, 'M_BLOCKING=16_best': 7.8371, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.646266666666667, 'M_BLOCKING=1_best': 7.646266666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.595666666666667, 'M_BLOCKING=2_best': 7.595666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 7.6527666666666665, 'M_BLOCKING=3_best': 7.6527666666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.632466666666667, 'M_BLOCKING=6_best': 7.632466666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.434733333333333, 'xsmm_reference_best': 7.434733333333333, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 13.852566666666666, 'M_BLOCKING=12_best': 13.852566666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 13.556566666666667, 'M_BLOCKING=16_best': 13.556566666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.398533333333335, 'M_BLOCKING=1_best': 13.398533333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.5059, 'M_BLOCKING=2_best': 13.5059, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 13.522233333333334, 'M_BLOCKING=3_best': 13.522233333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 13.5882, 'M_BLOCKING=6_best': 13.5882, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 10.914499999999999, 'xsmm_reference_best': 10.914499999999999, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 21.7371, 'M_BLOCKING=12_best': 21.7371, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 21.1352, 'M_BLOCKING=16_best': 21.1352, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 21.234333333333332, 'M_BLOCKING=1_best': 21.234333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.455933333333334, 'M_BLOCKING=2_best': 21.455933333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 21.345966666666666, 'M_BLOCKING=3_best': 21.345966666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 21.6325, 'M_BLOCKING=6_best': 21.6325, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 18.566966666666666, 'xsmm_reference_best': 18.566966666666666, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 35.77456666666667, 'M_BLOCKING=12_best': 35.77456666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 35.31933333333333, 'M_BLOCKING=16_best': 35.31933333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 33.690733333333334, 'M_BLOCKING=1_best': 33.690733333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 33.6597, 'M_BLOCKING=2_best': 33.6597, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 35.414766666666665, 'M_BLOCKING=3_best': 35.414766666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 35.33326666666667, 'M_BLOCKING=6_best': 35.33326666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 34.1697, 'xsmm_reference_best': 34.1697, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 88.14356666666666, 'M_BLOCKING=12_best': 88.14356666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 88.405, 'M_BLOCKING=16_best': 88.405, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 86.10386666666666, 'M_BLOCKING=1_best': 86.10386666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 86.20436666666666, 'M_BLOCKING=2_best': 86.20436666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.48353333333333, 'M_BLOCKING=3_best': 87.48353333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 89.69783333333334, 'M_BLOCKING=6_best': 89.69783333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 75.42683333333333, 'xsmm_reference_best': 75.42683333333333, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 244.85183333333333, 'M_BLOCKING=12_best': 244.85183333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 249.26353333333333, 'M_BLOCKING=16_best': 249.26353333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 225.1052, 'M_BLOCKING=1_best': 225.1052, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 226.3067, 'M_BLOCKING=2_best': 226.3067, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 229.43916666666667, 'M_BLOCKING=3_best': 229.43916666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 239.35873333333333, 'M_BLOCKING=6_best': 239.35873333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 184.34816666666666, 'xsmm_reference_best': 184.34816666666666, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 7.855466666666667, 'M_BLOCKING=12_best': 7.855466666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.0096, 'M_BLOCKING=16_best': 8.0096, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.7924999999999995, 'M_BLOCKING=1_best': 7.7924999999999995, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.793666666666667, 'M_BLOCKING=2_best': 7.793666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 7.8162666666666665, 'M_BLOCKING=3_best': 7.8162666666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.852200000000001, 'M_BLOCKING=6_best': 7.852200000000001, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.755233333333334, 'xsmm_reference_best': 7.755233333333334, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 13.778699999999999, 'M_BLOCKING=12_best': 13.778699999999999, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 13.6388, 'M_BLOCKING=16_best': 13.6388, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.2774, 'M_BLOCKING=1_best': 13.2774, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.0726, 'M_BLOCKING=2_best': 13.0726, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 13.146600000000001, 'M_BLOCKING=3_best': 13.146600000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 13.472066666666667, 'M_BLOCKING=6_best': 13.472066666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 10.559199999999999, 'xsmm_reference_best': 10.559199999999999, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 22.2009, 'M_BLOCKING=12_best': 22.2009, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 21.098666666666666, 'M_BLOCKING=16_best': 21.098666666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 21.292533333333335, 'M_BLOCKING=1_best': 21.292533333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 21.4193, 'M_BLOCKING=2_best': 21.4193, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 21.528266666666664, 'M_BLOCKING=3_best': 21.528266666666664, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 21.836066666666667, 'M_BLOCKING=6_best': 21.836066666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 18.240166666666667, 'xsmm_reference_best': 18.240166666666667, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 35.619, 'M_BLOCKING=12_best': 35.619, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 34.606366666666666, 'M_BLOCKING=16_best': 34.606366666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 33.8976, 'M_BLOCKING=1_best': 33.8976, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 33.78313333333333, 'M_BLOCKING=2_best': 33.78313333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 35.494166666666665, 'M_BLOCKING=3_best': 35.494166666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 34.95256666666667, 'M_BLOCKING=6_best': 34.95256666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 34.98196666666667, 'xsmm_reference_best': 34.98196666666667, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 89.7316, 'M_BLOCKING=12_best': 89.7316, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 88.19793333333334, 'M_BLOCKING=16_best': 88.19793333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 86.10666666666665, 'M_BLOCKING=1_best': 86.10666666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 85.72886666666666, 'M_BLOCKING=2_best': 85.72886666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 87.13833333333334, 'M_BLOCKING=3_best': 87.13833333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 90.66976666666666, 'M_BLOCKING=6_best': 90.66976666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 71.32366666666667, 'xsmm_reference_best': 71.32366666666667, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'sparse'}
