{'M_BLOCKING=12_avg': 1.2994333333333332, 'M_BLOCKING=12_best': 1.2994333333333332, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1.3303666666666667, 'M_BLOCKING=16_best': 1.3303666666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.2814333333333332, 'M_BLOCKING=1_best': 1.2814333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.2840666666666667, 'M_BLOCKING=2_best': 1.2840666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1.284, 'M_BLOCKING=3_best': 1.284, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1.2930333333333333, 'M_BLOCKING=6_best': 1.2930333333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.279, 'xsmm_reference_best': 1.279, 'xsmm_reference_cpu_freq': 2.499907, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 2.0899, 'M_BLOCKING=12_best': 2.0899, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 2.0160333333333336, 'M_BLOCKING=16_best': 2.0160333333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.9691333333333332, 'M_BLOCKING=1_best': 1.9691333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.9654666666666667, 'M_BLOCKING=2_best': 1.9654666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1.9708333333333334, 'M_BLOCKING=3_best': 1.9708333333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 2.0116, 'M_BLOCKING=6_best': 2.0116, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.7854333333333334, 'xsmm_reference_best': 1.7854333333333334, 'xsmm_reference_cpu_freq': 2.499903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 3.1244666666666663, 'M_BLOCKING=12_best': 3.1244666666666663, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 2.9513000000000003, 'M_BLOCKING=16_best': 2.9513000000000003, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.8118, 'M_BLOCKING=1_best': 2.8118, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.8325666666666667, 'M_BLOCKING=2_best': 2.8325666666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 2.8823, 'M_BLOCKING=3_best': 2.8823, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 2.8613666666666666, 'M_BLOCKING=6_best': 2.8613666666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 2.5862, 'xsmm_reference_best': 2.5862, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 4.756500000000002, 'M_BLOCKING=12_best': 4.756500000000002, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.557766666666667, 'M_BLOCKING=16_best': 4.557766666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.146366666666667, 'M_BLOCKING=1_best': 4.146366666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.2352, 'M_BLOCKING=2_best': 4.2352, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.546233333333333, 'M_BLOCKING=3_best': 4.546233333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.4407000000000005, 'M_BLOCKING=6_best': 4.4407000000000005, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 4.255866666666667, 'xsmm_reference_best': 4.255866666666667, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 9.9032, 'M_BLOCKING=12_best': 9.9032, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 9.477733333333333, 'M_BLOCKING=16_best': 9.477733333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 10.348733333333334, 'M_BLOCKING=1_best': 10.348733333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.476266666666668, 'M_BLOCKING=2_best': 9.476266666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 9.3738, 'M_BLOCKING=3_best': 9.3738, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.504999999999999, 'M_BLOCKING=6_best': 10.504999999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 9.5392, 'xsmm_reference_best': 9.5392, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 32.0039, 'M_BLOCKING=12_best': 32.0039, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 31.9574, 'M_BLOCKING=16_best': 31.9574, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 32.8161, 'M_BLOCKING=1_best': 32.8161, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 30.58106666666667, 'M_BLOCKING=2_best': 30.58106666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 31.129966666666668, 'M_BLOCKING=3_best': 31.129966666666668, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 31.5504, 'M_BLOCKING=6_best': 31.5504, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'xsmm_reference_avg': 24.242, 'xsmm_reference_best': 24.242, 'xsmm_reference_cpu_freq': 2.499935, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 1.3219000000000014, 'M_BLOCKING=12_best': 1.3219000000000014, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1.357, 'M_BLOCKING=16_best': 1.357, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.3094999999999999, 'M_BLOCKING=1_best': 1.3094999999999999, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.3103333333333333, 'M_BLOCKING=2_best': 1.3103333333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1.3117666666666667, 'M_BLOCKING=3_best': 1.3117666666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1.3161333333333334, 'M_BLOCKING=6_best': 1.3161333333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.3140666666666665, 'xsmm_reference_best': 1.3140666666666665, 'xsmm_reference_cpu_freq': 2.499971, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 1.9751333333333332, 'M_BLOCKING=12_best': 1.9751333333333332, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 1.9383000000000001, 'M_BLOCKING=16_best': 1.9383000000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 1.8758333333333332, 'M_BLOCKING=1_best': 1.8758333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 1.8761666666666665, 'M_BLOCKING=2_best': 1.8761666666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 1.8860999999999999, 'M_BLOCKING=3_best': 1.8860999999999999, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 1.9179, 'M_BLOCKING=6_best': 1.9179, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.7296333333333334, 'xsmm_reference_best': 1.7296333333333334, 'xsmm_reference_cpu_freq': 2.499947, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 3.1316333333333333, 'M_BLOCKING=12_best': 3.1316333333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 2.9578333333333333, 'M_BLOCKING=16_best': 2.9578333333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 2.818366666666667, 'M_BLOCKING=1_best': 2.818366666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 2.9012333333333333, 'M_BLOCKING=2_best': 2.9012333333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 2.8286000000000002, 'M_BLOCKING=3_best': 2.8286000000000002, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 2.8751, 'M_BLOCKING=6_best': 2.8751, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'xsmm_reference_avg': 2.4092666666666673, 'xsmm_reference_best': 2.4092666666666673, 'xsmm_reference_cpu_freq': 2.499954, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 4.628933333333333, 'M_BLOCKING=12_best': 4.628933333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.4308666666666685, 'M_BLOCKING=16_best': 4.4308666666666685, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.1123666666666665, 'M_BLOCKING=1_best': 4.1123666666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 3.9658, 'M_BLOCKING=2_best': 3.9658, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.332400000000001, 'M_BLOCKING=3_best': 4.332400000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.646333333333333, 'M_BLOCKING=6_best': 4.646333333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'xsmm_reference_avg': 4.002633333333332, 'xsmm_reference_best': 4.002633333333332, 'xsmm_reference_cpu_freq': 2.499922, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 9.833, 'M_BLOCKING=12_best': 9.833, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.584233333333334, 'M_BLOCKING=16_best': 8.584233333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 9.251333333333331, 'M_BLOCKING=1_best': 9.251333333333331, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 9.281466666666667, 'M_BLOCKING=2_best': 9.281466666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 9.155766666666667, 'M_BLOCKING=3_best': 9.155766666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 9.408800000000001, 'M_BLOCKING=6_best': 9.408800000000001, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'xsmm_reference_avg': 9.4949, 'xsmm_reference_best': 9.4949, 'xsmm_reference_cpu_freq': 2.499911, 'xsmm_reference_kernel_type': 'sparse'}
