{'M_BLOCKING=12_avg': 14.387133333333333, 'M_BLOCKING=12_best': 14.387133333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 14.627199999999998, 'M_BLOCKING=16_best': 14.627199999999998, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.214333333333332, 'M_BLOCKING=1_best': 14.214333333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 14.209066666666667, 'M_BLOCKING=2_best': 14.209066666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 14.2429, 'M_BLOCKING=3_best': 14.2429, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 14.2633, 'M_BLOCKING=6_best': 14.2633, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 13.956133333333334, 'xsmm_reference_best': 13.956133333333334, 'xsmm_reference_cpu_freq': 2.499927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 27.81, 'M_BLOCKING=12_best': 27.81, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 26.6861, 'M_BLOCKING=16_best': 26.6861, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 26.522966666666665, 'M_BLOCKING=1_best': 26.522966666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 26.583466666666666, 'M_BLOCKING=2_best': 26.583466666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 27.0037, 'M_BLOCKING=3_best': 27.0037, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 26.93616666666667, 'M_BLOCKING=6_best': 26.93616666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 20.935766666666666, 'xsmm_reference_best': 20.935766666666666, 'xsmm_reference_cpu_freq': 2.499951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 43.160999999999994, 'M_BLOCKING=12_best': 43.160999999999994, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 41.50743333333333, 'M_BLOCKING=16_best': 41.50743333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 41.36743333333333, 'M_BLOCKING=1_best': 41.36743333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 41.7524, 'M_BLOCKING=2_best': 41.7524, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 41.22313333333333, 'M_BLOCKING=3_best': 41.22313333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 41.919, 'M_BLOCKING=6_best': 41.919, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 37.7863, 'xsmm_reference_best': 37.7863, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 69.1096, 'M_BLOCKING=12_best': 69.1096, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 67.36523333333334, 'M_BLOCKING=16_best': 67.36523333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 64.82233333333333, 'M_BLOCKING=1_best': 64.82233333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 64.80636666666666, 'M_BLOCKING=2_best': 64.80636666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 68.17333333333333, 'M_BLOCKING=3_best': 68.17333333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 68.79143333333333, 'M_BLOCKING=6_best': 68.79143333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 64.60096666666666, 'xsmm_reference_best': 64.60096666666666, 'xsmm_reference_cpu_freq': 2.499917, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 123.5639, 'M_BLOCKING=12_best': 123.5639, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 121.13836666666666, 'M_BLOCKING=16_best': 121.13836666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 118.99046666666666, 'M_BLOCKING=1_best': 118.99046666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 119.07003333333334, 'M_BLOCKING=2_best': 119.07003333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 124.16433333333333, 'M_BLOCKING=3_best': 124.16433333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 124.52016666666667, 'M_BLOCKING=6_best': 124.52016666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 126.47823333333334, 'xsmm_reference_best': 126.47823333333334, 'xsmm_reference_cpu_freq': 2.499952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 324.50536666666665, 'M_BLOCKING=12_best': 324.50536666666665, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 316.40400000000005, 'M_BLOCKING=16_best': 316.40400000000005, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 315.9418, 'M_BLOCKING=1_best': 315.9418, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 315.34420000000006, 'M_BLOCKING=2_best': 315.34420000000006, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 308.8188, 'M_BLOCKING=3_best': 308.8188, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 331.1895666666667, 'M_BLOCKING=6_best': 331.1895666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 105600, 'xsmm_reference_avg': 261.1137, 'xsmm_reference_best': 261.1137, 'xsmm_reference_cpu_freq': 2.499957, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 14.8097, 'M_BLOCKING=12_best': 14.8097, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 15.112566666666664, 'M_BLOCKING=16_best': 15.112566666666664, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.574566666666668, 'M_BLOCKING=1_best': 14.574566666666668, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 14.5933, 'M_BLOCKING=2_best': 14.5933, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 14.630066666666666, 'M_BLOCKING=3_best': 14.630066666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 14.693700000000002, 'M_BLOCKING=6_best': 14.693700000000002, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 14.374699999999999, 'xsmm_reference_best': 14.374699999999999, 'xsmm_reference_cpu_freq': 2.49993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 26.8096, 'M_BLOCKING=12_best': 26.8096, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 25.731499999999997, 'M_BLOCKING=16_best': 25.731499999999997, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 25.497733333333333, 'M_BLOCKING=1_best': 25.497733333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 25.639366666666668, 'M_BLOCKING=2_best': 25.639366666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 26.193466666666666, 'M_BLOCKING=3_best': 26.193466666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 26.291633333333333, 'M_BLOCKING=6_best': 26.291633333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 19.987366666666667, 'xsmm_reference_best': 19.987366666666667, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 43.698499999999996, 'M_BLOCKING=12_best': 43.698499999999996, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 42.330000000000005, 'M_BLOCKING=16_best': 42.330000000000005, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 42.09310000000001, 'M_BLOCKING=1_best': 42.09310000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 42.23773333333334, 'M_BLOCKING=2_best': 42.23773333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 41.965133333333334, 'M_BLOCKING=3_best': 41.965133333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 41.846000000000004, 'M_BLOCKING=6_best': 41.846000000000004, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 35.91073333333334, 'xsmm_reference_best': 35.91073333333334, 'xsmm_reference_cpu_freq': 2.499885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 69.18696666666666, 'M_BLOCKING=12_best': 69.18696666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 67.1529, 'M_BLOCKING=16_best': 67.1529, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 64.99766666666666, 'M_BLOCKING=1_best': 64.99766666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 64.76506666666667, 'M_BLOCKING=2_best': 64.76506666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 68.24193333333334, 'M_BLOCKING=3_best': 68.24193333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 67.7543, 'M_BLOCKING=6_best': 67.7543, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 66.50856666666667, 'xsmm_reference_best': 66.50856666666667, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 123.4982, 'M_BLOCKING=12_best': 123.4982, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 120.78466666666667, 'M_BLOCKING=16_best': 120.78466666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 119.28726666666667, 'M_BLOCKING=1_best': 119.28726666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 119.62983333333334, 'M_BLOCKING=2_best': 119.62983333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 123.92646666666666, 'M_BLOCKING=3_best': 123.92646666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 124.93356666666666, 'M_BLOCKING=6_best': 124.93356666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 105600, 'xsmm_reference_avg': 118.37323333333333, 'xsmm_reference_best': 118.37323333333333, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'sparse'}
