{'M_BLOCKING=12_avg': 4.492866666666667, 'M_BLOCKING=12_best': 4.492866666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.639966666666665, 'M_BLOCKING=16_best': 4.639966666666665, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.473566666666667, 'M_BLOCKING=1_best': 4.473566666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.478466666666667, 'M_BLOCKING=2_best': 4.478466666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.4732666666666665, 'M_BLOCKING=3_best': 4.4732666666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.488366666666667, 'M_BLOCKING=6_best': 4.488366666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.455033333333332, 'xsmm_reference_best': 4.455033333333332, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 7.200333333333333, 'M_BLOCKING=12_best': 7.200333333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 7.044500000000001, 'M_BLOCKING=16_best': 7.044500000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.3850999999999996, 'M_BLOCKING=1_best': 7.3850999999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.758866666666665, 'M_BLOCKING=2_best': 6.758866666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.993399999999999, 'M_BLOCKING=3_best': 6.993399999999999, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.839766666666667, 'M_BLOCKING=6_best': 6.839766666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.628633333333334, 'xsmm_reference_best': 6.628633333333334, 'xsmm_reference_cpu_freq': 2.499937, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 12.313833333333333, 'M_BLOCKING=12_best': 12.313833333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 11.5508, 'M_BLOCKING=16_best': 11.5508, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.557733333333335, 'M_BLOCKING=1_best': 11.557733333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.8105, 'M_BLOCKING=2_best': 11.8105, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 11.219966666666666, 'M_BLOCKING=3_best': 11.219966666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 11.205900000000002, 'M_BLOCKING=6_best': 11.205900000000002, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.008566666666667, 'xsmm_reference_best': 11.008566666666667, 'xsmm_reference_cpu_freq': 2.499927, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 21.14806666666667, 'M_BLOCKING=12_best': 21.14806666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 20.4362, 'M_BLOCKING=16_best': 20.4362, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 20.316300000000002, 'M_BLOCKING=1_best': 20.316300000000002, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 19.127666666666663, 'M_BLOCKING=2_best': 19.127666666666663, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 19.392466666666667, 'M_BLOCKING=3_best': 19.392466666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.390633333333334, 'M_BLOCKING=6_best': 20.390633333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.304266666666667, 'xsmm_reference_best': 19.304266666666667, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 37.79886666666666, 'M_BLOCKING=12_best': 37.79886666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.30323333333333, 'M_BLOCKING=16_best': 37.30323333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.74636666666667, 'M_BLOCKING=1_best': 36.74636666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.5819, 'M_BLOCKING=2_best': 36.5819, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.81756666666667, 'M_BLOCKING=3_best': 38.81756666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 39.0269, 'M_BLOCKING=6_best': 39.0269, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 39.933, 'xsmm_reference_best': 39.933, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 77.10593333333333, 'M_BLOCKING=12_best': 77.10593333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 77.94366666666666, 'M_BLOCKING=16_best': 77.94366666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 75.56223333333334, 'M_BLOCKING=1_best': 75.56223333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 76.67376666666665, 'M_BLOCKING=2_best': 76.67376666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 76.79943333333334, 'M_BLOCKING=3_best': 76.79943333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 78.99759999999999, 'M_BLOCKING=6_best': 78.99759999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 74.27666666666667, 'xsmm_reference_best': 74.27666666666667, 'xsmm_reference_cpu_freq': 2.499891, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 4.5889, 'M_BLOCKING=12_best': 4.5889, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.728566666666667, 'M_BLOCKING=16_best': 4.728566666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.578166666666666, 'M_BLOCKING=1_best': 4.578166666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.588400000000002, 'M_BLOCKING=2_best': 4.588400000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.5864666666666665, 'M_BLOCKING=3_best': 4.5864666666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.592866666666667, 'M_BLOCKING=6_best': 4.592866666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.471900000000001, 'xsmm_reference_best': 4.471900000000001, 'xsmm_reference_cpu_freq': 2.499924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 6.907166666666667, 'M_BLOCKING=12_best': 6.907166666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 7.0028, 'M_BLOCKING=16_best': 7.0028, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.0267333333333335, 'M_BLOCKING=1_best': 7.0267333333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.0316, 'M_BLOCKING=2_best': 7.0316, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.7085333333333335, 'M_BLOCKING=3_best': 6.7085333333333335, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.028899999999998, 'M_BLOCKING=6_best': 7.028899999999998, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 7.561800000000002, 'xsmm_reference_best': 7.561800000000002, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 12.5067, 'M_BLOCKING=12_best': 12.5067, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 12.254433333333333, 'M_BLOCKING=16_best': 12.254433333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.320666666666666, 'M_BLOCKING=1_best': 11.320666666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.815066666666667, 'M_BLOCKING=2_best': 11.815066666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 12.293666666666667, 'M_BLOCKING=3_best': 12.293666666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 11.497633333333333, 'M_BLOCKING=6_best': 11.497633333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.158566666666665, 'xsmm_reference_best': 11.158566666666665, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 20.9765, 'M_BLOCKING=12_best': 20.9765, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 20.8585, 'M_BLOCKING=16_best': 20.8585, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 20.08386666666667, 'M_BLOCKING=1_best': 20.08386666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 19.454933333333333, 'M_BLOCKING=2_best': 19.454933333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 20.286866666666665, 'M_BLOCKING=3_best': 20.286866666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.743933333333334, 'M_BLOCKING=6_best': 20.743933333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 20.508733333333332, 'xsmm_reference_best': 20.508733333333332, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 37.959266666666664, 'M_BLOCKING=12_best': 37.959266666666664, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.08156666666667, 'M_BLOCKING=16_best': 37.08156666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.981633333333335, 'M_BLOCKING=1_best': 36.981633333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.583099999999995, 'M_BLOCKING=2_best': 36.583099999999995, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.52776666666667, 'M_BLOCKING=3_best': 38.52776666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 39.904133333333334, 'M_BLOCKING=6_best': 39.904133333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 37.64906666666666, 'xsmm_reference_best': 37.64906666666666, 'xsmm_reference_cpu_freq': 2.499975, 'xsmm_reference_kernel_type': 'sparse'}
