{'M_BLOCKING=12_avg': 4.487100000000002, 'M_BLOCKING=12_best': 4.487100000000002, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.637566666666667, 'M_BLOCKING=16_best': 4.637566666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.465533333333334, 'M_BLOCKING=1_best': 4.465533333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.4713, 'M_BLOCKING=2_best': 4.4713, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.457933333333333, 'M_BLOCKING=3_best': 4.457933333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.473133333333333, 'M_BLOCKING=6_best': 4.473133333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.4636, 'xsmm_reference_best': 4.4636, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 7.369033333333333, 'M_BLOCKING=12_best': 7.369033333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 7.517233333333335, 'M_BLOCKING=16_best': 7.517233333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.9031666666666665, 'M_BLOCKING=1_best': 6.9031666666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.968933333333333, 'M_BLOCKING=2_best': 6.968933333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 7.0983, 'M_BLOCKING=3_best': 7.0983, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.855, 'M_BLOCKING=6_best': 6.855, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.5158, 'xsmm_reference_best': 6.5158, 'xsmm_reference_cpu_freq': 2.499891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 11.992600000000001, 'M_BLOCKING=12_best': 11.992600000000001, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 11.765033333333333, 'M_BLOCKING=16_best': 11.765033333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.362899999999998, 'M_BLOCKING=1_best': 11.362899999999998, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.428266666666667, 'M_BLOCKING=2_best': 11.428266666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 11.5391, 'M_BLOCKING=3_best': 11.5391, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 11.110533333333333, 'M_BLOCKING=6_best': 11.110533333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.642633333333333, 'xsmm_reference_best': 11.642633333333333, 'xsmm_reference_cpu_freq': 2.499948, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 21.261599999999998, 'M_BLOCKING=12_best': 21.261599999999998, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 21.0699, 'M_BLOCKING=16_best': 21.0699, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 19.721400000000003, 'M_BLOCKING=1_best': 19.721400000000003, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 20.07046666666667, 'M_BLOCKING=2_best': 20.07046666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 20.4416, 'M_BLOCKING=3_best': 20.4416, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.766466666666666, 'M_BLOCKING=6_best': 20.766466666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.484699999999997, 'xsmm_reference_best': 19.484699999999997, 'xsmm_reference_cpu_freq': 2.499949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 38.7458, 'M_BLOCKING=12_best': 38.7458, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.295966666666665, 'M_BLOCKING=16_best': 37.295966666666665, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 37.1661, 'M_BLOCKING=1_best': 37.1661, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 37.06103333333333, 'M_BLOCKING=2_best': 37.06103333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.7904, 'M_BLOCKING=3_best': 38.7904, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 39.02526666666667, 'M_BLOCKING=6_best': 39.02526666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 40.063433333333336, 'xsmm_reference_best': 40.063433333333336, 'xsmm_reference_cpu_freq': 2.499943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 76.57066666666667, 'M_BLOCKING=12_best': 76.57066666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 75.50543333333333, 'M_BLOCKING=16_best': 75.50543333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 74.9761, 'M_BLOCKING=1_best': 74.9761, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 75.05766666666666, 'M_BLOCKING=2_best': 75.05766666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 76.93173333333334, 'M_BLOCKING=3_best': 76.93173333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 78.4209, 'M_BLOCKING=6_best': 78.4209, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 72.62513333333332, 'xsmm_reference_best': 72.62513333333332, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 4.596733333333333, 'M_BLOCKING=12_best': 4.596733333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.706266666666666, 'M_BLOCKING=16_best': 4.706266666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.570533333333334, 'M_BLOCKING=1_best': 4.570533333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.586866666666666, 'M_BLOCKING=2_best': 4.586866666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.577866666666667, 'M_BLOCKING=3_best': 4.577866666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.587566666666667, 'M_BLOCKING=6_best': 4.587566666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.459966666666667, 'xsmm_reference_best': 4.459966666666667, 'xsmm_reference_cpu_freq': 2.499984, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 6.7371, 'M_BLOCKING=12_best': 6.7371, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.819533333333334, 'M_BLOCKING=16_best': 6.819533333333334, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.3942, 'M_BLOCKING=1_best': 6.3942, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.441833333333333, 'M_BLOCKING=2_best': 6.441833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.4859, 'M_BLOCKING=3_best': 6.4859, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.847933333333333, 'M_BLOCKING=6_best': 6.847933333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.735166666666667, 'xsmm_reference_best': 6.735166666666667, 'xsmm_reference_cpu_freq': 2.49995, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 12.3508, 'M_BLOCKING=12_best': 12.3508, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 11.3923, 'M_BLOCKING=16_best': 11.3923, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.379066666666667, 'M_BLOCKING=1_best': 11.379066666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.663333333333332, 'M_BLOCKING=2_best': 11.663333333333332, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 11.6486, 'M_BLOCKING=3_best': 11.6486, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 11.693733333333334, 'M_BLOCKING=6_best': 11.693733333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.701666666666664, 'xsmm_reference_best': 10.701666666666664, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 21.334400000000002, 'M_BLOCKING=12_best': 21.334400000000002, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 20.4287, 'M_BLOCKING=16_best': 20.4287, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.78173333333333, 'M_BLOCKING=1_best': 18.78173333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 19.118833333333335, 'M_BLOCKING=2_best': 19.118833333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 20.199866666666665, 'M_BLOCKING=3_best': 20.199866666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.79883333333333, 'M_BLOCKING=6_best': 20.79883333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 19.535933333333332, 'xsmm_reference_best': 19.535933333333332, 'xsmm_reference_cpu_freq': 2.499943, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 38.19546666666667, 'M_BLOCKING=12_best': 38.19546666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.60223333333333, 'M_BLOCKING=16_best': 37.60223333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.7966, 'M_BLOCKING=1_best': 36.7966, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.7636, 'M_BLOCKING=2_best': 36.7636, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.042, 'M_BLOCKING=3_best': 38.042, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 38.519866666666665, 'M_BLOCKING=6_best': 38.519866666666665, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 36.50866666666666, 'xsmm_reference_best': 36.50866666666666, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'sparse'}
