{'M_BLOCKING=12_avg': 7.963866666666666, 'M_BLOCKING=12_best': 7.963866666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.245233333333333, 'M_BLOCKING=16_best': 8.245233333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.913333333333333, 'M_BLOCKING=1_best': 7.913333333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.925033333333333, 'M_BLOCKING=2_best': 7.925033333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 7.9032, 'M_BLOCKING=3_best': 7.9032, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.938166666666667, 'M_BLOCKING=6_best': 7.938166666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.772833333333334, 'xsmm_reference_best': 7.772833333333334, 'xsmm_reference_cpu_freq': 2.499968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 14.065366666666668, 'M_BLOCKING=12_best': 14.065366666666668, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 14.7477, 'M_BLOCKING=16_best': 14.7477, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.882133333333336, 'M_BLOCKING=1_best': 13.882133333333336, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 14.612699999999998, 'M_BLOCKING=2_best': 14.612699999999998, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 13.835466666666665, 'M_BLOCKING=3_best': 13.835466666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 14.468666666666667, 'M_BLOCKING=6_best': 14.468666666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 11.5726, 'xsmm_reference_best': 11.5726, 'xsmm_reference_cpu_freq': 2.499895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 23.0898, 'M_BLOCKING=12_best': 23.0898, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 23.033333333333335, 'M_BLOCKING=16_best': 23.033333333333335, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 22.30276666666667, 'M_BLOCKING=1_best': 22.30276666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 22.436833333333333, 'M_BLOCKING=2_best': 22.436833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 22.887333333333334, 'M_BLOCKING=3_best': 22.887333333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 23.056966666666668, 'M_BLOCKING=6_best': 23.056966666666668, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 19.590600000000002, 'xsmm_reference_best': 19.590600000000002, 'xsmm_reference_cpu_freq': 2.499928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 38.419133333333335, 'M_BLOCKING=12_best': 38.419133333333335, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 38.01096666666667, 'M_BLOCKING=16_best': 38.01096666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.109633333333335, 'M_BLOCKING=1_best': 36.109633333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.9506, 'M_BLOCKING=2_best': 36.9506, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.537299999999995, 'M_BLOCKING=3_best': 38.537299999999995, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 38.20433333333334, 'M_BLOCKING=6_best': 38.20433333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 35.97293333333334, 'xsmm_reference_best': 35.97293333333334, 'xsmm_reference_cpu_freq': 2.499924, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 98.0392, 'M_BLOCKING=12_best': 98.0392, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 97.91633333333333, 'M_BLOCKING=16_best': 97.91633333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 99.52040000000001, 'M_BLOCKING=1_best': 99.52040000000001, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 95.76383333333334, 'M_BLOCKING=2_best': 95.76383333333334, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 96.60563333333333, 'M_BLOCKING=3_best': 96.60563333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 102.90126666666667, 'M_BLOCKING=6_best': 102.90126666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 80.69786666666667, 'xsmm_reference_best': 80.69786666666667, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 258.7441333333333, 'M_BLOCKING=12_best': 258.7441333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 260.9739666666667, 'M_BLOCKING=16_best': 260.9739666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 251.0049, 'M_BLOCKING=1_best': 251.0049, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 253.10150000000002, 'M_BLOCKING=2_best': 253.10150000000002, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 252.04433333333333, 'M_BLOCKING=3_best': 252.04433333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 263.1322333333333, 'M_BLOCKING=6_best': 263.1322333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 199.35346666666666, 'xsmm_reference_best': 199.35346666666666, 'xsmm_reference_cpu_freq': 2.499903, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 8.236533333333334, 'M_BLOCKING=12_best': 8.236533333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.541533333333332, 'M_BLOCKING=16_best': 8.541533333333332, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.1206, 'M_BLOCKING=1_best': 8.1206, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.158833333333332, 'M_BLOCKING=2_best': 8.158833333333332, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 8.237033333333333, 'M_BLOCKING=3_best': 8.237033333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 8.2171, 'M_BLOCKING=6_best': 8.2171, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.974466666666667, 'xsmm_reference_best': 7.974466666666667, 'xsmm_reference_cpu_freq': 2.499971, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 13.962899999999998, 'M_BLOCKING=12_best': 13.962899999999998, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 13.877433333333332, 'M_BLOCKING=16_best': 13.877433333333332, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 13.892633333333333, 'M_BLOCKING=1_best': 13.892633333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.5174, 'M_BLOCKING=2_best': 13.5174, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 13.682766666666664, 'M_BLOCKING=3_best': 13.682766666666664, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 13.655666666666667, 'M_BLOCKING=6_best': 13.655666666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 11.206966666666666, 'xsmm_reference_best': 11.206966666666666, 'xsmm_reference_cpu_freq': 2.499911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 23.2171, 'M_BLOCKING=12_best': 23.2171, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 22.503733333333336, 'M_BLOCKING=16_best': 22.503733333333336, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 23.0862, 'M_BLOCKING=1_best': 23.0862, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 22.645633333333333, 'M_BLOCKING=2_best': 22.645633333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 22.853566666666666, 'M_BLOCKING=3_best': 22.853566666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 22.367066666666666, 'M_BLOCKING=6_best': 22.367066666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 19.240066666666667, 'xsmm_reference_best': 19.240066666666667, 'xsmm_reference_cpu_freq': 2.499898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 37.8035, 'M_BLOCKING=12_best': 37.8035, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 36.3301, 'M_BLOCKING=16_best': 36.3301, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.133766666666666, 'M_BLOCKING=1_best': 36.133766666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 35.5362, 'M_BLOCKING=2_best': 35.5362, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 37.47666666666667, 'M_BLOCKING=3_best': 37.47666666666667, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 37.74883333333333, 'M_BLOCKING=6_best': 37.74883333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 36.70553333333333, 'xsmm_reference_best': 36.70553333333333, 'xsmm_reference_cpu_freq': 2.499916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 98.62246666666667, 'M_BLOCKING=12_best': 98.62246666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 97.34570000000001, 'M_BLOCKING=16_best': 97.34570000000001, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 98.9833, 'M_BLOCKING=1_best': 98.9833, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 95.11156666666668, 'M_BLOCKING=2_best': 95.11156666666668, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 95.812, 'M_BLOCKING=3_best': 95.812, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 99.72579999999999, 'M_BLOCKING=6_best': 99.72579999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 81.35776666666668, 'xsmm_reference_best': 81.35776666666668, 'xsmm_reference_cpu_freq': 2.499954, 'xsmm_reference_kernel_type': 'sparse'}
