{'M_BLOCKING=12_avg': 7.971133333333333, 'M_BLOCKING=12_best': 7.971133333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.2811, 'M_BLOCKING=16_best': 8.2811, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 7.923933333333332, 'M_BLOCKING=1_best': 7.923933333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 7.9429, 'M_BLOCKING=2_best': 7.9429, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 7.962000000000001, 'M_BLOCKING=3_best': 7.962000000000001, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.951766666666667, 'M_BLOCKING=6_best': 7.951766666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 7.845566666666667, 'xsmm_reference_best': 7.845566666666667, 'xsmm_reference_cpu_freq': 2.499969, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 14.246166666666666, 'M_BLOCKING=12_best': 14.246166666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 13.598166666666668, 'M_BLOCKING=16_best': 13.598166666666668, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.023533333333335, 'M_BLOCKING=1_best': 14.023533333333335, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.820300000000001, 'M_BLOCKING=2_best': 13.820300000000001, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 14.2186, 'M_BLOCKING=3_best': 14.2186, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 13.454266666666667, 'M_BLOCKING=6_best': 13.454266666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 11.501966666666666, 'xsmm_reference_best': 11.501966666666666, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 22.802, 'M_BLOCKING=12_best': 22.802, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 21.658366666666666, 'M_BLOCKING=16_best': 21.658366666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 21.91786666666667, 'M_BLOCKING=1_best': 21.91786666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 22.378833333333333, 'M_BLOCKING=2_best': 22.378833333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 22.274866666666664, 'M_BLOCKING=3_best': 22.274866666666664, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 22.529133333333334, 'M_BLOCKING=6_best': 22.529133333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 19.126199999999997, 'xsmm_reference_best': 19.126199999999997, 'xsmm_reference_cpu_freq': 2.499938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 37.90513333333333, 'M_BLOCKING=12_best': 37.90513333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.23786666666667, 'M_BLOCKING=16_best': 37.23786666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 34.995266666666666, 'M_BLOCKING=1_best': 34.995266666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 35.613166666666665, 'M_BLOCKING=2_best': 35.613166666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 37.852266666666665, 'M_BLOCKING=3_best': 37.852266666666665, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 37.063766666666666, 'M_BLOCKING=6_best': 37.063766666666666, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 35.16243333333333, 'xsmm_reference_best': 35.16243333333333, 'xsmm_reference_cpu_freq': 2.499877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 98.81556666666667, 'M_BLOCKING=12_best': 98.81556666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 96.89726666666667, 'M_BLOCKING=16_best': 96.89726666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 96.66306666666667, 'M_BLOCKING=1_best': 96.66306666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 95.99696666666667, 'M_BLOCKING=2_best': 95.99696666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 96.45613333333334, 'M_BLOCKING=3_best': 96.45613333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 99.84846666666667, 'M_BLOCKING=6_best': 99.84846666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 80.61766666666666, 'xsmm_reference_best': 80.61766666666666, 'xsmm_reference_cpu_freq': 2.499899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 264.98969999999997, 'M_BLOCKING=12_best': 264.98969999999997, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 272.7865333333333, 'M_BLOCKING=16_best': 272.7865333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 245.98123333333334, 'M_BLOCKING=1_best': 245.98123333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 249.05983333333333, 'M_BLOCKING=2_best': 249.05983333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 251.20706666666666, 'M_BLOCKING=3_best': 251.20706666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 263.606, 'M_BLOCKING=6_best': 263.606, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 57600, 'xsmm_reference_avg': 198.86743333333334, 'xsmm_reference_best': 198.86743333333334, 'xsmm_reference_cpu_freq': 2.49997, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 8.193466666666666, 'M_BLOCKING=12_best': 8.193466666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 8.5132, 'M_BLOCKING=16_best': 8.5132, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 8.108166666666667, 'M_BLOCKING=1_best': 8.108166666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 8.2313, 'M_BLOCKING=2_best': 8.2313, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 8.187066666666666, 'M_BLOCKING=3_best': 8.187066666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 8.153833333333333, 'M_BLOCKING=6_best': 8.153833333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 8.0984, 'xsmm_reference_best': 8.0984, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 14.877133333333331, 'M_BLOCKING=12_best': 14.877133333333331, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 13.998233333333333, 'M_BLOCKING=16_best': 13.998233333333333, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 14.4683, 'M_BLOCKING=1_best': 14.4683, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 13.6215, 'M_BLOCKING=2_best': 13.6215, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 13.4661, 'M_BLOCKING=3_best': 13.4661, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 14.0571, 'M_BLOCKING=6_best': 14.0571, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 10.952433333333333, 'xsmm_reference_best': 10.952433333333333, 'xsmm_reference_cpu_freq': 2.499905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 23.271966666666668, 'M_BLOCKING=12_best': 23.271966666666668, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 22.827999999999996, 'M_BLOCKING=16_best': 22.827999999999996, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 23.450833333333332, 'M_BLOCKING=1_best': 23.450833333333332, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 23.1343, 'M_BLOCKING=2_best': 23.1343, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 22.8682, 'M_BLOCKING=3_best': 22.8682, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 22.503733333333333, 'M_BLOCKING=6_best': 22.503733333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 19.3221, 'xsmm_reference_best': 19.3221, 'xsmm_reference_cpu_freq': 2.499911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 38.359233333333336, 'M_BLOCKING=12_best': 38.359233333333336, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.1776, 'M_BLOCKING=16_best': 37.1776, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.23866666666667, 'M_BLOCKING=1_best': 36.23866666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 35.766466666666666, 'M_BLOCKING=2_best': 35.766466666666666, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 37.525333333333336, 'M_BLOCKING=3_best': 37.525333333333336, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 37.8018, 'M_BLOCKING=6_best': 37.8018, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 36.971266666666665, 'xsmm_reference_best': 36.971266666666665, 'xsmm_reference_cpu_freq': 2.49994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 99.05446666666667, 'M_BLOCKING=12_best': 99.05446666666667, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 97.42586666666666, 'M_BLOCKING=16_best': 97.42586666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 95.18926666666667, 'M_BLOCKING=1_best': 95.18926666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 96.50633333333333, 'M_BLOCKING=2_best': 96.50633333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 95.3296, 'M_BLOCKING=3_best': 95.3296, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 99.78603333333334, 'M_BLOCKING=6_best': 99.78603333333334, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 57600, 'xsmm_reference_avg': 77.41133333333333, 'xsmm_reference_best': 77.41133333333333, 'xsmm_reference_cpu_freq': 2.499881, 'xsmm_reference_kernel_type': 'sparse'}
