{'M_BLOCKING=12_avg': 4.473366666666666, 'M_BLOCKING=12_best': 4.473366666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.638966666666667, 'M_BLOCKING=16_best': 4.638966666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.455333333333333, 'M_BLOCKING=1_best': 4.455333333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.470033333333333, 'M_BLOCKING=2_best': 4.470033333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.466333333333334, 'M_BLOCKING=3_best': 4.466333333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.4822999999999995, 'M_BLOCKING=6_best': 4.4822999999999995, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.345266666666666, 'xsmm_reference_best': 4.345266666666666, 'xsmm_reference_cpu_freq': 2.499941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 7.176333333333333, 'M_BLOCKING=12_best': 7.176333333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 6.898666666666667, 'M_BLOCKING=16_best': 6.898666666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.838366666666667, 'M_BLOCKING=1_best': 6.838366666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.842733333333333, 'M_BLOCKING=2_best': 6.842733333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.6654, 'M_BLOCKING=3_best': 6.6654, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 7.100133333333333, 'M_BLOCKING=6_best': 7.100133333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.521633333333333, 'xsmm_reference_best': 6.521633333333333, 'xsmm_reference_cpu_freq': 2.499967, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 11.6181, 'M_BLOCKING=12_best': 11.6181, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 11.430866666666667, 'M_BLOCKING=16_best': 11.430866666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.127666666666666, 'M_BLOCKING=1_best': 11.127666666666666, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.211633333333335, 'M_BLOCKING=2_best': 11.211633333333335, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 11.791666666666666, 'M_BLOCKING=3_best': 11.791666666666666, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 10.7527, 'M_BLOCKING=6_best': 10.7527, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 10.8907, 'xsmm_reference_best': 10.8907, 'xsmm_reference_cpu_freq': 2.499904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 21.288466666666668, 'M_BLOCKING=12_best': 21.288466666666668, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 20.592633333333332, 'M_BLOCKING=16_best': 20.592633333333332, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 18.751699999999996, 'M_BLOCKING=1_best': 18.751699999999996, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 18.6602, 'M_BLOCKING=2_best': 18.6602, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 20.6929, 'M_BLOCKING=3_best': 20.6929, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.96673333333333, 'M_BLOCKING=6_best': 20.96673333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 18.844133333333335, 'xsmm_reference_best': 18.844133333333335, 'xsmm_reference_cpu_freq': 2.499904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 38.54593333333333, 'M_BLOCKING=12_best': 38.54593333333333, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 37.648466666666664, 'M_BLOCKING=16_best': 37.648466666666664, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 36.137566666666665, 'M_BLOCKING=1_best': 36.137566666666665, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.75063333333333, 'M_BLOCKING=2_best': 36.75063333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.756033333333335, 'M_BLOCKING=3_best': 38.756033333333335, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 38.45803333333333, 'M_BLOCKING=6_best': 38.45803333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 38.754733333333334, 'xsmm_reference_best': 38.754733333333334, 'xsmm_reference_cpu_freq': 2.499968, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 76.91409999999999, 'M_BLOCKING=12_best': 76.91409999999999, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 75.25013333333332, 'M_BLOCKING=16_best': 75.25013333333332, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 75.2391, 'M_BLOCKING=1_best': 75.2391, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 74.21823333333333, 'M_BLOCKING=2_best': 74.21823333333333, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 76.42253333333333, 'M_BLOCKING=3_best': 76.42253333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 77.82363333333333, 'M_BLOCKING=6_best': 77.82363333333333, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'xsmm_reference_avg': 72.39703333333334, 'xsmm_reference_best': 72.39703333333334, 'xsmm_reference_cpu_freq': 2.499888, 'xsmm_reference_kernel_type': 'sparse'}
{'M_BLOCKING=12_avg': 4.578533333333334, 'M_BLOCKING=12_best': 4.578533333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 4.6963, 'M_BLOCKING=16_best': 4.6963, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 4.566433333333333, 'M_BLOCKING=1_best': 4.566433333333333, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 4.5778, 'M_BLOCKING=2_best': 4.5778, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 4.5711, 'M_BLOCKING=3_best': 4.5711, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 4.579899999999999, 'M_BLOCKING=6_best': 4.579899999999999, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 4.454233333333334, 'xsmm_reference_best': 4.454233333333334, 'xsmm_reference_cpu_freq': 2.499923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 6.6484, 'M_BLOCKING=12_best': 6.6484, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 7.0502, 'M_BLOCKING=16_best': 7.0502, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 6.908766666666667, 'M_BLOCKING=1_best': 6.908766666666667, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 6.5083, 'M_BLOCKING=2_best': 6.5083, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 6.6891333333333325, 'M_BLOCKING=3_best': 6.6891333333333325, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 6.5812, 'M_BLOCKING=6_best': 6.5812, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 6.3186, 'xsmm_reference_best': 6.3186, 'xsmm_reference_cpu_freq': 2.499934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 12.457066666666666, 'M_BLOCKING=12_best': 12.457066666666666, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 12.2516, 'M_BLOCKING=16_best': 12.2516, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 11.225133333333334, 'M_BLOCKING=1_best': 11.225133333333334, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 11.262966666666667, 'M_BLOCKING=2_best': 11.262966666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 11.003433333333334, 'M_BLOCKING=3_best': 11.003433333333334, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 11.233166666666667, 'M_BLOCKING=6_best': 11.233166666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 11.000566666666666, 'xsmm_reference_best': 11.000566666666666, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 20.961599999999997, 'M_BLOCKING=12_best': 20.961599999999997, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 20.143066666666666, 'M_BLOCKING=16_best': 20.143066666666666, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 19.1453, 'M_BLOCKING=1_best': 19.1453, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 20.132766666666665, 'M_BLOCKING=2_best': 20.132766666666665, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 19.962699999999998, 'M_BLOCKING=3_best': 19.962699999999998, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 20.362166666666667, 'M_BLOCKING=6_best': 20.362166666666667, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 20.76063333333333, 'xsmm_reference_best': 20.76063333333333, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'M_BLOCKING=12_avg': 37.702933333333334, 'M_BLOCKING=12_best': 37.702933333333334, 'M_BLOCKING=12_kernel_type': 'dense', 'M_BLOCKING=16_avg': 36.79546666666667, 'M_BLOCKING=16_best': 36.79546666666667, 'M_BLOCKING=16_kernel_type': 'dense', 'M_BLOCKING=1_avg': 35.975166666666674, 'M_BLOCKING=1_best': 35.975166666666674, 'M_BLOCKING=1_kernel_type': 'dense', 'M_BLOCKING=2_avg': 36.41596666666667, 'M_BLOCKING=2_best': 36.41596666666667, 'M_BLOCKING=2_kernel_type': 'dense', 'M_BLOCKING=3_avg': 38.46403333333333, 'M_BLOCKING=3_best': 38.46403333333333, 'M_BLOCKING=3_kernel_type': 'dense', 'M_BLOCKING=6_avg': 38.5488, 'M_BLOCKING=6_best': 38.5488, 'M_BLOCKING=6_kernel_type': 'dense', 'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'xsmm_reference_avg': 36.42856666666667, 'xsmm_reference_best': 36.42856666666667, 'xsmm_reference_cpu_freq': 2.499877, 'xsmm_reference_kernel_type': 'sparse'}
