{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 0.9918898528857036, 'speedup_best_over_ref': 0.9918898528857036, 'xsmm_custom_avg': 265.1, 'xsmm_custom_best': 265.1, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 262.95000000000005, 'xsmm_reference_best': 262.95000000000005, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 0.9991857697607416, 'speedup_best_over_ref': 0.9991857697607416, 'xsmm_custom_avg': 159.66, 'xsmm_custom_best': 159.66, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 159.53, 'xsmm_reference_best': 159.53, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'speedup_avg_over_ref': 0.9013515456506112, 'speedup_best_over_ref': 0.9013515456506112, 'xsmm_custom_avg': 208.64999999999998, 'xsmm_custom_best': 208.64999999999998, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 188.067, 'xsmm_reference_best': 188.067, 'xsmm_reference_cpu_freq': 2.999831, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 1.0036584294481607, 'speedup_best_over_ref': 1.0036584294481607, 'xsmm_custom_avg': 159.358, 'xsmm_custom_best': 159.358, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 159.941, 'xsmm_reference_best': 159.941, 'xsmm_reference_cpu_freq': 2.99995, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 1.0083360381861575, 'speedup_best_over_ref': 1.0083360381861575, 'xsmm_custom_avg': 261.875, 'xsmm_custom_best': 261.875, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 264.058, 'xsmm_reference_best': 264.058, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 0.9724083186488014, 'speedup_best_over_ref': 0.9724083186488014, 'xsmm_custom_avg': 240.616, 'xsmm_custom_best': 240.616, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 233.977, 'xsmm_reference_best': 233.977, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 1.0105069204654267, 'speedup_best_over_ref': 1.0105069204654267, 'xsmm_custom_avg': 344.63, 'xsmm_custom_best': 344.63, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 348.251, 'xsmm_reference_best': 348.251, 'xsmm_reference_cpu_freq': 2.999947, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'speedup_avg_over_ref': 1.02492255702619, 'speedup_best_over_ref': 1.02492255702619, 'xsmm_custom_avg': 333.794, 'xsmm_custom_best': 333.794, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 342.113, 'xsmm_reference_best': 342.113, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'speedup_avg_over_ref': 1.0755690730111258, 'speedup_best_over_ref': 1.0755690730111258, 'xsmm_custom_avg': 355.754, 'xsmm_custom_best': 355.754, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 382.63800000000003, 'xsmm_reference_best': 382.63800000000003, 'xsmm_reference_cpu_freq': 2.999892, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'speedup_avg_over_ref': 0.9997548286143849, 'speedup_best_over_ref': 0.9997548286143849, 'xsmm_custom_avg': 277.357, 'xsmm_custom_best': 277.357, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 277.289, 'xsmm_reference_best': 277.289, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 0.9471856752437987, 'speedup_best_over_ref': 0.9471856752437987, 'xsmm_custom_avg': 267.844, 'xsmm_custom_best': 267.844, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 253.698, 'xsmm_reference_best': 253.698, 'xsmm_reference_cpu_freq': 2.999887, 'xsmm_reference_kernel_type': 'wide-sparse'}
