{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 0.9763931085237673, 'speedup_best_over_ref': 0.9763931085237673, 'xsmm_custom_avg': 264.965, 'xsmm_custom_best': 264.965, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 258.71, 'xsmm_reference_best': 258.71, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 1.0700060880316833, 'speedup_best_over_ref': 1.0700060880316833, 'xsmm_custom_avg': 159.32899999999995, 'xsmm_custom_best': 159.32899999999995, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 170.483, 'xsmm_reference_best': 170.483, 'xsmm_reference_cpu_freq': 2.999872, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'speedup_avg_over_ref': 0.938501018492631, 'speedup_best_over_ref': 0.938501018492631, 'xsmm_custom_avg': 200.296, 'xsmm_custom_best': 200.296, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 187.978, 'xsmm_reference_best': 187.978, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 1.000934913693035, 'speedup_best_over_ref': 1.000934913693035, 'xsmm_custom_avg': 159.373, 'xsmm_custom_best': 159.373, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 159.52200000000005, 'xsmm_reference_best': 159.52200000000005, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'speedup_avg_over_ref': 0.9824530599313694, 'speedup_best_over_ref': 0.9824530599313694, 'xsmm_custom_avg': 261.983, 'xsmm_custom_best': 261.983, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 257.38599999999997, 'xsmm_reference_best': 257.38599999999997, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 0.9759197796765766, 'speedup_best_over_ref': 0.9759197796765766, 'xsmm_custom_avg': 240.73699999999997, 'xsmm_custom_best': 240.73699999999997, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 234.94, 'xsmm_reference_best': 234.94, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 1.0152222441837482, 'speedup_best_over_ref': 1.0152222441837482, 'xsmm_custom_avg': 344.036, 'xsmm_custom_best': 344.036, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 349.273, 'xsmm_reference_best': 349.273, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'speedup_avg_over_ref': 1.0010370552426742, 'speedup_best_over_ref': 1.0010370552426742, 'xsmm_custom_avg': 333.63699999999994, 'xsmm_custom_best': 333.63699999999994, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 333.983, 'xsmm_reference_best': 333.983, 'xsmm_reference_cpu_freq': 2.999855, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'speedup_avg_over_ref': 1.1138011231822145, 'speedup_best_over_ref': 1.1138011231822145, 'xsmm_custom_avg': 345.269, 'xsmm_custom_best': 345.269, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 384.56100000000004, 'xsmm_reference_best': 384.56100000000004, 'xsmm_reference_cpu_freq': 2.999886, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'speedup_avg_over_ref': 0.9990569433446114, 'speedup_best_over_ref': 0.9990569433446114, 'xsmm_custom_avg': 277.82000000000005, 'xsmm_custom_best': 277.82000000000005, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 277.558, 'xsmm_reference_best': 277.558, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'speedup_avg_over_ref': 0.9401190658828723, 'speedup_best_over_ref': 0.9401190658828723, 'xsmm_custom_avg': 267.247, 'xsmm_custom_best': 267.247, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 251.244, 'xsmm_reference_best': 251.244, 'xsmm_reference_cpu_freq': 2.999843, 'xsmm_reference_kernel_type': 'wide-sparse'}
