{'N_BLOCKING=1_avg': 264.307, 'N_BLOCKING=1_best': 264.307, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.0, 'N_BLOCKING=2_best': 258.0, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 260.79, 'N_BLOCKING=3_best': 260.79, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 262.63800000000003, 'xsmm_reference_best': 262.63800000000003, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 157.865, 'N_BLOCKING=1_best': 157.865, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.392, 'N_BLOCKING=2_best': 158.392, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.422, 'N_BLOCKING=3_best': 159.422, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 160.848, 'xsmm_reference_best': 160.848, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.323, 'N_BLOCKING=1_best': 199.323, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 186.798, 'N_BLOCKING=2_best': 186.798, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 192.821, 'N_BLOCKING=3_best': 192.821, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 188.676, 'xsmm_reference_best': 188.676, 'xsmm_reference_cpu_freq': 2.999916, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 158.837, 'N_BLOCKING=1_best': 158.837, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.631, 'N_BLOCKING=2_best': 158.631, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.554, 'N_BLOCKING=3_best': 159.554, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 158.876, 'xsmm_reference_best': 158.876, 'xsmm_reference_cpu_freq': 2.999909, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 261.22299999999996, 'N_BLOCKING=1_best': 261.22299999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.228, 'N_BLOCKING=2_best': 257.228, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.68499999999995, 'N_BLOCKING=3_best': 258.68499999999995, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 261.5, 'xsmm_reference_best': 261.5, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 239.927, 'N_BLOCKING=1_best': 239.927, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 233.852, 'N_BLOCKING=2_best': 233.852, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 236.429, 'N_BLOCKING=3_best': 236.429, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 234.336, 'xsmm_reference_best': 234.336, 'xsmm_reference_cpu_freq': 2.999923, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 341.677, 'N_BLOCKING=1_best': 341.677, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 388.848, 'N_BLOCKING=2_best': 388.848, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.304, 'N_BLOCKING=3_best': 381.304, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 382.991, 'xsmm_reference_best': 382.991, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 332.067, 'N_BLOCKING=1_best': 332.067, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 354.52200000000005, 'N_BLOCKING=2_best': 354.52200000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 351.701, 'N_BLOCKING=3_best': 351.701, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 332.549, 'xsmm_reference_best': 332.549, 'xsmm_reference_cpu_freq': 2.999851, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 343.563, 'N_BLOCKING=1_best': 343.563, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 394.876, 'N_BLOCKING=2_best': 394.876, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.76, 'N_BLOCKING=3_best': 376.76, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 388.128, 'xsmm_reference_best': 388.128, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 276.297, 'N_BLOCKING=1_best': 276.297, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 273.885, 'N_BLOCKING=2_best': 273.885, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 269.634, 'N_BLOCKING=3_best': 269.634, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 274.784, 'xsmm_reference_best': 274.784, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 265.709, 'N_BLOCKING=1_best': 265.709, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 248.731, 'N_BLOCKING=2_best': 248.731, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.605, 'N_BLOCKING=3_best': 248.605, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 252.739, 'xsmm_reference_best': 252.739, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'wide-sparse'}
