{'N_BLOCKING=1_avg': 264.681, 'N_BLOCKING=1_best': 264.681, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.489, 'N_BLOCKING=2_best': 258.489, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 261.118, 'N_BLOCKING=3_best': 261.118, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 262.776, 'xsmm_reference_best': 262.776, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 158.339, 'N_BLOCKING=1_best': 158.339, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.625, 'N_BLOCKING=2_best': 158.625, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.49, 'N_BLOCKING=3_best': 159.49, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.168, 'xsmm_reference_best': 159.168, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.888, 'N_BLOCKING=1_best': 199.888, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 187.18200000000002, 'N_BLOCKING=2_best': 187.18200000000002, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 193.267, 'N_BLOCKING=3_best': 193.267, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 189.193, 'xsmm_reference_best': 189.193, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 157.797, 'N_BLOCKING=1_best': 157.797, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 159.09400000000005, 'N_BLOCKING=2_best': 159.09400000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.734, 'N_BLOCKING=3_best': 159.734, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.626, 'xsmm_reference_best': 159.626, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 261.719, 'N_BLOCKING=1_best': 261.719, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.565, 'N_BLOCKING=2_best': 257.565, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.9, 'N_BLOCKING=3_best': 258.9, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 257.652, 'xsmm_reference_best': 257.652, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 240.17999999999995, 'N_BLOCKING=1_best': 240.17999999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.92, 'N_BLOCKING=2_best': 231.92, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 235.02099999999996, 'N_BLOCKING=3_best': 235.02099999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 233.394, 'xsmm_reference_best': 233.394, 'xsmm_reference_cpu_freq': 2.999853, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 342.021, 'N_BLOCKING=1_best': 342.021, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 390.34400000000005, 'N_BLOCKING=2_best': 390.34400000000005, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.154, 'N_BLOCKING=3_best': 381.154, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 347.36300000000006, 'xsmm_reference_best': 347.36300000000006, 'xsmm_reference_cpu_freq': 2.999932, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 333.416, 'N_BLOCKING=1_best': 333.416, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 354.51, 'N_BLOCKING=2_best': 354.51, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.461, 'N_BLOCKING=3_best': 352.461, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 333.324, 'xsmm_reference_best': 333.324, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 343.82500000000005, 'N_BLOCKING=1_best': 343.82500000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.022, 'N_BLOCKING=2_best': 395.022, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.686, 'N_BLOCKING=3_best': 376.686, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 381.208, 'xsmm_reference_best': 381.208, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 276.591, 'N_BLOCKING=1_best': 276.591, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 274.14, 'N_BLOCKING=2_best': 274.14, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 271.826, 'N_BLOCKING=3_best': 271.826, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 271.76099999999997, 'xsmm_reference_best': 271.76099999999997, 'xsmm_reference_cpu_freq': 2.999894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 266.673, 'N_BLOCKING=1_best': 266.673, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.182, 'N_BLOCKING=2_best': 251.182, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.985, 'N_BLOCKING=3_best': 248.985, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 250.979, 'xsmm_reference_best': 250.979, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
