{'N_BLOCKING=1_avg': 266.269, 'N_BLOCKING=1_best': 266.269, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.286, 'N_BLOCKING=2_best': 258.286, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 261.395, 'N_BLOCKING=3_best': 261.395, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 258.616, 'xsmm_reference_best': 258.616, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 157.81899999999996, 'N_BLOCKING=1_best': 157.81899999999996, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.418, 'N_BLOCKING=2_best': 158.418, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.399, 'N_BLOCKING=3_best': 159.399, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.241, 'xsmm_reference_best': 159.241, 'xsmm_reference_cpu_freq': 2.99985, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.625, 'N_BLOCKING=1_best': 199.625, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 186.929, 'N_BLOCKING=2_best': 186.929, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 192.716, 'N_BLOCKING=3_best': 192.716, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 189.006, 'xsmm_reference_best': 189.006, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 157.493, 'N_BLOCKING=1_best': 157.493, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 159.108, 'N_BLOCKING=2_best': 159.108, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.767, 'N_BLOCKING=3_best': 159.767, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.079, 'xsmm_reference_best': 159.079, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 261.533, 'N_BLOCKING=1_best': 261.533, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.404, 'N_BLOCKING=2_best': 257.404, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.999, 'N_BLOCKING=3_best': 258.999, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 257.388, 'xsmm_reference_best': 257.388, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 240.054, 'N_BLOCKING=1_best': 240.054, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 232.36, 'N_BLOCKING=2_best': 232.36, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 235.925, 'N_BLOCKING=3_best': 235.925, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 235.34299999999996, 'xsmm_reference_best': 235.34299999999996, 'xsmm_reference_cpu_freq': 2.999866, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 342.009, 'N_BLOCKING=1_best': 342.009, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 390.041, 'N_BLOCKING=2_best': 390.041, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.461, 'N_BLOCKING=3_best': 381.461, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 379.975, 'xsmm_reference_best': 379.975, 'xsmm_reference_cpu_freq': 2.99994, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 332.452, 'N_BLOCKING=1_best': 332.452, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 355.449, 'N_BLOCKING=2_best': 355.449, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.34799999999996, 'N_BLOCKING=3_best': 352.34799999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 347.21799999999996, 'xsmm_reference_best': 347.21799999999996, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 347.196, 'N_BLOCKING=1_best': 347.196, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.344, 'N_BLOCKING=2_best': 395.344, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.63, 'N_BLOCKING=3_best': 376.63, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 383.93899999999996, 'xsmm_reference_best': 383.93899999999996, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 277.3, 'N_BLOCKING=1_best': 277.3, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 265.97, 'N_BLOCKING=2_best': 265.97, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 271.514, 'N_BLOCKING=3_best': 271.514, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 272.737, 'xsmm_reference_best': 272.737, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 266.89, 'N_BLOCKING=1_best': 266.89, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 250.486, 'N_BLOCKING=2_best': 250.486, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.576, 'N_BLOCKING=3_best': 249.576, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 253.764, 'xsmm_reference_best': 253.764, 'xsmm_reference_cpu_freq': 2.999941, 'xsmm_reference_kernel_type': 'wide-sparse'}
