{'N_BLOCKING=1_avg': 264.75300000000004, 'N_BLOCKING=1_best': 264.75300000000004, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.484, 'N_BLOCKING=2_best': 258.484, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 260.871, 'N_BLOCKING=3_best': 260.871, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 263.197, 'xsmm_reference_best': 263.197, 'xsmm_reference_cpu_freq': 2.99992, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 158.27, 'N_BLOCKING=1_best': 158.27, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.697, 'N_BLOCKING=2_best': 158.697, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.34500000000003, 'N_BLOCKING=3_best': 159.34500000000003, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 158.942, 'xsmm_reference_best': 158.942, 'xsmm_reference_cpu_freq': 2.99986, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.927, 'N_BLOCKING=1_best': 199.927, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 187.257, 'N_BLOCKING=2_best': 187.257, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 194.70600000000002, 'N_BLOCKING=3_best': 194.70600000000002, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 188.615, 'xsmm_reference_best': 188.615, 'xsmm_reference_cpu_freq': 2.999885, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 158.215, 'N_BLOCKING=1_best': 158.215, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 159.029, 'N_BLOCKING=2_best': 159.029, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.60900000000004, 'N_BLOCKING=3_best': 159.60900000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.09799999999996, 'xsmm_reference_best': 159.09799999999996, 'xsmm_reference_cpu_freq': 2.999852, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 261.565, 'N_BLOCKING=1_best': 261.565, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.496, 'N_BLOCKING=2_best': 257.496, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.7, 'N_BLOCKING=3_best': 258.7, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 257.622, 'xsmm_reference_best': 257.622, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 239.47, 'N_BLOCKING=1_best': 239.47, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.667, 'N_BLOCKING=2_best': 231.667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 235.532, 'N_BLOCKING=3_best': 235.532, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 235.612, 'xsmm_reference_best': 235.612, 'xsmm_reference_cpu_freq': 2.99989, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 343.41099999999994, 'N_BLOCKING=1_best': 343.41099999999994, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 390.403, 'N_BLOCKING=2_best': 390.403, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.649, 'N_BLOCKING=3_best': 381.649, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 381.244, 'xsmm_reference_best': 381.244, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 332.93600000000004, 'N_BLOCKING=1_best': 332.93600000000004, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 355.232, 'N_BLOCKING=2_best': 355.232, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.36300000000006, 'N_BLOCKING=3_best': 352.36300000000006, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 348.334, 'xsmm_reference_best': 348.334, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 343.706, 'N_BLOCKING=1_best': 343.706, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.664, 'N_BLOCKING=2_best': 395.664, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 377.17100000000005, 'N_BLOCKING=3_best': 377.17100000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 384.251, 'xsmm_reference_best': 384.251, 'xsmm_reference_cpu_freq': 2.999882, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 277.178, 'N_BLOCKING=1_best': 277.178, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 274.639, 'N_BLOCKING=2_best': 274.639, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 271.174, 'N_BLOCKING=3_best': 271.174, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 273.232, 'xsmm_reference_best': 273.232, 'xsmm_reference_cpu_freq': 2.999907, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 266.061, 'N_BLOCKING=1_best': 266.061, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 248.222, 'N_BLOCKING=2_best': 248.222, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 249.632, 'N_BLOCKING=3_best': 249.632, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 251.993, 'xsmm_reference_best': 251.993, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
