{'N_BLOCKING=1_avg': 264.369, 'N_BLOCKING=1_best': 264.369, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.072, 'N_BLOCKING=2_best': 258.072, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 261.196, 'N_BLOCKING=3_best': 261.196, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 258.341, 'xsmm_reference_best': 258.341, 'xsmm_reference_cpu_freq': 2.999859, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 158.415, 'N_BLOCKING=1_best': 158.415, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.46, 'N_BLOCKING=2_best': 158.46, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.488, 'N_BLOCKING=3_best': 159.488, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 158.93200000000002, 'xsmm_reference_best': 158.93200000000002, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.857, 'N_BLOCKING=1_best': 199.857, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 186.794, 'N_BLOCKING=2_best': 186.794, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 192.476, 'N_BLOCKING=3_best': 192.476, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 189.614, 'xsmm_reference_best': 189.614, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 157.572, 'N_BLOCKING=1_best': 157.572, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.839, 'N_BLOCKING=2_best': 158.839, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.939, 'N_BLOCKING=3_best': 159.939, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.154, 'xsmm_reference_best': 159.154, 'xsmm_reference_cpu_freq': 2.999888, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 260.971, 'N_BLOCKING=1_best': 260.971, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.192, 'N_BLOCKING=2_best': 257.192, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.898, 'N_BLOCKING=3_best': 258.898, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 257.619, 'xsmm_reference_best': 257.619, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 240.089, 'N_BLOCKING=1_best': 240.089, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.516, 'N_BLOCKING=2_best': 231.516, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 236.328, 'N_BLOCKING=3_best': 236.328, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 240.956, 'xsmm_reference_best': 240.956, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 341.988, 'N_BLOCKING=1_best': 341.988, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 389.898, 'N_BLOCKING=2_best': 389.898, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.87, 'N_BLOCKING=3_best': 381.87, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 383.11, 'xsmm_reference_best': 383.11, 'xsmm_reference_cpu_freq': 2.999853, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 333.345, 'N_BLOCKING=1_best': 333.345, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 355.62, 'N_BLOCKING=2_best': 355.62, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.37, 'N_BLOCKING=3_best': 352.37, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 333.453, 'xsmm_reference_best': 333.453, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 343.578, 'N_BLOCKING=1_best': 343.578, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.881, 'N_BLOCKING=2_best': 395.881, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.852, 'N_BLOCKING=3_best': 376.852, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 383.397, 'xsmm_reference_best': 383.397, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 276.772, 'N_BLOCKING=1_best': 276.772, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 268.60699999999997, 'N_BLOCKING=2_best': 268.60699999999997, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 268.084, 'N_BLOCKING=3_best': 268.084, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 278.074, 'xsmm_reference_best': 278.074, 'xsmm_reference_cpu_freq': 2.999884, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 266.387, 'N_BLOCKING=1_best': 266.387, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 248.195, 'N_BLOCKING=2_best': 248.195, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 248.071, 'N_BLOCKING=3_best': 248.071, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 249.746, 'xsmm_reference_best': 249.746, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 341.935, 'N_BLOCKING=1_best': 341.935, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 391.49, 'N_BLOCKING=2_best': 391.49, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.687, 'N_BLOCKING=3_best': 381.687, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 383.298, 'xsmm_reference_best': 383.298, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 332.831, 'N_BLOCKING=1_best': 332.831, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 355.033, 'N_BLOCKING=2_best': 355.033, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.457, 'N_BLOCKING=3_best': 352.457, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 347.267, 'xsmm_reference_best': 347.267, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 343.57000000000005, 'N_BLOCKING=1_best': 343.57000000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.348, 'N_BLOCKING=2_best': 395.348, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.79100000000005, 'N_BLOCKING=3_best': 376.79100000000005, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 388.536, 'xsmm_reference_best': 388.536, 'xsmm_reference_cpu_freq': 2.999893, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 276.523, 'N_BLOCKING=1_best': 276.523, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 274.01300000000003, 'N_BLOCKING=2_best': 274.01300000000003, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 274.494, 'N_BLOCKING=3_best': 274.494, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 276.65200000000004, 'xsmm_reference_best': 276.65200000000004, 'xsmm_reference_cpu_freq': 2.999917, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 315.71900000000005, 'N_BLOCKING=1_best': 315.71900000000005, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 319.909, 'N_BLOCKING=2_best': 319.909, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 319.21000000000004, 'N_BLOCKING=3_best': 319.21000000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 64, 'a_nonzero': 96, 'a_rows': 96, 'a_size': 6144, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.015625, 'mat_file': 'data/example_mats/hex/p3/gauss-legendre-lobatto/m0.txt', 'size_n': 1800000, 'xsmm_reference_avg': 317.048, 'xsmm_reference_best': 317.048, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'sparse'}
