{'N_BLOCKING=1_avg': 264.184, 'N_BLOCKING=1_best': 264.184, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 258.658, 'N_BLOCKING=2_best': 258.658, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 261.68100000000004, 'N_BLOCKING=3_best': 261.68100000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9000000, 'xsmm_reference_avg': 263.115, 'xsmm_reference_best': 263.115, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 158.957, 'N_BLOCKING=1_best': 158.957, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.989, 'N_BLOCKING=2_best': 158.989, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 159.657, 'N_BLOCKING=3_best': 159.657, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.304, 'xsmm_reference_best': 159.304, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 199.785, 'N_BLOCKING=1_best': 199.785, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 187.621, 'N_BLOCKING=2_best': 187.621, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 193.05100000000004, 'N_BLOCKING=3_best': 193.05100000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 6000000, 'xsmm_reference_avg': 188.056, 'xsmm_reference_best': 188.056, 'xsmm_reference_cpu_freq': 2.999912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 158.239, 'N_BLOCKING=1_best': 158.239, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 158.924, 'N_BLOCKING=2_best': 158.924, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 160.164, 'N_BLOCKING=3_best': 160.164, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9000000, 'xsmm_reference_avg': 159.114, 'xsmm_reference_best': 159.114, 'xsmm_reference_cpu_freq': 2.999904, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 261.525, 'N_BLOCKING=1_best': 261.525, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 257.54, 'N_BLOCKING=2_best': 257.54, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 258.983, 'N_BLOCKING=3_best': 258.983, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9000000, 'xsmm_reference_avg': 262.634, 'xsmm_reference_best': 262.634, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 240.13, 'N_BLOCKING=1_best': 240.13, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 231.856, 'N_BLOCKING=2_best': 231.856, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 234.889, 'N_BLOCKING=3_best': 234.889, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 241.22299999999996, 'xsmm_reference_best': 241.22299999999996, 'xsmm_reference_cpu_freq': 2.999937, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 342.98, 'N_BLOCKING=1_best': 342.98, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 392.876, 'N_BLOCKING=2_best': 392.876, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 381.946, 'N_BLOCKING=3_best': 381.946, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 3555552, 'xsmm_reference_avg': 377.563, 'xsmm_reference_best': 377.563, 'xsmm_reference_cpu_freq': 2.999935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 332.60799999999995, 'N_BLOCKING=1_best': 332.60799999999995, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 355.241, 'N_BLOCKING=2_best': 355.241, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 352.09799999999996, 'N_BLOCKING=3_best': 352.09799999999996, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 2133312, 'xsmm_reference_avg': 332.675, 'xsmm_reference_best': 332.675, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 344.077, 'N_BLOCKING=1_best': 344.077, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 395.837, 'N_BLOCKING=2_best': 395.837, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 376.81100000000004, 'N_BLOCKING=3_best': 376.81100000000004, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 2666640, 'xsmm_reference_avg': 385.683, 'xsmm_reference_best': 385.683, 'xsmm_reference_cpu_freq': 2.999942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 276.954, 'N_BLOCKING=1_best': 276.954, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 274.467, 'N_BLOCKING=2_best': 274.467, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 266.726, 'N_BLOCKING=3_best': 266.726, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 2666640, 'xsmm_reference_avg': 278.799, 'xsmm_reference_best': 278.799, 'xsmm_reference_cpu_freq': 2.999859, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 266.675, 'N_BLOCKING=1_best': 266.675, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 251.63, 'N_BLOCKING=2_best': 251.63, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 250.748, 'N_BLOCKING=3_best': 250.748, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 3555552, 'xsmm_reference_avg': 250.507, 'xsmm_reference_best': 250.507, 'xsmm_reference_cpu_freq': 2.999989, 'xsmm_reference_kernel_type': 'wide-sparse'}
