{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m0.txt', 'speedup_avg_over_ref': 0.8974364822332711, 'speedup_best_over_ref': 0.9414432989690722, 'xsmm_custom_avg': 2.740375, 'xsmm_custom_best': 2.425, 'xsmm_reference_avg': 2.4593125000000002, 'xsmm_reference_best': 2.283}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m3.txt', 'speedup_avg_over_ref': 1.0113249950425607, 'speedup_best_over_ref': 1.0043588812204867, 'xsmm_custom_avg': 2.8366458333333324, 'xsmm_custom_best': 2.753, 'xsmm_reference_avg': 2.868770833333333, 'xsmm_reference_best': 2.765}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 4, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m6.txt', 'speedup_avg_over_ref': 1.004811610969421, 'speedup_best_over_ref': 0.9912093766648908, 'xsmm_custom_avg': 3.9617708333333344, 'xsmm_custom_best': 3.754, 'xsmm_reference_avg': 3.980833333333333, 'xsmm_reference_best': 3.721}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m132.txt', 'speedup_avg_over_ref': 0.9275722639933166, 'speedup_best_over_ref': 0.9720848056537101, 'xsmm_custom_avg': 3.1171874999999996, 'xsmm_custom_best': 2.83, 'xsmm_reference_avg': 2.8914166666666663, 'xsmm_reference_best': 2.751}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats_small/hex/p1/gauss-legendre/m460.txt', 'speedup_avg_over_ref': 0.9998112185432638, 'speedup_best_over_ref': 0.9932203389830508, 'xsmm_custom_avg': 2.538208333333334, 'xsmm_custom_best': 2.36, 'xsmm_reference_avg': 2.5377291666666673, 'xsmm_reference_best': 2.344}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre-lobatto/m0.txt', 'speedup_avg_over_ref': 1.0012890938018975, 'speedup_best_over_ref': 0.9985873710976126, 'xsmm_custom_avg': 7.175583333333335, 'xsmm_custom_best': 7.079, 'xsmm_reference_avg': 7.184833333333333, 'xsmm_reference_best': 7.069}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre-lobatto/m3.txt', 'speedup_avg_over_ref': 1.0440144251913095, 'speedup_best_over_ref': 1.0121343722059013, 'xsmm_custom_avg': 8.289895833333334, 'xsmm_custom_best': 7.829, 'xsmm_reference_avg': 8.654770833333332, 'xsmm_reference_best': 7.924}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre-lobatto/m6.txt', 'speedup_avg_over_ref': 1.0004001341803337, 'speedup_best_over_ref': 1.0027753432661408, 'xsmm_custom_avg': 13.849520833333335, 'xsmm_custom_best': 13.692, 'xsmm_reference_avg': 13.855062499999995, 'xsmm_reference_best': 13.73}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre-lobatto/m132.txt', 'speedup_avg_over_ref': 1.0355963721358683, 'speedup_best_over_ref': 1.0099812850904555, 'xsmm_custom_avg': 19.359416666666668, 'xsmm_custom_best': 17.633, 'xsmm_reference_avg': 20.048541666666665, 'xsmm_reference_best': 17.809}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 6, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre-lobatto/m460.txt', 'speedup_avg_over_ref': 0.9929568497771697, 'speedup_best_over_ref': 1.0020086083213775, 'xsmm_custom_avg': 10.962187499999999, 'xsmm_custom_best': 10.455, 'xsmm_reference_avg': 10.884979166666666, 'xsmm_reference_best': 10.476}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats_small/hex/p2/gauss-legendre/m0.txt', 'speedup_avg_over_ref': 0.9885167680286739, 'speedup_best_over_ref': 0.9879563894523327, 'xsmm_custom_avg': 8.300145833333335, 'xsmm_custom_best': 7.888, 'xsmm_reference_avg': 8.204833333333333, 'xsmm_reference_best': 7.793}
