{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0437091955294897, 'speedup_best_over_ref': 1.0437091955294897, 'xsmm_custom_avg': 3.0123333333333333, 'xsmm_custom_best': 3.0123333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.1439999999999997, 'xsmm_reference_best': 3.1439999999999997, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.111078837169898, 'speedup_best_over_ref': 1.111078837169898, 'xsmm_custom_avg': 1.3771, 'xsmm_custom_best': 1.3771, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.5300666666666667, 'xsmm_reference_best': 1.5300666666666667, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0254865663704145, 'speedup_best_over_ref': 1.0254865663704145, 'xsmm_custom_avg': 3.2592333333333334, 'xsmm_custom_best': 3.2592333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.3423000000000003, 'xsmm_reference_best': 3.3423000000000003, 'xsmm_reference_cpu_freq': 2.499894, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.089717741935484, 'speedup_best_over_ref': 1.089717741935484, 'xsmm_custom_avg': 1.3888, 'xsmm_custom_best': 1.3888, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.5134, 'xsmm_reference_best': 1.5134, 'xsmm_reference_cpu_freq': 2.499935, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.031822265603336, 'speedup_best_over_ref': 1.031822265603336, 'xsmm_custom_avg': 3.0052333333333334, 'xsmm_custom_best': 3.0052333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.1008666666666653, 'xsmm_reference_best': 3.1008666666666653, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.027384974864384, 'speedup_best_over_ref': 1.027384974864384, 'xsmm_custom_avg': 6.876033333333334, 'xsmm_custom_best': 6.876033333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.064333333333334, 'xsmm_reference_best': 7.064333333333334, 'xsmm_reference_cpu_freq': 2.499939, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9109927862023418, 'speedup_best_over_ref': 0.9109927862023418, 'xsmm_custom_avg': 10.4984, 'xsmm_custom_best': 10.4984, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.563966666666666, 'xsmm_reference_best': 9.563966666666666, 'xsmm_reference_cpu_freq': 2.499899, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9807458026414513, 'speedup_best_over_ref': 0.9807458026414513, 'xsmm_custom_avg': 16.526266666666668, 'xsmm_custom_best': 16.526266666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.208066666666664, 'xsmm_reference_best': 16.208066666666664, 'xsmm_reference_cpu_freq': 2.499942, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.028317475196503, 'speedup_best_over_ref': 1.028317475196503, 'xsmm_custom_avg': 13.939566666666668, 'xsmm_custom_best': 13.939566666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.3343, 'xsmm_reference_best': 14.3343, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.100495818841116, 'speedup_best_over_ref': 1.100495818841116, 'xsmm_custom_avg': 10.359966666666667, 'xsmm_custom_best': 10.359966666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.401100000000001, 'xsmm_reference_best': 11.401100000000001, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0816679131677853, 'speedup_best_over_ref': 1.0816679131677853, 'xsmm_custom_avg': 7.041933333333334, 'xsmm_custom_best': 7.041933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.6170333333333335, 'xsmm_reference_best': 7.6170333333333335, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'wide-sparse'}
