{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0296433931251339, 'speedup_best_over_ref': 1.0296433931251339, 'xsmm_custom_avg': 2.3321666666666667, 'xsmm_custom_best': 2.3321666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.4013, 'xsmm_reference_best': 2.4013, 'xsmm_reference_cpu_freq': 2.499931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1411742352270569, 'speedup_best_over_ref': 1.1411742352270569, 'xsmm_custom_avg': 1.0526, 'xsmm_custom_best': 1.0526, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2012, 'xsmm_reference_best': 1.2012, 'xsmm_reference_cpu_freq': 2.499934, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.028088919524384, 'speedup_best_over_ref': 1.028088919524384, 'xsmm_custom_avg': 2.5146333333333333, 'xsmm_custom_best': 2.5146333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.585266666666667, 'xsmm_reference_best': 2.585266666666667, 'xsmm_reference_cpu_freq': 2.49991, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.098345033512277, 'speedup_best_over_ref': 1.098345033512277, 'xsmm_custom_avg': 1.0493666666666668, 'xsmm_custom_best': 1.0493666666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1525666666666665, 'xsmm_reference_best': 1.1525666666666665, 'xsmm_reference_cpu_freq': 2.499906, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0259374239974821, 'speedup_best_over_ref': 1.0259374239974821, 'xsmm_custom_avg': 2.3299666666666665, 'xsmm_custom_best': 2.3299666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3904, 'xsmm_reference_best': 2.3904, 'xsmm_reference_cpu_freq': 2.499936, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9989812041313089, 'speedup_best_over_ref': 0.9989812041313089, 'xsmm_custom_avg': 5.463966666666666, 'xsmm_custom_best': 5.463966666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.4584, 'xsmm_reference_best': 5.4584, 'xsmm_reference_cpu_freq': 2.499953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9677889007773072, 'speedup_best_over_ref': 0.9677889007773072, 'xsmm_custom_avg': 6.8227, 'xsmm_custom_best': 6.8227, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.6029333333333335, 'xsmm_reference_best': 6.6029333333333335, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.94666740633313, 'speedup_best_over_ref': 0.94666740633313, 'xsmm_custom_avg': 12.6183, 'xsmm_custom_best': 12.6183, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.945333333333334, 'xsmm_reference_best': 11.945333333333334, 'xsmm_reference_cpu_freq': 2.499883, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9243355593365922, 'speedup_best_over_ref': 0.9243355593365922, 'xsmm_custom_avg': 10.1677, 'xsmm_custom_best': 10.1677, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.398366666666668, 'xsmm_reference_best': 9.398366666666668, 'xsmm_reference_cpu_freq': 2.499982, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0431437117078357, 'speedup_best_over_ref': 1.0431437117078357, 'xsmm_custom_avg': 8.057566666666666, 'xsmm_custom_best': 8.057566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.405199999999999, 'xsmm_reference_best': 8.405199999999999, 'xsmm_reference_cpu_freq': 2.499926, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0772286880750714, 'speedup_best_over_ref': 1.0772286880750714, 'xsmm_custom_avg': 5.4703333333333335, 'xsmm_custom_best': 5.4703333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 5.892799999999999, 'xsmm_reference_best': 5.892799999999999, 'xsmm_reference_cpu_freq': 2.4999, 'xsmm_reference_kernel_type': 'wide-sparse'}
