{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0310803489490619, 'speedup_best_over_ref': 1.0310803489490619, 'xsmm_custom_avg': 3.0147666666666666, 'xsmm_custom_best': 3.0147666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.1084666666666667, 'xsmm_reference_best': 3.1084666666666667, 'xsmm_reference_cpu_freq': 2.499932, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.1025524592514697, 'speedup_best_over_ref': 1.1025524592514697, 'xsmm_custom_avg': 1.3947333333333334, 'xsmm_custom_best': 1.3947333333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.5377666666666667, 'xsmm_reference_best': 1.5377666666666667, 'xsmm_reference_cpu_freq': 2.499933, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0672757899035272, 'speedup_best_over_ref': 1.0672757899035272, 'xsmm_custom_avg': 3.2651666666666666, 'xsmm_custom_best': 3.2651666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.4848333333333334, 'xsmm_reference_best': 3.4848333333333334, 'xsmm_reference_cpu_freq': 2.499872, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0978163181034275, 'speedup_best_over_ref': 1.0978163181034275, 'xsmm_custom_avg': 1.3722999999999999, 'xsmm_custom_best': 1.3722999999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.5065333333333333, 'xsmm_reference_best': 1.5065333333333333, 'xsmm_reference_cpu_freq': 2.499956, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0290793213714693, 'speedup_best_over_ref': 1.0290793213714693, 'xsmm_custom_avg': 3.002133333333333, 'xsmm_custom_best': 3.002133333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.0894333333333335, 'xsmm_reference_best': 3.0894333333333335, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0234616146344055, 'speedup_best_over_ref': 1.0234616146344055, 'xsmm_custom_avg': 6.900633333333333, 'xsmm_custom_best': 6.900633333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.0625333333333336, 'xsmm_reference_best': 7.0625333333333336, 'xsmm_reference_cpu_freq': 2.499944, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9542256150821355, 'speedup_best_over_ref': 0.9542256150821355, 'xsmm_custom_avg': 10.265566666666667, 'xsmm_custom_best': 10.265566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.795666666666667, 'xsmm_reference_best': 9.795666666666667, 'xsmm_reference_cpu_freq': 2.499929, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9799301555914242, 'speedup_best_over_ref': 0.9799301555914242, 'xsmm_custom_avg': 16.7897, 'xsmm_custom_best': 16.7897, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 16.452733333333335, 'xsmm_reference_best': 16.452733333333335, 'xsmm_reference_cpu_freq': 2.499975, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 105600, 'speedup_avg_over_ref': 0.9993905448714234, 'speedup_best_over_ref': 0.9993905448714234, 'xsmm_custom_avg': 14.384433333333334, 'xsmm_custom_best': 14.384433333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 14.375666666666666, 'xsmm_reference_best': 14.375666666666666, 'xsmm_reference_cpu_freq': 2.499946, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0568869413925315, 'speedup_best_over_ref': 1.0568869413925315, 'xsmm_custom_avg': 10.345666666666666, 'xsmm_custom_best': 10.345666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.9342, 'xsmm_reference_best': 10.9342, 'xsmm_reference_cpu_freq': 2.499981, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 105600, 'speedup_avg_over_ref': 1.0835169802791433, 'speedup_best_over_ref': 1.0835169802791433, 'xsmm_custom_avg': 7.0788, 'xsmm_custom_best': 7.0788, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.67, 'xsmm_reference_best': 7.67, 'xsmm_reference_cpu_freq': 2.499913, 'xsmm_reference_kernel_type': 'wide-sparse'}
