{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0428816466552315, 'speedup_best_over_ref': 1.0428816466552315, 'xsmm_custom_avg': 0.2720666666666667, 'xsmm_custom_best': 0.2720666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.28373333333333334, 'xsmm_reference_best': 0.28373333333333334, 'xsmm_reference_cpu_freq': 2.499911, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1118245050829318, 'speedup_best_over_ref': 1.1118245050829318, 'xsmm_custom_avg': 0.1246, 'xsmm_custom_best': 0.1246, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.13853333333333331, 'xsmm_reference_best': 0.13853333333333331, 'xsmm_reference_cpu_freq': 2.499915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0404257728456574, 'speedup_best_over_ref': 1.0404257728456574, 'xsmm_custom_avg': 0.29436666666666667, 'xsmm_custom_best': 0.29436666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.3062666666666667, 'xsmm_reference_best': 0.3062666666666667, 'xsmm_reference_cpu_freq': 2.499903, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0674464907914385, 'speedup_best_over_ref': 1.0674464907914385, 'xsmm_custom_avg': 0.13393333333333332, 'xsmm_custom_best': 0.13393333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.14296666666666666, 'xsmm_reference_best': 0.14296666666666666, 'xsmm_reference_cpu_freq': 2.499901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0309963099630994, 'speedup_best_over_ref': 1.0309963099630994, 'xsmm_custom_avg': 0.271, 'xsmm_custom_best': 0.271, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.2794, 'xsmm_reference_best': 0.2794, 'xsmm_reference_cpu_freq': 2.499972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0289313547560583, 'speedup_best_over_ref': 1.0289313547560583, 'xsmm_custom_avg': 0.6244666666666667, 'xsmm_custom_best': 0.6244666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6425333333333333, 'xsmm_reference_best': 0.6425333333333333, 'xsmm_reference_cpu_freq': 2.499987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0836998533919766, 'speedup_best_over_ref': 1.0836998533919766, 'xsmm_custom_avg': 0.5002, 'xsmm_custom_best': 0.5002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.5420666666666667, 'xsmm_reference_best': 0.5420666666666667, 'xsmm_reference_cpu_freq': 2.499965, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0182563912788727, 'speedup_best_over_ref': 1.0182563912788727, 'xsmm_custom_avg': 1.0809, 'xsmm_custom_best': 1.0809, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1006333333333334, 'xsmm_reference_best': 1.1006333333333334, 'xsmm_reference_cpu_freq': 2.499912, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.038545307197488, 'speedup_best_over_ref': 1.038545307197488, 'xsmm_custom_avg': 0.6580999999999999, 'xsmm_custom_best': 0.6580999999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6834666666666667, 'xsmm_reference_best': 0.6834666666666667, 'xsmm_reference_cpu_freq': 2.499978, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0986519826938894, 'speedup_best_over_ref': 1.0986519826938894, 'xsmm_custom_avg': 0.9322333333333332, 'xsmm_custom_best': 0.9322333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.0242, 'xsmm_reference_best': 1.0242, 'xsmm_reference_cpu_freq': 2.499984, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0837679949926977, 'speedup_best_over_ref': 1.0837679949926977, 'xsmm_custom_avg': 0.6390666666666667, 'xsmm_custom_best': 0.6390666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 0.6926, 'xsmm_reference_best': 0.6926, 'xsmm_reference_cpu_freq': 2.499925, 'xsmm_reference_kernel_type': 'wide-sparse'}
