{'N_BLOCKING=1_avg': 0.2792533333333333, 'N_BLOCKING=1_best': 0.2792533333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.27544, 'N_BLOCKING=2_best': 0.27544, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.2740666666666667, 'N_BLOCKING=3_best': 0.2740666666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.27920666666666666, 'xsmm_reference_best': 0.27920666666666666, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 0.13175333333333333, 'N_BLOCKING=1_best': 0.13175333333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.12879666666666667, 'N_BLOCKING=2_best': 0.12879666666666667, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.13207000000000002, 'N_BLOCKING=3_best': 0.13207000000000002, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.12988666666666668, 'xsmm_reference_best': 0.12988666666666668, 'xsmm_reference_cpu_freq': 2.999864, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.30400666666666665, 'N_BLOCKING=1_best': 0.30400666666666665, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.29467333333333334, 'N_BLOCKING=2_best': 0.29467333333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.2939966666666667, 'N_BLOCKING=3_best': 0.2939966666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 576, 'a_unique': 2, 'alpha': 1.0, 'beta': 0.0, 'density': 0.08333333333333333, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.2961833333333334, 'xsmm_reference_best': 0.2961833333333334, 'xsmm_reference_cpu_freq': 2.999915, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.13213, 'N_BLOCKING=1_best': 0.13213, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.13029333333333334, 'N_BLOCKING=2_best': 0.13029333333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.13001666666666667, 'N_BLOCKING=3_best': 0.13001666666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 24, 'a_nonzero': 48, 'a_rows': 8, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.12941666666666668, 'xsmm_reference_best': 0.12941666666666668, 'xsmm_reference_cpu_freq': 2.999887, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.27681666666666666, 'N_BLOCKING=1_best': 0.27681666666666666, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.2747400000000001, 'N_BLOCKING=2_best': 0.2747400000000001, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.27304666666666666, 'N_BLOCKING=3_best': 0.27304666666666666, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 8, 'a_nonzero': 48, 'a_rows': 24, 'a_size': 192, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.25, 'mat_file': 'data/example_mats/hex/p1/gauss-legendre/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.27637, 'xsmm_reference_best': 0.27637, 'xsmm_reference_cpu_freq': 2.999978, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 0.6354733333333333, 'N_BLOCKING=1_best': 0.6354733333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.6266700000000001, 'N_BLOCKING=2_best': 0.6266700000000001, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.6303233333333332, 'N_BLOCKING=3_best': 0.6303233333333332, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 54, 'a_rows': 54, 'a_size': 1458, 'a_unique': 1, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.6266733333333334, 'xsmm_reference_best': 0.6266733333333334, 'xsmm_reference_cpu_freq': 2.999889, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.5041366666666667, 'N_BLOCKING=1_best': 0.5041366666666667, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.50432, 'N_BLOCKING=2_best': 0.50432, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.50522, 'N_BLOCKING=3_best': 0.50522, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 27, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m3.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.50943, 'xsmm_reference_best': 0.50943, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 1.0760833333333333, 'N_BLOCKING=1_best': 1.0760833333333333, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 1.0756700000000001, 'N_BLOCKING=2_best': 1.0756700000000001, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 1.07683, 'N_BLOCKING=3_best': 1.07683, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 54, 'a_nonzero': 162, 'a_rows': 81, 'a_size': 4374, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.037037037037037035, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m6.txt', 'size_n': 9600, 'xsmm_reference_avg': 1.0649866666666665, 'xsmm_reference_best': 1.0649866666666665, 'xsmm_reference_cpu_freq': 2.999976, 'xsmm_reference_kernel_type': 'sparse'}
{'N_BLOCKING=1_avg': 0.61757, 'N_BLOCKING=1_best': 0.61757, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.6373800000000002, 'N_BLOCKING=2_best': 0.6373800000000002, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.65228, 'N_BLOCKING=3_best': 0.65228, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 81, 'a_nonzero': 216, 'a_rows': 27, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m132.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.61654, 'xsmm_reference_best': 0.61654, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.9931533333333334, 'N_BLOCKING=1_best': 0.9931533333333334, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.9679733333333334, 'N_BLOCKING=2_best': 0.9679733333333334, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.9542366666666667, 'N_BLOCKING=3_best': 0.9542366666666667, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 216, 'a_rows': 81, 'a_size': 2187, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.09876543209876543, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre-lobatto/m460.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.9617399999999999, 'xsmm_reference_best': 0.9617399999999999, 'xsmm_reference_cpu_freq': 2.999952, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'N_BLOCKING=1_avg': 0.7061499999999999, 'N_BLOCKING=1_best': 0.7061499999999999, 'N_BLOCKING=1_kernel_type': 'dense', 'N_BLOCKING=2_avg': 0.6628733333333333, 'N_BLOCKING=2_best': 0.6628733333333333, 'N_BLOCKING=2_kernel_type': 'dense', 'N_BLOCKING=3_avg': 0.65936, 'N_BLOCKING=3_best': 0.65936, 'N_BLOCKING=3_kernel_type': 'dense', 'a_cols': 27, 'a_nonzero': 162, 'a_rows': 54, 'a_size': 1458, 'a_unique': 3, 'alpha': 1.0, 'beta': 0.0, 'density': 0.1111111111111111, 'mat_file': 'data/example_mats/hex/p2/gauss-legendre/m0.txt', 'size_n': 9600, 'xsmm_reference_avg': 0.7046499999999999, 'xsmm_reference_best': 0.7046499999999999, 'xsmm_reference_cpu_freq': 2.999934, 'xsmm_reference_kernel_type': 'sparse'}
