{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9778027767107502, 'speedup_best_over_ref': 0.9778027767107502, 'xsmm_custom_avg': 1.2148666666666665, 'xsmm_custom_best': 1.2148666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1879, 'xsmm_reference_best': 1.1879, 'xsmm_reference_cpu_freq': 2.999928, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9954013377926422, 'speedup_best_over_ref': 0.9954013377926422, 'xsmm_custom_avg': 1.8338666666666665, 'xsmm_custom_best': 1.8338666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.8254333333333332, 'xsmm_reference_best': 1.8254333333333332, 'xsmm_reference_cpu_freq': 2.999861, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9155329922394533, 'speedup_best_over_ref': 0.9155329922394533, 'xsmm_custom_avg': 2.5212999999999997, 'xsmm_custom_best': 2.5212999999999997, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.308333333333333, 'xsmm_reference_best': 2.308333333333333, 'xsmm_reference_cpu_freq': 2.999905, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0263280305144664, 'speedup_best_over_ref': 1.0263280305144664, 'xsmm_custom_avg': 3.941300000000001, 'xsmm_custom_best': 3.941300000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.045066666666667, 'xsmm_reference_best': 4.045066666666667, 'xsmm_reference_cpu_freq': 2.999931, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.1081706655570334, 'speedup_best_over_ref': 1.1081706655570334, 'xsmm_custom_avg': 8.971933333333334, 'xsmm_custom_best': 8.971933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.942433333333334, 'xsmm_reference_best': 9.942433333333334, 'xsmm_reference_cpu_freq': 2.99993, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8203605124471844, 'speedup_best_over_ref': 0.8203605124471844, 'xsmm_custom_avg': 27.564466666666664, 'xsmm_custom_best': 27.564466666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 22.6128, 'xsmm_reference_best': 22.6128, 'xsmm_reference_cpu_freq': 2.999946, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9705013964622956, 'speedup_best_over_ref': 0.9705013964622956, 'xsmm_custom_avg': 1.2531666666666665, 'xsmm_custom_best': 1.2531666666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2162, 'xsmm_reference_best': 1.2162, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9083722330974251, 'speedup_best_over_ref': 0.9083722330974251, 'xsmm_custom_avg': 1.7709333333333332, 'xsmm_custom_best': 1.7709333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6086666666666667, 'xsmm_reference_best': 1.6086666666666667, 'xsmm_reference_cpu_freq': 2.999881, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8900757326308857, 'speedup_best_over_ref': 0.8900757326308857, 'xsmm_custom_avg': 2.5308333333333333, 'xsmm_custom_best': 2.5308333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.2526333333333333, 'xsmm_reference_best': 2.2526333333333333, 'xsmm_reference_cpu_freq': 2.999951, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.03122738238842, 'speedup_best_over_ref': 1.03122738238842, 'xsmm_custom_avg': 4.421333333333333, 'xsmm_custom_best': 4.421333333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.5594, 'xsmm_reference_best': 4.5594, 'xsmm_reference_cpu_freq': 2.999871, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0330696968241713, 'speedup_best_over_ref': 1.0330696968241713, 'xsmm_custom_avg': 9.023366666666668, 'xsmm_custom_best': 9.023366666666668, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.321766666666667, 'xsmm_reference_best': 9.321766666666667, 'xsmm_reference_cpu_freq': 2.999906, 'xsmm_reference_kernel_type': 'sparse'}
