{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.998190052339612, 'speedup_best_over_ref': 0.998190052339612, 'xsmm_custom_avg': 4.254266666666667, 'xsmm_custom_best': 4.254266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.246566666666667, 'xsmm_reference_best': 4.246566666666667, 'xsmm_reference_cpu_freq': 2.999899, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0060632288205789, 'speedup_best_over_ref': 1.0060632288205789, 'xsmm_custom_avg': 7.163399999999999, 'xsmm_custom_best': 7.163399999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.206833333333334, 'xsmm_reference_best': 7.206833333333334, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9952160895600104, 'speedup_best_over_ref': 0.9952160895600104, 'xsmm_custom_avg': 11.266933333333332, 'xsmm_custom_best': 11.266933333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.213033333333332, 'xsmm_reference_best': 11.213033333333332, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0150127896007748, 'speedup_best_over_ref': 1.0150127896007748, 'xsmm_custom_avg': 18.6219, 'xsmm_custom_best': 18.6219, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.901466666666668, 'xsmm_reference_best': 18.901466666666668, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.1024473840805524, 'speedup_best_over_ref': 1.1024473840805524, 'xsmm_custom_avg': 34.05813333333334, 'xsmm_custom_best': 34.05813333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 37.5473, 'xsmm_reference_best': 37.5473, 'xsmm_reference_cpu_freq': 2.999837, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9726413015944806, 'speedup_best_over_ref': 0.9726413015944806, 'xsmm_custom_avg': 68.69113333333333, 'xsmm_custom_best': 68.69113333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 66.81183333333334, 'xsmm_reference_best': 66.81183333333334, 'xsmm_reference_cpu_freq': 2.999936, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9822321230354669, 'speedup_best_over_ref': 0.9822321230354669, 'xsmm_custom_avg': 4.354299999999999, 'xsmm_custom_best': 4.354299999999999, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.276933333333333, 'xsmm_reference_best': 4.276933333333333, 'xsmm_reference_cpu_freq': 2.999898, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9690065045686852, 'speedup_best_over_ref': 0.9690065045686852, 'xsmm_custom_avg': 6.887466666666667, 'xsmm_custom_best': 6.887466666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.674, 'xsmm_reference_best': 6.674, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9315234267307052, 'speedup_best_over_ref': 0.9315234267307052, 'xsmm_custom_avg': 11.486166666666666, 'xsmm_custom_best': 11.486166666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.699633333333335, 'xsmm_reference_best': 10.699633333333335, 'xsmm_reference_cpu_freq': 2.999953, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0488703545231186, 'speedup_best_over_ref': 1.0488703545231186, 'xsmm_custom_avg': 18.735966666666666, 'xsmm_custom_best': 18.735966666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.6516, 'xsmm_reference_best': 19.6516, 'xsmm_reference_cpu_freq': 2.999938, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9940604840865891, 'speedup_best_over_ref': 0.9940604840865891, 'xsmm_custom_avg': 34.2845, 'xsmm_custom_best': 34.2845, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.080866666666665, 'xsmm_reference_best': 34.080866666666665, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'sparse'}
