{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.996831437175183, 'speedup_best_over_ref': 0.996831437175183, 'xsmm_custom_avg': 4.239566666666667, 'xsmm_custom_best': 4.239566666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.226133333333333, 'xsmm_reference_best': 4.226133333333333, 'xsmm_reference_cpu_freq': 2.999848, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.997918438254827, 'speedup_best_over_ref': 0.997918438254827, 'xsmm_custom_avg': 6.389433333333333, 'xsmm_custom_best': 6.389433333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.376133333333333, 'xsmm_reference_best': 6.376133333333333, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9858793650793651, 'speedup_best_over_ref': 0.9858793650793651, 'xsmm_custom_avg': 10.5, 'xsmm_custom_best': 10.5, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.351733333333334, 'xsmm_reference_best': 10.351733333333334, 'xsmm_reference_cpu_freq': 2.999897, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9878012332617628, 'speedup_best_over_ref': 0.9878012332617628, 'xsmm_custom_avg': 18.179433333333336, 'xsmm_custom_best': 18.179433333333336, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 17.957666666666668, 'xsmm_reference_best': 17.957666666666668, 'xsmm_reference_cpu_freq': 2.999972, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.102504118216074, 'speedup_best_over_ref': 1.102504118216074, 'xsmm_custom_avg': 32.94306666666667, 'xsmm_custom_best': 32.94306666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 36.31986666666667, 'xsmm_reference_best': 36.31986666666667, 'xsmm_reference_cpu_freq': 2.999959, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9855928667550748, 'speedup_best_over_ref': 0.9855928667550748, 'xsmm_custom_avg': 68.06813333333334, 'xsmm_custom_best': 68.06813333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 67.08746666666667, 'xsmm_reference_best': 67.08746666666667, 'xsmm_reference_cpu_freq': 2.999879, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9810524542203094, 'speedup_best_over_ref': 0.9810524542203094, 'xsmm_custom_avg': 4.352366666666667, 'xsmm_custom_best': 4.352366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.269900000000001, 'xsmm_reference_best': 4.269900000000001, 'xsmm_reference_cpu_freq': 2.999965, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9886617955137702, 'speedup_best_over_ref': 0.9886617955137702, 'xsmm_custom_avg': 6.523666666666667, 'xsmm_custom_best': 6.523666666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 6.449699999999999, 'xsmm_reference_best': 6.449699999999999, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9048387607202758, 'speedup_best_over_ref': 0.9048387607202758, 'xsmm_custom_avg': 11.586300000000001, 'xsmm_custom_best': 11.586300000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.483733333333333, 'xsmm_reference_best': 10.483733333333333, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0117165783814968, 'speedup_best_over_ref': 1.0117165783814968, 'xsmm_custom_avg': 19.067, 'xsmm_custom_best': 19.067, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.290399999999998, 'xsmm_reference_best': 19.290399999999998, 'xsmm_reference_cpu_freq': 2.999901, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0141685899857793, 'speedup_best_over_ref': 1.0141685899857793, 'xsmm_custom_avg': 33.26136666666667, 'xsmm_custom_best': 33.26136666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 33.73263333333333, 'xsmm_reference_best': 33.73263333333333, 'xsmm_reference_cpu_freq': 2.999903, 'xsmm_reference_kernel_type': 'sparse'}
