{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9952512768528984, 'speedup_best_over_ref': 0.9952512768528984, 'xsmm_custom_avg': 4.2748333333333335, 'xsmm_custom_best': 4.2748333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.254533333333332, 'xsmm_reference_best': 4.254533333333332, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.001501225490196, 'speedup_best_over_ref': 1.001501225490196, 'xsmm_custom_avg': 7.616, 'xsmm_custom_best': 7.616, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.627433333333333, 'xsmm_reference_best': 7.627433333333333, 'xsmm_reference_cpu_freq': 2.999919, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9923437522961396, 'speedup_best_over_ref': 0.9923437522961396, 'xsmm_custom_avg': 11.3415, 'xsmm_custom_best': 11.3415, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.254666666666667, 'xsmm_reference_best': 11.254666666666667, 'xsmm_reference_cpu_freq': 2.99987, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0142606219855093, 'speedup_best_over_ref': 1.0142606219855093, 'xsmm_custom_avg': 18.825733333333332, 'xsmm_custom_best': 18.825733333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.0942, 'xsmm_reference_best': 19.0942, 'xsmm_reference_cpu_freq': 2.999914, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0997361999220812, 'speedup_best_over_ref': 1.0997361999220812, 'xsmm_custom_avg': 34.394733333333335, 'xsmm_custom_best': 34.394733333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 37.82513333333333, 'xsmm_reference_best': 37.82513333333333, 'xsmm_reference_cpu_freq': 2.999925, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9715404683313307, 'speedup_best_over_ref': 0.9715404683313307, 'xsmm_custom_avg': 68.88143333333333, 'xsmm_custom_best': 68.88143333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 66.9211, 'xsmm_reference_best': 66.9211, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0045941219781567, 'speedup_best_over_ref': 1.0045941219781567, 'xsmm_custom_avg': 4.3461333333333325, 'xsmm_custom_best': 4.3461333333333325, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 4.3660999999999985, 'xsmm_reference_best': 4.3660999999999985, 'xsmm_reference_cpu_freq': 2.999945, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0616436672549665, 'speedup_best_over_ref': 1.0616436672549665, 'xsmm_custom_avg': 6.780366666666667, 'xsmm_custom_best': 6.780366666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 7.198333333333333, 'xsmm_reference_best': 7.198333333333333, 'xsmm_reference_cpu_freq': 2.999895, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 0.9387979255837127, 'speedup_best_over_ref': 0.9387979255837127, 'xsmm_custom_avg': 11.7752, 'xsmm_custom_best': 11.7752, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 11.054533333333334, 'xsmm_reference_best': 11.054533333333334, 'xsmm_reference_cpu_freq': 2.999865, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0414334821522144, 'speedup_best_over_ref': 1.0414334821522144, 'xsmm_custom_avg': 19.0836, 'xsmm_custom_best': 19.0836, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 19.8743, 'xsmm_reference_best': 19.8743, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 33600, 'speedup_avg_over_ref': 1.0025199078567337, 'speedup_best_over_ref': 1.0025199078567337, 'xsmm_custom_avg': 34.2076, 'xsmm_custom_best': 34.2076, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 34.293800000000005, 'xsmm_reference_best': 34.293800000000005, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'sparse'}
