{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9746526731153918, 'speedup_best_over_ref': 0.9746526731153918, 'xsmm_custom_avg': 1.2164333333333335, 'xsmm_custom_best': 1.2164333333333335, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.1856, 'xsmm_reference_best': 1.1856, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8952145512288426, 'speedup_best_over_ref': 0.8952145512288426, 'xsmm_custom_avg': 1.8472666666666666, 'xsmm_custom_best': 1.8472666666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.6537, 'xsmm_reference_best': 1.6537, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.895094330040881, 'speedup_best_over_ref': 0.895094330040881, 'xsmm_custom_avg': 2.625533333333332, 'xsmm_custom_best': 2.625533333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.3501, 'xsmm_reference_best': 2.3501, 'xsmm_reference_cpu_freq': 2.999877, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0158875124333122, 'speedup_best_over_ref': 1.0158875124333122, 'xsmm_custom_avg': 3.6863333333333332, 'xsmm_custom_best': 3.6863333333333332, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.7449, 'xsmm_reference_best': 3.7449, 'xsmm_reference_cpu_freq': 2.999849, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.092364864592528, 'speedup_best_over_ref': 1.092364864592528, 'xsmm_custom_avg': 8.270100000000001, 'xsmm_custom_best': 8.270100000000001, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 9.033966666666666, 'xsmm_reference_best': 9.033966666666666, 'xsmm_reference_cpu_freq': 2.999921, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8462105230405426, 'speedup_best_over_ref': 0.8462105230405426, 'xsmm_custom_avg': 26.782500000000002, 'xsmm_custom_best': 26.782500000000002, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 22.663633333333333, 'xsmm_reference_best': 22.663633333333333, 'xsmm_reference_cpu_freq': 2.999954, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9727553849434849, 'speedup_best_over_ref': 0.9727553849434849, 'xsmm_custom_avg': 1.2504, 'xsmm_custom_best': 1.2504, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.2163333333333335, 'xsmm_reference_best': 1.2163333333333335, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9121179143517193, 'speedup_best_over_ref': 0.9121179143517193, 'xsmm_custom_avg': 1.7459, 'xsmm_custom_best': 1.7459, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 1.5924666666666667, 'xsmm_reference_best': 1.5924666666666667, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.8612122088057919, 'speedup_best_over_ref': 0.8612122088057919, 'xsmm_custom_avg': 2.5369666666666664, 'xsmm_custom_best': 2.5369666666666664, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 2.1848666666666667, 'xsmm_reference_best': 2.1848666666666667, 'xsmm_reference_cpu_freq': 2.999911, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 1.0008438199361631, 'speedup_best_over_ref': 1.0008438199361631, 'xsmm_custom_avg': 3.634266666666667, 'xsmm_custom_best': 3.634266666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 3.6373333333333333, 'xsmm_reference_best': 3.6373333333333333, 'xsmm_reference_cpu_freq': 2.9999, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 9600, 'speedup_avg_over_ref': 0.9935884101949174, 'speedup_best_over_ref': 0.9935884101949174, 'xsmm_custom_avg': 8.1727, 'xsmm_custom_best': 8.1727, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 8.120300000000002, 'xsmm_reference_best': 8.120300000000002, 'xsmm_reference_cpu_freq': 2.999868, 'xsmm_reference_kernel_type': 'sparse'}
