{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_32_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0000803605294795, 'speedup_best_over_ref': 1.0000803605294795, 'xsmm_custom_avg': 10.369933333333334, 'xsmm_custom_best': 10.369933333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.370766666666666, 'xsmm_reference_best': 10.370766666666666, 'xsmm_reference_cpu_freq': 2.999908, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_64_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0015095712272086, 'speedup_best_over_ref': 1.0015095712272086, 'xsmm_custom_avg': 18.3275, 'xsmm_custom_best': 18.3275, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 18.355166666666666, 'xsmm_reference_best': 18.355166666666666, 'xsmm_reference_cpu_freq': 2.999875, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_128_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0194174641276956, 'speedup_best_over_ref': 1.0194174641276956, 'xsmm_custom_avg': 27.897566666666666, 'xsmm_custom_best': 27.897566666666666, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 28.439266666666665, 'xsmm_reference_best': 28.439266666666665, 'xsmm_reference_cpu_freq': 2.999874, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_256_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0117859443641697, 'speedup_best_over_ref': 1.0117859443641697, 'xsmm_custom_avg': 45.79183333333334, 'xsmm_custom_best': 45.79183333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 46.33153333333333, 'xsmm_reference_best': 46.33153333333333, 'xsmm_reference_cpu_freq': 2.999891, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_512_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.1022898782273007, 'speedup_best_over_ref': 1.1022898782273007, 'xsmm_custom_avg': 82.20233333333334, 'xsmm_custom_best': 82.20233333333334, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 90.6108, 'xsmm_reference_best': 90.6108, 'xsmm_reference_cpu_freq': 2.999918, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 1024, 'a_nonzero': 6553, 'a_rows': 128, 'a_size': 131072, 'a_unique': 16, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04999542236328125, 'mat_file': 'data/synth_mats_wider/vary_col/q_16/r_128_c_1024_p_0.05_uniq_16.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9815604025987967, 'speedup_best_over_ref': 0.9815604025987967, 'xsmm_custom_avg': 163.02416666666667, 'xsmm_custom_best': 163.02416666666667, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 160.01806666666667, 'xsmm_reference_best': 160.01806666666667, 'xsmm_reference_cpu_freq': 2.999902, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 32, 'a_nonzero': 204, 'a_rows': 128, 'a_size': 4096, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0498046875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_32_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0039851280552388, 'speedup_best_over_ref': 1.0039851280552388, 'xsmm_custom_avg': 10.6061, 'xsmm_custom_best': 10.6061, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 10.648366666666668, 'xsmm_reference_best': 10.648366666666668, 'xsmm_reference_cpu_freq': 2.999878, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 64, 'a_nonzero': 409, 'a_rows': 128, 'a_size': 8192, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.0499267578125, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_64_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0046812175293303, 'speedup_best_over_ref': 1.0046812175293303, 'xsmm_custom_avg': 17.766033333333333, 'xsmm_custom_best': 17.766033333333333, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 17.8492, 'xsmm_reference_best': 17.8492, 'xsmm_reference_cpu_freq': 2.999896, 'xsmm_reference_kernel_type': 'sparse'}
{'a_cols': 128, 'a_nonzero': 819, 'a_rows': 128, 'a_size': 16384, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_128_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9317818570126924, 'speedup_best_over_ref': 0.9317818570126924, 'xsmm_custom_avg': 28.718166666666665, 'xsmm_custom_best': 28.718166666666665, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 26.75906666666667, 'xsmm_reference_best': 26.75906666666667, 'xsmm_reference_cpu_freq': 2.999949, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 256, 'a_nonzero': 1638, 'a_rows': 128, 'a_size': 32768, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_256_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 1.0597196804327533, 'speedup_best_over_ref': 1.0597196804327533, 'xsmm_custom_avg': 45.353, 'xsmm_custom_best': 45.353, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 48.06146666666667, 'xsmm_reference_best': 48.06146666666667, 'xsmm_reference_cpu_freq': 2.999913, 'xsmm_reference_kernel_type': 'wide-sparse'}
{'a_cols': 512, 'a_nonzero': 3276, 'a_rows': 128, 'a_size': 65536, 'a_unique': 64, 'alpha': 1.0, 'beta': 0.0, 'density': 0.04998779296875, 'mat_file': 'data/synth_mats_wider/vary_col/q_64/r_128_c_512_p_0.05_uniq_64.txt', 'size_n': 81600, 'speedup_avg_over_ref': 0.9931589935749352, 'speedup_best_over_ref': 0.9931589935749352, 'xsmm_custom_avg': 82.4635, 'xsmm_custom_best': 82.4635, 'xsmm_custom_kernel_type': 'dense', 'xsmm_reference_avg': 81.89936666666667, 'xsmm_reference_best': 81.89936666666667, 'xsmm_reference_cpu_freq': 2.99991, 'xsmm_reference_kernel_type': 'sparse'}
